iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,Random #
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4hs0n,,,0.4770491712
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n216n,,,0.8086608264
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zt9wc,,,0.219238722
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1xwtf,,,0.6604706855
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-w2swm,,,0.6176264596
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z8ltp,,,0.7623159194
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xzrnb,,,0.744948535
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xnw4h,,,0.6829986549
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h2rdl-v2,,,0.6129467569
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pj4b8,,,0.3164463507
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vff9v,,,0.3846348752
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-35rk2-v2,,,0.5228739828
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-74pzh,,,0.4130352987
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x8shp,,,0.1357192337
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kk8l6,,,0.0359517413
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bls76,,,0.2987955296
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-16j9z-v2,,,0.571755904
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5fdkt,,,0.7799492432
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mbr7t-v3,,,0.0986788385
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vx3hm,,,0.5722830414
"6,13-Diethynylpentacene with Tr* group at 6-position and Me3Si group at 13-position",CH2Cl2,642,null,null,null,UV-vis spectra measured in CH2Cl2,chemrxiv_10.26434_SLASH_chemrxiv-2024-s649t,,,0.1843214426
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8xt9p,,,0.4284116742
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dvr55,,,0.800059011
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wnd7x,,,0.9756405239
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nf6mq-v2,,,0.7446982304
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cpr0c-v2,,,0.557724044
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x7pkn,,,0.3880137946
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0sk35,,,0.1769837155
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3x6jf,,,0.7582972574
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-75cb8,,,0.2280665643
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lbvgn-v2,,,0.626868265
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sspwf,,,0.7336741968
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9jkbp,,,0.647725872
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gqb5j,,,0.8629492214
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-04r0l,,,0.5050504676
"(Z)-2-[3-(4-oxo-4H-chromen-3-yl)-1,2-diphenylallylidene]malononitrile (Z-CDPM)",THF/water mixtures,480,null,null,null,"More twisted conformation than E-CDPM, almost non-emissive",chemrxiv_10.26434_SLASH_chemrxiv-2024-vj663,,,0.998257509
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m9xgc,,,0.4649151026
Rhodamine B (RB),PVA matrix,557,590,0.12,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r6x9f,,,0.8303485897
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9fdqn,,,0.8928309346
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-scphf,,,0.2835448699
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-20kq3,,,0.9636917785
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t2lwf,,,0.5743956608
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gq2h0,,,0.2933282072
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-6nhtt,,,0.1376918247
"4,4-Difluoro-8-(4-methoxyphenyl)-3,5,7-trimethyl-4-bora-3a,4a-diaza-s-indacene",dichloromethane,529,578,0.85,null,Shows red-shifted emission compared to non-threaded counterpart,chemrxiv_10.26434_SLASH_chemrxiv-2023-707rs-v3,,,0.7403455828
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zrgkp,,,0.3493104675
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c8b17-v2,,,0.0055724988
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jmjs8-v3,,,0.6732911498
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1b5tb,,,0.2432559684
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-51l4t,,,0.7053997836
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-klcfp,,,0.4869855605
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mj889,,,0.6894432327
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c37sd,,,0.9279354142
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-md4ww,,,0.0140027141
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-d95sr,,,0.9977079001
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3wmtp,,,0.1859655196
"2a (no official IUPAC name provided, using label for demonstration purposes)",DCM,406,578,0.34,45000 (406 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nnfhh,,,0.531844941
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6n2mq,,,0.0178211052
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-b8pln,,,0.9131213205
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mzs2z,,,0.4240476955
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-9rx0m,,,0.6139794332
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s4t34,,,0.3724199291
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-32k8h,,,0.7344287587
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z5sr4,,,0.2266935643
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8kgf0,,,0.1609660243
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-93llx,,,0.9138603979
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kh4qm,,,0.2175010934
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jrz0h,,,0.0287905117
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-22tsj,,,0.1936819393
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1hvg3-v2,,,0.6417902308
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rkm7t,,,0.6972381442
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2w2cs,,,0.6082228187
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jx761,,,0.0514136648
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zvt26,,,0.137640768
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v5951-v2,,,0.6931259125
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3c8dz,,,0.3608055273
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j3zrm,,,0.8881260867
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vd6gz,,,0.8308149073
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-29pkw,,,0.3862443815
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2bhfw,,,0.0595812798
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ptff7,,,0.4477890905
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q8qn0,,,0.78427088
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vrbdb,,,0.9364596158
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m5bpn,,,0.3771002709
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-j40p4-v2,,,0.2693473974
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9b906,,,0.2478878044
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bx3n3,,,0.5506651585
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g2p6z,,,0.8428568656
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gt124,,,0.5040122615
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qsvk5,,,0.7673574171
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n526m,,,0.8706849208
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g7swp,,,0.3401158284
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j55nv,,,0.2801486014
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-h0r79-v2,,,0.0786492734
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1sspf-v3,,,0.2429875396
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p3r5w-v2,,,0.8746536451
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w86rz,,,0.8744415876
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d6cbs,,,0.490909124
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vpvtp,,,0.9884517472
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-twmn8,,,0.3031067527
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2x1kq,,,0.2360917847
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tt5bm,,,0.4666233563
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sdx0k,,,0.8754770213
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m9tkn,,,0.2397241346
"1,4-Diphenylbenzene",Acetonitrile (MeCN),279,341,null,null,"Planar structure, strong TBC, ACQ behavior",chemrxiv_10.26434_SLASH_chemrxiv-2023-l1t9c,,,0.4901655037
"5,10,15,20-Tetrakis(2,6-dimethyl-4-dodecylphenyl)-25,30-dihydro-10,20-dimagnesioporphyriato(2-)-κN21,κN22,κN23,κN24- anthracene-9,10-diyl bis(5,10,15,20-tetrakis(2,6-dimethyl-4-dodecylphenyl)porphyrinato(2-)magnesium)",null,null,null,null,null,Obtained via metal exchange from AP2b using p-tolylmagnesium bromide,chemrxiv_10.26434_SLASH_chemrxiv-2023-zl7ck,,,0.4724325256
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h722v,,,0.8145276597
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wj0cs,,,0.8796650437
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f59zx-v3,,,0.6767734822
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dwtg0,,,0.4512800849
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kwh3f-v3,,,0.9930117498
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-12c67,,,0.4086793934
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v90l8,,,0.7169553849
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ttxnr,,,0.1642837182
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hlfmp,,,0.8223101432
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2cf6g-v3,,,0.0077958282
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6pgl4,,,0.9628061892
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vp6hw-v2,,,0.4878667993
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0f2t4,,,0.4407720261
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-00cnb,,,0.3030168251
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tlztb,,,0.2049803019
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r7whl,,,0.3698318193
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tc9xx,,,0.022602218
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8dclm,,,0.1826583724
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-02t0k,,,0.4980249496
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-14rzc-v2,,,0.6789437062
anisole-DAOTA,100 mM acetate buffer,null,null,null,null,"no changes in fluorescence intensity or lifetime, excluding direct interactions with the DAOTA fluorophore",chemrxiv_10.26434_SLASH_chemrxiv-2024-zk6gr,,,0.1408661471
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-99gt2-v2,,,0.3856428596
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3b53q,,,0.3704187262
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-7bskx-v2,,,0.9903095956
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v2j2l,,,0.5152318862
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b5wjj,,,0.3125195552
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rs89k,,,0.2886131951
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ckw2n,,,0.6910360353
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cmj3q,,,0.2590267747
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pdbsm-v2,,,0.1554357582
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1bvwd-v2,,,0.9945899467
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p1732,,,0.285421656
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5ls6h,,,0.3925059831
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wz912,,,0.4111873864
null,null,null,null,null,null,null,pubmed_11574019,,,0.9284797329
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cpq82,,,0.3907110407
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dptqs,,,0.2966729396
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t5246,,,0.9400722275
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2p7ch,,,0.7704671316
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ln5rs,,,0.2930037058
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7wtzg,,,0.6197295305
"1,2-Bis(o-aminophenoxy)ethane-N,N,N',N'-tetracetic acid-perylene conjugate",Methanol,null,462,null,null,"Calcium-chelating moiety, upconversion quantum yield of 0.0018 with PdTPTBP sensitizer",chemrxiv_10.26434_SLASH_chemrxiv-2023-7p1s5,,,0.2519707063
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-685jv,,,0.061407302
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3p4gx-v2,,,0.4367218798
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mkmc,,,0.0061151581
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bbj0n,,,0.6224407852
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-wmrjp,,,0.2608062846
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t91vx,,,0.7861008784
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wjqsq,,,0.9542755729
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sqbf7,,,0.1051890771
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fk624,,,0.7147781672
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1kqm3,,,0.3705026729
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q12t1,,,0.6144073193
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q3v7b,,,0.1769777993
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0h9t2-v2,,,0.8486753099
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v6x4f,,,0.971357554
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t9r77-v3,,,0.1343798519
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tvmr0,,,0.1825308627
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4fq4v,,,0.2300582014
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wc062,,,0.6160914593
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-515dc-v2,,,0.2953905803
null,null,null,null,null,null,null,pubmed_11491490,,,0.0303197359
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rf93d,,,0.7278995251
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-29p7m,,,0.7758640891
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-dxnz4-v3,,,0.7946864101
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wk4bn-v3,,,0.3745499465
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4wfr8,,,0.1565976993
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sq57k,,,0.6308155891
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f5mcr,,,0.2962929714
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-32rxx,,,0.3222661444
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xfkbb,,,0.3909302845
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h9htk,,,0.5675671399
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-74hhg-v3,,,0.2674757524
"4-(acenaphtho[1,2-b]pyrido[2,3-e]pyrazin-10-yl)-N,N-diphenylaniline",toluene,516,null,0.93,31000 (427 nm),TPAPyAP in toluene solution,chemrxiv_10.26434_SLASH_chemrxiv-2023-4tdtf-v2,,,0.2844489806
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xn57p,,,0.9819641849
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s538q,,,0.0560467548
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c4njp,,,0.8276858998
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kw0xn,,,0.4059649773
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-94zjd,,,0.5952465821
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v75v8,,,0.6166106623
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0dddr,,,0.615759627
"1,3-Dipropyl-8-(2-methoxyethyl)-4,7-dimethyl-4-bora-3a,4a-diaza-s-indacene-2,6-diium-3-uide (dmBODIPY-OH)",pH 7.2 PBS buffer,657,null,null,1.01 × 10^5 (657 nm),Fluorogenicity upon red light activation,chemrxiv_10.26434_SLASH_chemrxiv-2023-x6kg1,,,0.7849334341
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4z3s9,,,0.0407188695
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pxssw,,,0.5311865003
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dx4jv,,,0.9631909425
L-1,acetonitrile,390,null,0.072,null,Alloxazine-based ligand with extended π-conjugation,chemrxiv_10.26434_SLASH_chemrxiv-2024-08dkm-v2,,,0.409326554
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wrzhc,,,0.5453116524
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nbpfv,,,0.5946755158
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c94bp,,,0.0421163028
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wkn1x,,,0.3046448862
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ll474-v2,,,0.9011126608
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-06kbz,,,0.7423889139
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zcggj,,,0.6398310545
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-htpsm,,,0.8772072757
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2jvms,,,0.4056245196
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-svjfl,,,0.4617746805
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xtqq8,,,0.3107241041
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tp55l,,,0.6784056299
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hwp49,,,0.6500104016
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4vrs0,,,0.8789149595
Bu2N-TTz-CO2H,Hexane,null,460,null,null,"Clear vibrational energy levels around 460 nm, 490 nm, and a broader shoulder at 530 nm, low solubility in hexane",chemrxiv_10.26434_SLASH_chemrxiv-2024-cmpzt,,,0.5233944305
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j2d3h-v3,,,0.1161272854
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1s1wc-v2,,,0.1239485161
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zxbzz,,,0.2873214616
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2bps8,,,0.7357618357
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-23fbj,,,0.6302739065
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-4k6tg,,,0.0376271906
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-63c75,,,0.1888022288
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0b89h,,,0.5259177841
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h8m4l,,,0.5342774205
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q7st6,,,0.6072935117
"5,6-Di(2-pyridinyl)-1,2,4-triazine annealed to phenanthroline-type ligand (Complex 8)",EtOH,null,563,0.23,null,Sensitive to the presence of oxygen (k[O2] = 0.31-0.61 109 /L.mol-1.s),chemrxiv_10.26434_SLASH_chemrxiv-2024-r4p1p,,,0.5555263683
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-6gx8k-v2,,,0.7418481142
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5lkjg,,,0.2965151658
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xzl0t,,,0.6244634406
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8f0mx,,,0.2068821844
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5wbkr-v2,,,0.7988144967
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9ggbk-v2,,,0.8499138525
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-lvckb,,,0.109660581
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hk44r,,,0.7844274228
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vc0t0,,,0.6216309855
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ls7m0,,,0.2135179683
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bjcxb,,,0.224311498
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f93fr,,,0.3887890442
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rrvd3,,,0.6211990286
