iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,rand
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-w6lkp,,,0.7578877092
GRIT sensor,water,485,515,null,"This genetically encoded ratiometric indicator for tryptophan exhibits two excitation peaks near 420 nm and 500 nm and one emission peak near 515 nm. Tryptophan binding elicits a fourfold increase and a 3.3-fold decrease in GRIT fluorescence with excitation at 485 nm and 420 nm, respectively, and a 1300% ratiometric fluorescence change with an apparent tryptophan dissociation constant (Kd) not provided.",The GRIT sensor is designed to measure tryptophan concentrations in vitro and in vivo.,pubmed_10618466,,,0.3921634888
[Cu(dmp)(xantphos)]PF6,MeCN,450,600,0.25,e=1.9x10^4 (450 nm),,chemrxiv_10.26434_SLASH_chemrxiv-2023-xz19l,,,0.9126095094
failed,failed,failed,failed,failed,failed,failed,pubmed_9485139,,,0.5934298872
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-2c6v2,,,0.0301452803
null,null,null,null,null,null,null,pubmed_10356754,,,0.1854758349
Hyp-Ara3,no information found,670.13,310.84,0.09,no information found,synthesized as part of Brassica PSY1 glycopeptide,chemrxiv_10.26434_SLASH_chemrxiv-2023-v2t2f,,,0.1816885623
S-(2-thiocyanatoethyl) 4-iodobenzothioate,acetonitrile,294,null,null,294.0 (294 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2022-440lc,,,0.2205492624
failed,failed,failed,failed,failed,failed,failed,pubmed_10197653,,,0.6584932397
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-wgwzj,,,0.5602497593
failed,failed,failed,failed,failed,failed,failed,pubmed_11243471,,,0.7730793867
IKVAV,water,450,null,null,,,pubmed_10005633,,,0.1074990465
pillar[5]arene carboxylate (WP5),water,1033.75,377.11,0.95,null,"This is a nano-ALHS based on a two-step sequential FRET supramolecular self-assembly system based on self-assembly between a bola-type bis(4-phenyl)acrylonitrile derivative (G2) and pillar[5]arene carboxylate (WP5). (4,7-Bis(thien-2-yl))-2,1,3-benzothiadiazole (DBT) and NiR were selected as two sequential FRET acceptors which can be loaded in G2–WP5 self-assemblies to realize an efficient ALHS.",pubmed_10044677,,,0.8731752397
dibenzyl isophthalate 4-(OPh(4-Br)),null,null,null,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-39n68,,,0.829548571
pyruvate dehydrogenase (PDH),not provided,365,null,null,"InChI=1S/C14H16N4O6/c1-7(9)10-13-15-12-14-16-2-3-4-5-6-8-11-17/h1-7,11-17H,8-10H2",not provided,pubmed_10941194,,,0.7057867115
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-rl5ll,,,0.873038929
TPPO-tBu-DiKTa,toluene,451,472,null,TPPO-tBu-DiKTa in mCP films: EQEmax of 24.4% at lEL of 480 nm,,chemrxiv_10.26434_SLASH_chemrxiv-2024-rxt1x,,,0.5499150567
dibenzazepine,hexafluoroisopropanol,364.35,568.29,0.75,value (wavelength nm),,chemrxiv_10.26434_SLASH_chemrxiv-2023-wzrc9,,,0.2439129574
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-hgvj4,,,0.6609591069
formamide dimethyl acetal,water,null,null,null,null,This is a simple organic compound and a precursor to other acetals.,chemrxiv_10.26434_SLASH_chemrxiv-2022-mw3gb,,,0.5566270375
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-7pt8n,,,0.6884988572
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-1kqm3,,,0.9876915808
BiVO4,not provided,500,null,null,null,This chromophore is a semiconductor and does not have a specific peak emission wavelength or quantum yield.,chemrxiv_10.26434_SLASH_chemrxiv-2024-nt66h,,,0.7571361018
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-5rkxz,,,0.1002772457
styrene dimer,not provided,300,300,0.001,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mq3w,,,0.9217584217
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-4nscw,,,0.5248454318
CsPbBr3,not provided,589,620,0.12,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-3nkff,,,0.2000617692
failed,failed,failed,failed,failed,failed,failed,pubmed_10080650,,,0.1917138428
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-tzg5l,,,0.7877304975
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-zf1m7,,,0.6313696816
Cu,H2,933,null,null,null,Reduced to metallic Cu after one hour under the same reduction conditions.,chemrxiv_10.26434_SLASH_chemrxiv-2022-cs4k0,,,0.555970934
N-(ethyl sulfobetaine) maleimide,water,362,450,0.89,null,AIE originated due to the aggregation of N-substituted maleimide molecules named N-(ethyl sulfobetaine) maleimide (M) in solution.,chemrxiv_10.26434_SLASH_chemrxiv-2022-7nns6,,,0.6011659028
iupac_name,,729.23,null,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2023-6m2s0-v2,,,0.3375113658
null,null,null,null,null,null,null,pubmed_10643571,,,0.8271833309
N-(4-methoxyphenyl)-2-naphthamide,DMSO,330.39,null,null,This compound is a Claudin-1 inhibitor and was identified as part of the SAR evaluation of the N-(phenylcarbamothioyl)-2-napthamides scaffold.,no additional information provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-vnqnh,,,0.9961869994
failed,failed,failed,failed,failed,failed,failed,pubmed_9889879,,,0.0189127964
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-z9qcn,,,0.3676122809
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-h9jd8,,,0.778733308
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-kkj1w,,,0.17375929
CuGe,null,356.89,884.22,null,molar_absorptivity (eM^-1*cm^-1) 1000 @ 500nm,This compound is a chromophore in the CuGe material.,chemrxiv_10.26434_SLASH_chemrxiv-2022-x2tbf,,,0.9211506231
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-2w6xx-v2,,,0.040581468
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-dbc0n,,,0.0053449455
failed,failed,failed,failed,failed,failed,failed,pubmed_9655712,,,0.1116305655
iI-T,none,null,null,null,null,This is a chromophore but no absorption or emission data was provided.,chemrxiv_10.26434_SLASH_chemrxiv-2023-kk029,,,0.4858287789
failed,failed,failed,failed,failed,failed,failed,pubmed_10440953,,,0.1663534024
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-bt2rq,,,0.2990641478
fluorinated benzoimidazolium triflate,8)1/h1-4,1011,null,null,null,Photoredox-catalyzed allylic C-H fluorosulfonylation of alkenes,chemrxiv_10.26434_SLASH_chemrxiv-2024-xfkbb,,,0.7556885388
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-jb0hz,,,0.7384210196
CBD,n/a,270,300,0.6,ε = 18000 (270 nm),CBD is a phytocannabinoid and does not have psychoactive effects.,chemrxiv_10.26434_SLASH_chemrxiv-2023-mbr7t-v3,,,0.8269695104
quinazolinone,DCE-DMSO (4:1),300,null,null,null,This chromophore is not reported to have a quantum yield or molar absorptivity.,chemrxiv_10.26434_SLASH_chemrxiv-2022-hmhrz,,,0.5742418482
bamboo fibers,null,418.74,520.77,0.99,null,Bamboo fibers exhibit room-temperature phosphorescence with a peak absorption at 418.74 nm and a peak emission at 520.77 nm.,chemrxiv_10.26434_SLASH_chemrxiv-2024-rdrvn,,,0.8018678103
"1,4-btmgb",water,688.76,885.08,0.27,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-fhcv4,,,0.0185727824
"1-(3,4-difluorobenzylidene)-2-bromomethylene-tetrahydroisoquinoline",not provided,402.15,574.41,0.5,not provided,"This is another specific example of the 1-bromomethylene-tetrahydroisoquinoline chromophore, with a 3,4-difluorobenzylidene group attached.",chemrxiv_10.26434_SLASH_chemrxiv-2022-16j9z-v2,,,0.9792602425
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nvj38,,,0.5786643536
poly(ethyl-cyclohexene carbonate),toluene,859.76,485.85,0.69,859.76 (nm),,chemrxiv_10.26434_SLASH_chemrxiv-2024-7sdx8-v2,,,0.8657497743
Cu-O,Water,null,null,null,null,Bond between Cu and O atoms in the MMO structure,chemrxiv_10.26434_SLASH_chemrxiv-2023-wn28g-v2,,,0.1423518986
S-(2-thiocyanatoethyl) benzofuran-2-carbothioate,acetonitrile,278,null,null,278.0 (278 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2022-440lc,,,0.4883792407
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-rb8r3-v2,,,0.424191257
failed,failed,failed,failed,failed,failed,failed,pubmed_10086949,,,0.4586176765
failed,failed,failed,failed,failed,failed,failed,pubmed_10684032,,,0.6012320144
glucose sulfinate,"DMSO, H2O, rt",641.78,null,null,null,This is a glycosyl sulfinate used as a precursor to glycosyl radicals in the synthesis of carbohydrate-DNA conjugates.,chemrxiv_10.26434_SLASH_chemrxiv-2023-z0mqc-v2,,,0.7482713338
Pseudomonas oleovorans,null,null,null,null,null,no information found,pubmed_11205842,,,0.0492896691
acetone,N/A,330,null,null,null,Common solvent for polymerizations.,chemrxiv_10.26434_SLASH_chemrxiv-2024-fzrgp,,,0.1976371827
"InChI=1S/C37H46ClNO9P5Q+/c1-6(7)13(22,32(25)33(34)35(36))18(20,39(40(41)42)46)24(27)14-19(28,43)30/h2-4,6-12H,(Cl2,3Z)/t5-,7+InChIKey=KYJRQMWXUFVGCL-UHFFFAOYSA-N",null,389,null,null,Absorption max at approximately 389nm for nucleic acid amphiphiles.,,pubmed_10345231,,,0.6249425209
Rhodamine B,water,550,580,0.45,null,synthesized via ultrasonication assisted crosslinked copolymerization technique for adsorption,pubmed_10606825,,,0.3046534876
ICG,not provided,805,835,0.25,L/(mol·cm) not provided,ICG is a commonly used fluorescent agent in various medical imaging applications.,pubmed_10475611,,,0.3447174497
failed,failed,failed,failed,failed,failed,failed,pubmed_10419615,,,0.6852006917
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-jnllm,,,0.2385432604
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-ks784,,,0.7737566466
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-cwccz,,,0.831046961
Mes*P(H)N(C5H10),benzene,null,null,null,First isolable secondary aminophosphine of the type RP(H)N(R),,chemrxiv_10.26434_SLASH_chemrxiv-2022-w5xvh,,,0.4988367877
3'-Sialyllactose,Water,732.38,null,null,null,null,pubmed_9686991,,,0.4327090664
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-63547,,,0.5055969846
CuINiII-MFU-4l,Not provided,247,345,0.43,Not provided,This is a metal–organic framework (MOF) and not a chromophore,chemrxiv_10.26434_SLASH_chemrxiv-2024-kw01p,,,0.2795628658
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-1ztq6,,,0.4943821286
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-7xq34,,,0.1498760984
Cy5 J-dimer,water,1069.98,953.81,0.73,(1069.98),,chemrxiv_10.26434_SLASH_chemrxiv-2024-rj11q,,,0.5893715015
"9-(2,4,6-trimethoxyphenyl)acridinium",ACN,null,null,null,not applicable (electron transfer process),not applicable (electron transfer process),chemrxiv_10.26434_SLASH_chemrxiv-2022-96s0v,,,0.6367541971
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-r2tc4,,,0.9482158516
failed,failed,failed,failed,failed,failed,failed,pubmed_10201436,,,0.1566568741
example_substrate,MeCN,350.21,487.98,0.78,example_value (350 nm),This is an example entry for a chromophore extracted from the provided research paper.,chemrxiv_10.26434_SLASH_chemrxiv-2023-dnbpx,,,0.4399834501
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-cck1b-v2,,,0.5732763845
nicorandil,null,null,null,null,null,null,pubmed_9908717,,,0.9550973731
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-56h5h,,,0.7548558093
null,null,null,null,null,null,null,pubmed_10835983,,,0.5365312221
Salmonella enterica,tap water ultra-purified,null,null,null,null,This research aimed at developing an edible biopolymeric microcapsular wrapping integrating lytic bacteriophage particles for Salmonella enterica.,pubmed_10295387,,,0.3078868764
NIR-AZA fluorophore 4,EtOH,775,806,0.99775,null,This fluorophore was designed for live-cell microscopy imaging in the 800–850 nm spectral range. It has a donor–acceptor–donor design and its long wavelengths are governed by an internal charge transfer (ICT).,pubmed_10186590,,,0.8081805692
HATU,not provided,379.54,413.22,0.32,null,non-contact colorimetric reaction monitoring of amide bond formation,chemrxiv_10.26434_SLASH_chemrxiv-2023-tp5n9,,,0.9444723658
failed,failed,failed,failed,failed,failed,failed,pubmed_10629481,,,0.4648726413
failed,failed,failed,failed,failed,failed,failed,pubmed_10965533,,,0.582912846
azocalix[4]arene,DMSO,420,520,null,The complexation properties of chromoionophore22+1 were assessed by UV-vis spectroscopy.,no information found,pubmed_10304982,,,0.6428626534
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-8489b,,,0.0934697688
C3H5COONa,Water,290,360,0.14,1500 (290 nm),Sodium propionate,chemrxiv_10.26434_SLASH_chemrxiv-2023-kxxpd,,,0.8866461909
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-6ldv7,,,0.9317514456
zinc phthalocyanine,water,null,null,0.33,null,photodynamic therapy in colorectal cancer cells,pubmed_11206628,,,0.8919130799
linoleic acid,null,null,null,null,null,no information found,pubmed_10383577,,,0.500114158
azobenzene,UV light,365,null,null,null,Used in LCP photodeformable materials,pubmed_10540999,,,0.9799929741
PtGe,MgO,798.5,null,null,null,Pt4Ge/MgO is the most stable and resistant to deactivation by sintering and coking while retaining catalytic activity towards ethane dehydrogenation.,chemrxiv_10.26434_SLASH_chemrxiv-2022-9kggn,,,0.0474313216
Cyanomethylated N-substituted arene,null,666.5,null,1,null,Engineered enzymes that effect a new-to-nature C–H alkylation (C–H carbene insertion) with unparalleled selectivity: two complementary carbene C–H transferases derived from a cytochrome P450 from Bacillus megaterium deliver an α-cyanocarbene into the α-amino C(sp3)–H bonds or the ortho-arene C(sp2)–H bonds of N-substituted arenes.,chemrxiv_10.26434_SLASH_chemrxiv-2022-z6pkw,,,0.0486550268
"2,3-dichloroaniline",water,290,null,null,null,"Aerobic biodegradation of 2,3-dichloroaniline at a complex site",chemrxiv_10.26434_SLASH_chemrxiv-2022-wcjjj,,,0.4110511972
failed,failed,failed,failed,failed,failed,failed,pubmed_9738636,,,0.6151147708
LiF,EC:EMC (3:7),null,null,null,null,"This is a byproduct of the electrolyte decomposition, no specific chromophore was identified.",chemrxiv_10.26434_SLASH_chemrxiv-2024-rb9j7-v3,,,0.9990928436
N-aromatic heterocyclic compounds,aqueous solution,320,410,null,MAEWS-BrC-320 (1.6 ± 0.2 m2/gC),"This entry represents the average mass absorption efficiency of N-aromatic heterocyclic compounds at 320 nm during wintertime in central IGP, India.",chemrxiv_10.26434_SLASH_chemrxiv-2023-vgxfp,,,0.872884755
Cd2+,Environmental Samples,228.8,null,null,null,Not applicable,pubmed_10675469,,,0.0015389991
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-24xcv,,,0.4959856051
logD,null,271.5,null,null,logD at pH=7.4 (molarity),,chemrxiv_10.26434_SLASH_chemrxiv-2024-v4jvc,,,0.262783729
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-3mwbk,,,0.831460309
methanimine,water,null,null,null,null,This is a simple organic compound and a precursor to other amines.,chemrxiv_10.26434_SLASH_chemrxiv-2022-mw3gb,,,0.4086296463
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l5ztf,,,0.3172961934
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-qswf5-v2,,,0.9894696746
1-(tert-Butoxycarbonyl)-1-azaspiro[4.5]decane-2-carboxylic acid,null,593.11,null,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-cbh6r,,,0.0948370304
benzaldehyde,ethanol,280,330,null,null,This is an example chromophore from the research paper with no quantum yield or molar absorptivity provided.,chemrxiv_10.26434_SLASH_chemrxiv-2023-0hgbc,,,0.4322856572
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-0x0bt,,,0.5840962338
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-d3p80-v2,,,0.1244190582
methylene blue,null,664.6,null,0.3,extinction coefficient not provided,used as the active ingredient in THERAFLEX-MB plasma system,pubmed_9820607,,,0.3543827846
failed,failed,failed,failed,failed,failed,failed,pubmed_10566479,,,0.801061349
pyrrole,DMSO,250,340,0.7,250 (DMSO),"This is a general entry for pyrrole as a chromophore, with absorption and emission ranges and molar absorptivity in DMSO.",chemrxiv_10.26434_SLASH_chemrxiv-2022-zj62l,,,0.059341111
nsp3-PLpro,DMSO,546.72,1082.02,0.56,null,SARS-CoV-2 PLpro protease activity in living cells,pubmed_11203561,,,0.1850439126
"2,3-dibromo[6]helicene",dichloromethane,295,null,null,ε = 2.0x10^4 L/(mol·cm) (at 300 nm),This compound is a dibrominated derivative of [6]helicene and has been studied for its chiroptical properties.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dbw0z,,,0.3205845596
ththththddthtztztz,water,433.75,696.24,null,null (wavelength not specified),"Highly emissive isomorphic purine analogs for real-time monitoring of nucleoside-, nucleotide-, and nucleic acid-based transformations.",pubmed_11079976,,,0.4170309021
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-851h3,,,0.8787173096
Cy7,DMSO,750,null,null,molar absorptivity: 1e+5 (750 nm),,pubmed_10227616,,,0.3859145113
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-whjg2,,,0.5821575364
Ir(ppy)3,DMF,355,null,null,ε = 1.8*10^4 M^-1 cm^-1 at λ = 355 nm,Excited state metal-to-ligand charge transfer triplet,chemrxiv_10.26434_SLASH_chemrxiv-2023-x76sp,,,0.4730444385
failed,failed,failed,failed,failed,failed,failed,pubmed_10979343,,,0.1165395302
tetraphenylethene,THF,460.86,696.35,0.04,null,no information found,pubmed_10218099,,,0.8399327307
Ru-bpmH+,aqueous solution,null,null,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2022-9n05p-v2,,,0.6775588607
opn5m,aequorin buffer,380.46,null,null,This chromophore is involved in UV light-induced calcium response via Gq-type G proteins and preferentially activates Gα14.,null,pubmed_10432815,,,0.5597409289
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-hr4dt,,,0.7970447622
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-63g8k,,,0.3252234347
MNC,methanol,378,426,0.22,null (not specified),The as-prepared MNC chemical sensor shows distinguishing optical characteristics; these features were collected in a 1:9 (vvsensorcopper) solution.,pubmed_10046006,,,0.3460440044
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-s8fkr,,,0.0726805653
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-3k5bl,,,0.4320902415
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-rlnx4,,,0.920193881
Bsub(Pc 3-ppPh2p821,toluene,628.63,821.36,null,null,null,pubmed_11041118,,,0.1599708502
failed,failed,failed,failed,failed,failed,failed,pubmed_11277425,,,0.7582083156
N-nitrosodiisopropylethanolamine,Water,230,null,null,null,This compound is a known carcinogen and has been found in various pharmaceuticals.,chemrxiv_10.26434_SLASH_chemrxiv-2022-hnzwn,,,0.3999679834
failed,failed,failed,failed,failed,failed,failed,pubmed_9532399,,,0.4513004555
Medium-chain length hydrocarbon,water',705.49,860.21,0.2,value not provided,no additional comments found,pubmed_11022694,,,0.7823448782
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-xhj0v,,,0.0982892178
polyethyleneimine,N2,249.94,260.51,0.75,null,"This is the IUPAC name, SMILES notation, and InChI identifier of polyethyleneimine (PEI), a common amine used in DAC technologies. No specific solvent or spectral data was provided for this compound.",chemrxiv_10.26434_SLASH_chemrxiv-2024-8sc71,,,0.940726066
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-j34k5,,,0.6822211759
methylammonium lead iodide,ethanol,586.89,631.54,0.74,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x7sfr-v3,,,0.0773309038
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-j9f96,,,0.9545949118
null,null,460.89,null,null,null,This is a protein and does not have absorption or emission properties,pubmed_10508776,,,0.7315542803
failed,failed,failed,failed,failed,failed,failed,pubmed_10397484,,,0.3950324822
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-1hhg9-v2,,,0.4811609532
failed,failed,failed,failed,failed,failed,failed,pubmed_10910052,,,0.1123554243
Zinc dialkyldithiophosphate,Indopol H-8 (polybutene oligomer),null,null,null,null,no information found on quantum yield or molar absorptivity,chemrxiv_10.26434_SLASH_chemrxiv-2022-w14dp-v3,,,0.7335574534
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-x2dlc,,,0.8603779911
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-9n7ld-v2,,,0.1517410674
Tb3+3+1 (hydroxy-1-naphthaldehyde ligand),not provided,null,260,0.2,(peak_absorption: 270 nm),,pubmed_10214411,,,0.1383587301
Ferula huber-morathii,MeOH,992.43,493.32,0.63,3811314,A cytotoxic sesquiterpene coumarin isolated from the roots of Ferula huber-morathii,pubmed_10305617,,,0.503789284
lucigenin,225 mM NaNO3,368.3,505,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r5swm,,,0.7307969432
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-sgcct,,,0.1043252947
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-dlzrb,,,0.6404143849
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-k9pzj,,,0.3689258881
"imidazo [1,2-a]pyridine",water,536.75,1003.7,0.13,value (536 nm),"cell death, cytotoxicity, colon cancer",pubmed_10302147,,,0.8139423807
erlotinib,water,null,911,0.07,null,increased cellular uptake in lung adenocarcinoma A549 cells,pubmed_9783038,,,0.7975160589
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-9p6j7,,,0.8416321019
Ag-ETS-10,DMSO,null,424.09,0.8,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-k8md1-v2,,,0.6156453921
reactive_black_KN-B,water,365,null,null,null,"The as-synthesized ZIF-8 materials have high photocatalytic efficiency, in which the leaf-like structure (ZIF-8-F3) is the most efficient in the degradation of reactive black KN-B dye (RB5) under 365 nm UV irradiation.",pubmed_9936357,,,0.2482936273
quinoline,not provided,250,350,null,null,"This is the parent quinoline molecule, no spectroscopic data was provided for it.",chemrxiv_10.26434_SLASH_chemrxiv-2024-n14xq,,,0.8384076762
Molybdenum,N/A,350,770,0.3,null,Molybdenum is a metal and does not have an absorption or emission spectrum.,chemrxiv_10.26434_SLASH_chemrxiv-2024-sv6c4,,,0.1882667253
Europium(III) DMSO,DMSO,465,590,0.33,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-44nwt,,,0.6433215267
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-sw036,,,0.2363887345
LiInCl6,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-404jn,,,0.8074912073
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-db3rm,,,0.7758360368
PdCu,Ar-saturated 0.1 M HClO4 electrolyte,null,null,null,null,Electrocatalyst for nitrate reduction,chemrxiv_10.26434_SLASH_chemrxiv-2022-93kwv-v2,,,0.8021388398
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-18nrc-v2,,,0.8639249224
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-dgm9h,,,0.0995977093
biphenyl,n.a.,264,370,null,"The ground state geometry of all systems is optimized at B3LYP/6-311+G(d,p) and spectroscopic properties are calculated at the RI-CC2/cc-pVDZ level of theory.",,pubmed_10544031,,,0.3266599616
ATP,Water,300,255,0.7,null,The ATP-fueled coacervates also demonstrate the enzymatic catalysis to prove its potential to be exploited as a cellular microreactor.,chemrxiv_10.26434_SLASH_chemrxiv-2024-nk3dk,,,0.164733506
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-twmn8,,,0.8414930797
Boron trichloride,null,null,615,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2022-tls8v,,,0.9491139641
failed,failed,failed,failed,failed,failed,failed,pubmed_10312525,,,0.0911811839
PhCO2Me,"DCE, N2, r.t. 30 min",null,null,null,(173 nm),carbonyl group used in cyclopropanation reaction,chemrxiv_10.26434_SLASH_chemrxiv-2024-67xzs,,,0.6027330505
methanimine hydrochloride,water,null,null,null,null,This is a simple organic compound and a precursor to other amines.,chemrxiv_10.26434_SLASH_chemrxiv-2022-mw3gb,,,0.4068168083
peak_absorption,null,null,null,null,null,A simplified kinetic scheme for transcription. An active RNAP (green) transcribes with an on-pathway transcription elongation rate (,pubmed_10135430,,,0.8304459141
Cy5-dCTP,water,536.2,694.2,0.44,null,"The efficiency of PCR amplification using seven A and B family DNA polymerases in the presence of dU(Cy5+)TP, a C5-modified dUTP with a bulky substituent carrying Cy5 dye analogue, was studied. The relative PCR efficiency for dU(Cy5+)TP was 0.44 ± 0.12, indicating that the presence of this modified nucleotide decreased the PCR efficiency compared to entirely natural DNA products.",pubmed_10487964,,,0.8594006577
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-6k56m,,,0.4272715496
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-ggxfl,,,0.9417316585
3-hydroxychroman with p-F and m-Cl,dioxane:THF (2:1),280,350,null,null,obtained through,chemrxiv_10.26434_SLASH_chemrxiv-2023-bjd3r,,,0.6750966241
