iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper
null,null,null,null,null,null,null,pubmed_9120151
biliverdin IXa,null,760.0,725.0,null,null,"Biliverdin chromophore used in BphP1 bacterial phytochrome, absorption peak at 740-800 nm (average 760 nm), emission peak at ~725 nm",pubmed_9120076
null,null,null,null,null,null,null,pubmed_9118056
5-vinyl-2-norbornene,null,null,null,null,null,No optical properties provided for chromophores in this study.,pubmed_9118019
null,null,null,null,null,null,null,pubmed_9320810
null,null,null,null,null,null,null,pubmed_9157592
null,null,null,null,null,null,null,pubmed_9147832
null,null,null,null,null,null,null,pubmed_9147247
null,null,null,null,null,null,null,pubmed_9145895
null,null,null,null,null,null,null,pubmed_9143968
Flavin adenine dinucleotide,null,null,null,null,null,Used as a chromophore in the CRY2-CIBN system for light-induced dimerization.,pubmed_9117459
null,null,null,null,null,null,null,pubmed_9117156
null,null,null,null,null,null,null,pubmed_9116886
null,null,null,null,null,null,null,pubmed_9400860
null,null,null,null,null,null,null,pubmed_9322594
null,null,null,null,null,null,null,pubmed_9152005
null,null,null,null,null,null,null,pubmed_9147796
null,null,null,null,null,null,null,pubmed_9146714
null,null,null,null,null,null,null,pubmed_9146005
null,null,null,null,null,null,null,pubmed_9145036
failed,failed,failed,failed,failed,failed,failed,pubmed_9144359
null,null,null,null,null,null,null,pubmed_9143831
null,null,null,null,null,null,null,pubmed_9143353
null,null,null,null,null,null,null,pubmed_9143284
null,null,null,null,null,null,null,pubmed_9139083
2PtzO-3C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-4C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-5C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-6C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-7C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-8C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-9C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
2PtzO-10C,DCM,336.0,400.0,null,null,Phosphorescence in solution at 77 K,pubmed_9114335
null,null,null,null,null,null,null,pubmed_9886828
biliverdin,H2O,740.0,null,0.35,null,Solvent used was H2O and D2O; quantum yield of 35% for ELF generation.,pubmed_9252900
failed,failed,failed,failed,failed,failed,failed,pubmed_9210968
biliverdin,null,null,null,null,null,"The paper discusses the photoisomerization mechanism of biliverdin chromophore in bacteriophytochrome but does not provide specific absorption, emission, or quantum yield values.",pubmed_9150100
delphinidin 3- O-galacoside,null,520.0,null,null,null,Anthocyanin detected in R. delavayiflower,pubmed_9149423
cyanidin 3- O-galacoside,null,520.0,null,null,null,Anthocyanin detected in R. delavayiflower,pubmed_9149423
delphinidin rhamnoside,null,520.0,null,null,null,Anthocyanin detected in R. delavayiflower,pubmed_9149423
cyanidin 3- O-glucoside,null,520.0,null,null,null,Anthocyanin detected in R. delavayiflower,pubmed_9149423
cyanidin 3- O-arabinoside,null,520.0,null,null,null,Anthocyanin detected in R. delavayiflower,pubmed_9149423
other cyanidin derivatives,null,520.0,null,null,null,Anthocyanin detected in R. delavayiflower,pubmed_9149423
null,null,null,null,null,null,null,pubmed_9149166
null,null,null,null,null,null,null,pubmed_9147432
null,null,null,null,null,null,null,pubmed_9135347
null,null,null,null,null,null,null,pubmed_9122491
null,null,null,null,null,null,null,pubmed_9110384
dyLight488,null,480.0,505.0,null,null,Fluorescent label used for tracking SWNT-PM-CytKH9 complexes.,pubmed_9110379
Visual Pigment S(431),null,431.0,null,null,null,null,pubmed_9110347
Visual Pigment S(457),null,457.0,null,null,null,null,pubmed_9110347
Visual Pigment M(500),null,500.0,null,null,null,null,pubmed_9110347
Visual Pigment M(514),null,514.0,null,null,null,null,pubmed_9110347
Visual Pigment M(527),null,527.0,null,null,null,null,pubmed_9110347
Visual Pigment L(550),null,550.0,null,null,null,null,pubmed_9110347
Rod Visual Pigment (491),null,491.0,null,null,null,null,pubmed_9110347
Ac-Sem-Phe-NH2,gas phase,375.6,null,null,null,UV spectrum shows multiple bands including A at 37556 cm⁻¹,pubmed_9144663
Ac-Met-Phe-NH2,gas phase,null,null,null,null,UV features compared to Sem dipeptide,pubmed_9144663
null,null,null,null,null,null,null,pubmed_9144934
null,null,null,null,null,null,null,pubmed_9144378
null,null,null,null,null,null,null,pubmed_9138135
null,null,null,null,null,null,null,pubmed_9164238
null,null,null,null,null,null,null,pubmed_9150096
null,null,null,null,null,null,null,pubmed_9146912
null,null,null,null,null,null,null,pubmed_9146672
failed,failed,failed,failed,failed,failed,failed,pubmed_9137037
null,null,null,null,null,null,null,pubmed_9134411
null,null,null,null,null,null,null,pubmed_9103082
null,null,null,null,null,null,null,pubmed_9102897
null,null,null,null,null,null,null,pubmed_9622366
null,null,null,null,null,null,null,pubmed_9482913
null,null,null,null,null,null,null,pubmed_9322314
null,null,null,null,null,null,null,pubmed_9320935
cpGFP-based cAMP indicator G-Flamp2,HEPES buffer (pH 7.15),488.0,516.0,0.38,5189 (488 nm),Increased brightness and fluorescence change compared to G-Flamp1,pubmed_9175130
cpGFP-based cAMP indicator G-Flamp2b,HEPES buffer (pH 7.15),488.0,516.0,0.39,33760 (488 nm),Higher brightness but smaller fluorescence change compared to G-Flamp2,pubmed_9175130
null,null,null,null,null,null,null,pubmed_9159094
null,null,null,null,null,null,null,pubmed_9147750
null,null,null,null,null,null,null,pubmed_9147527
null,null,null,null,null,null,null,pubmed_9140923
"meso-4-methoxycarbonylbutyl-substituted 3,3′,5,5′-tetramethyl-2,2′-dipyrromethene boron difluoride",cyclohexane,501.0,512.0,0.99,79432 (498 nm),null,pubmed_9138141
meso-carboxysubstituted-BODIPY with thioterpenoid fragment,cyclohexane,502.0,515.0,0.99,75390 (502 nm),null,pubmed_9138141
"3,3′,5,5′-tetramethyl-2,2′-dipyrromethene boron difluoride",cyclohexane,509.0,514.0,1.0,91201 (509 nm),null,pubmed_9138141
null,null,null,null,null,null,null,pubmed_9137718
null,null,null,null,null,null,null,pubmed_9134122
failed,failed,failed,failed,failed,failed,failed,pubmed_9133342
null,null,null,null,null,null,null,pubmed_9098866
null,null,null,null,null,null,null,pubmed_9098843
null,null,null,null,null,null,null,pubmed_9098493
null,null,null,null,null,null,null,pubmed_9096809
null,null,null,null,null,null,null,pubmed_9176184
perylenediimide (PDI) 0sg,toluene,527.0,null,0.97,7.1e4 L/(mol·cm),null,pubmed_9172295
perylenediimide (PDI) 4sg,toluene,571.0,null,0.92,3.1e4 L/(mol·cm),null,pubmed_9172295
perylenediimide (PDI) 0sg–TEMPO,toluene,527.0,535.0,0.02,null,The fluorescence quantum yield is significantly lower due to the presence of the TEMPO radical.,pubmed_9172295
perylenediimide (PDI) 4sg–TEMPO,toluene,571.0,604.0,0.23,null,The fluorescence quantum yield is higher compared to PDI 0sg–TEMPO but still lower than the parent PDI 4sg.,pubmed_9172295
perylenediimide (PDI) 4sg–(TEMPO) 2,toluene,571.0,604.0,0.04,null,The fluorescence quantum yield is further reduced with the addition of a second TEMPO radical.,pubmed_9172295
null,null,null,null,null,null,null,pubmed_9171873
null,null,null,null,null,null,null,pubmed_9171853
null,null,null,null,null,null,null,pubmed_9147706
null,null,null,null,null,null,null,pubmed_9145543
null,null,null,null,null,null,null,pubmed_9143817
null,null,null,null,null,null,null,pubmed_9143205
etythrosine,null,520.0,null,null,null,used in decolorization experiments,pubmed_9141572
azophloxine,null,530.0,null,null,null,used in decolorization experiments,pubmed_9141572
Sunset Yellow,null,480.0,null,null,null,used in decolorization experiments,pubmed_9141572
Ponceau 4R,null,510.0,null,null,null,used in decolorization experiments,pubmed_9141572
Indigo Carmine,null,612.0,null,null,null,used in decolorization experiments,pubmed_9141572
Amaranth,null,520.0,null,null,null,used in decolorization experiments,pubmed_9141572
Acid Orange II,null,480.0,null,null,null,used in decolorization experiments,pubmed_9141572
Congo Red,null,500.0,null,null,null,used in decolorization experiments,pubmed_9141572
null,null,null,null,null,null,null,pubmed_9137684
Protoporphyrin IX,null,405.0,null,null,null,Photosensitizer generating singlet oxygen upon excitation.,pubmed_9131029
null,null,null,null,null,null,null,pubmed_9130482
null,null,null,null,null,null,null,pubmed_9095873
null,null,null,null,null,null,null,pubmed_9095722
2-aminobenzamide,null,355.0,420.0,null,null,Fluorescent label used for glycan tracking in microbial studies.,pubmed_9095699
null,null,null,null,null,null,null,pubmed_9095678
chlorophyll a,null,null,null,null,null,Chlorophyll a is a key chromophore involved in photosynthesis.,pubmed_9992760
chlorophyll b,null,null,null,null,null,Chlorophyll b is another important chromophore in the light-harvesting complexes of plants.,pubmed_9992760
heme,null,null,null,null,null,Heme is a cofactor in various redox reactions and signaling processes.,pubmed_9992760
phytochromobilin,null,null,null,null,null,Phytochromobilin serves as the chromophore for phytochrome photoreceptors.,pubmed_9992760
null,null,null,null,null,null,null,pubmed_9544980
null,null,null,null,null,null,null,pubmed_9508230
null,null,null,null,null,null,null,pubmed_9143227
null,null,null,null,null,null,null,pubmed_9142102
chlorin e 6trisodium salt,phosphate saline buffer,400.0,665.0,0.56,31623 (660 nm),Chlorin e 6trisodium salt with higher quantum yield and better phototoxicity compared to other compounds.,pubmed_9140634
chlorin e 613(1)-N-ethylamide-15(2)-methyl ester-17(3)-O-6′-galactopyranosyl ester,phosphate saline buffer,400.0,665.0,0.63,31623 (660 nm),Chlorin e 6 conjugate with d-galactose fragment showing enhanced accumulation in cancer cells.,pubmed_9140634
chlorin e 613(1)-N-ethylamide-15(2)-methyl ester-17(3)-[N-1′-(1′-carboxy-4′-guanidylbutyl) amide],phosphate saline buffer,400.0,665.0,0.74,31623 (660 nm),Chlorin e 6 conjugate with l-arginine fragment demonstrating higher phototoxicity.,pubmed_9140634
"chlorin e 63(1),3(2)-bis-(N,N,N-trimethylaminomethyl iodide)-13(1)-N′-(2-N′′,N′′,N′′-trimethyl ammonioethyl iodide) amide 15(2),17(3)-dimethyl ester",phosphate saline buffer,400.0,665.0,0.53,31623 (660 nm),Tricationic chlorin showing lower quantum yield compared to neutral and zwitterionic counterparts.,pubmed_9140634
1b,water,430.0,661.0,0.03,null,confinement in nanoparticles improves fluorescence quantum yield,pubmed_9139875
2b,water,435.0,666.0,0.06,null,confinement in nanoparticles improves fluorescence quantum yield,pubmed_9139875
failed,failed,failed,failed,failed,failed,failed,pubmed_9136936
"1,2-dimethyl-4,4'-dicarboxylatobipyridine ruthenium(II) complex",3 M™ Fluorinert™ FC-770,530.0,null,null,null,Absorption spectrum measured via photothermal deflection spectroscopy shows a red shift compared to solution measurements.,pubmed_9401006
null,null,null,null,null,null,null,pubmed_9147255
null,null,null,null,null,null,null,pubmed_9147057
null,null,null,null,null,null,null,pubmed_9138901
null,null,null,null,null,null,null,pubmed_9125325
Re-Gd,DMF,430.0,556.0,null,null,Phosphorescent nature confirmed with biexponential decay.,pubmed_9124785
null,null,null,null,null,null,null,pubmed_9111976
null,null,null,null,null,null,null,pubmed_9105421
null,null,null,null,null,null,null,pubmed_9105138
null,null,null,null,null,null,null,pubmed_9104980
null,null,null,null,null,null,null,pubmed_9104458
[(tbbpy)₂Ru-alkynyl-phen-Cl]³⁺,acetonitrile,452.0,620.0,0.09,null,Emission quantum yield reduced due to Rh center introduction,pubmed_9085789
[(tbbpy)₂Ru-triazole-phen-Cl]³⁺,acetonitrile,453.0,620.0,0.15,null,Higher emission quantum yield compared to alkynyl counterpart,pubmed_9085789
[(tbbpy)₂Ru-phenazine-Cl]³⁺,acetonitrile,454.0,620.0,0.11,null,Emission quenching observed upon Rh center introduction,pubmed_9085789
null,null,null,null,null,null,null,pubmed_9085741
null,null,null,null,null,null,null,pubmed_9084543
"2-(5-mercapto-1,3,4-oxadiazol-2-yl)-6-methylquinolin-4-ol",dimethyl sulfoxide,null,null,0.027,null,null,pubmed_9084270
null,null,null,null,null,null,null,pubmed_9083105
"1,2,4-trihydroxy-9,10-anthraquinone",null,null,null,null,null,No spectroscopic data provided in the paper.,pubmed_9082958
null,null,null,null,null,null,null,pubmed_9117797
null,null,null,null,null,null,null,pubmed_7616317
null,null,null,null,null,null,null,pubmed_9321962
"2-(Acetoxymethyl)-6-(1,2,4-triazinylaminodihydroquinazolinyl)tetrahydropyran",silicate-based sol–gel,385.0,520.0,0.7,1.5×10^4,dye in sol–gel matrix,pubmed_9270284
null,null,null,null,null,null,null,pubmed_9159119
null,null,null,null,null,null,null,pubmed_9144814
null,null,null,null,null,null,null,pubmed_9139068
failed,failed,failed,failed,failed,failed,failed,pubmed_9131461
null,null,null,null,null,null,null,pubmed_9127174
null,null,null,null,null,null,null,pubmed_9116677
null,null,null,null,null,null,null,pubmed_9102064
null,null,null,null,null,null,null,pubmed_9077832
null,null,null,null,null,null,null,pubmed_9076100
null,null,null,null,null,null,null,pubmed_9075145
null,null,null,null,null,null,null,pubmed_9321727
null,null,null,null,null,null,null,pubmed_9159086
null,null,null,null,null,null,null,pubmed_9138547
null,null,null,null,null,null,null,pubmed_9119679
null,null,null,null,null,null,null,pubmed_9118551
null,null,null,null,null,null,null,pubmed_9118203
null,null,null,null,null,null,null,pubmed_9117700
null,null,null,null,null,null,null,pubmed_9105561
null,null,null,null,null,null,null,pubmed_9104608
null,null,null,null,null,null,null,pubmed_9101960
null,null,null,null,null,null,null,pubmed_9072609
"β-carotene-5,8-endoperoxide",acetone,450.0,null,null,null,"Stable in dark, photochemically labile, releases singlet oxygen upon illumination.",pubmed_9072317
"β-carotene-7,10-endoperoxide",acetone,470.0,null,null,null,"Less stable than βCar-5,8-EPO, decomposes faster under certain conditions.",pubmed_9072317
null,null,null,null,null,null,null,pubmed_9809949
null,null,null,null,null,null,null,pubmed_9205359
null,null,null,null,null,null,null,pubmed_9205357
null,null,null,null,null,null,null,pubmed_9143071
"2-isopropyl-9-tert-butyl-1,10-phenanthroline copper(I) complex",DCM,438.0,678.0,0.0017,4460 L/(mol·cm),null,pubmed_9116384
"2,9-diisopropyl-1,10-phenanthroline copper(I) complex",DCM,453.0,679.0,0.4,7260 L/(mol·cm),null,pubmed_9116384
"2,9-di-tert-butyl-1,10-phenanthroline copper(I) complex",DCM,425.0,599.0,0.056,3100 L/(mol·cm),null,pubmed_9116384
null,null,null,null,null,null,null,pubmed_9116226
null,null,null,null,null,null,null,pubmed_9114485
null,null,null,null,null,null,null,pubmed_9100830
null,null,null,null,null,null,null,pubmed_9100228
null,null,null,null,null,null,null,pubmed_9068610
NFAR1,dichloromethane,999.55,null,null,null,The reference compound NFAR1 has a bandgap of 2.314 eV and absorption wavelength of 704.336 nm.,pubmed_9066771
NFAD2,dichloromethane,797.069,null,null,null,NFAD2 has a bandgap of 1.914 eV and absorption wavelength of 797.069 nm.,pubmed_9066771
NFAD3,dichloromethane,810.301,null,null,null,NFAD3 has a bandgap of 1.879 eV and absorption wavelength of 810.301 nm.,pubmed_9066771
NFAD4,dichloromethane,946.155,null,null,null,NFAD4 has the smallest bandgap (1.607 eV) and maximum absorption wavelength (946.155 nm).,pubmed_9066771
NFAD5,dichloromethane,936.861,null,null,null,NFAD5 has a bandgap of 1.618 eV and absorption wavelength of 936.861 nm.,pubmed_9066771
NFAD6,dichloromethane,868.662,null,null,null,NFAD6 has a bandgap of 1.748 eV and absorption wavelength of 868.662 nm.,pubmed_9066771
null,null,null,null,null,null,null,pubmed_9418669
null,null,null,null,null,null,null,pubmed_9275919
null,null,null,null,null,null,null,pubmed_9202598
lutein caprate,null,null,null,null,null,Esterified carotenoid found in yellow petals.,pubmed_9111173
violaxanthin dilaurate,null,null,null,null,null,Esterified carotenoid found in yellow petals.,pubmed_9111173
violaxanthin- myristate-laurate,null,null,null,null,null,Esterified carotenoid found in yellow petals.,pubmed_9111173
"5,6epoxy-luttein dilaurate",null,null,null,null,null,Esterified carotenoid found in yellow petals.,pubmed_9111173
lutein dilaurate,null,null,null,null,null,Esterified carotenoid found in yellow petals.,pubmed_9111173
lutein laurate,null,null,null,null,null,Esterified carotenoid found in yellow petals.,pubmed_9111173
1-ethylperylene,toluene,439.0,520.0,null,null,excimer emission,pubmed_9109220
DABNA-2,null,448.0,600.0,null,null,delayed emission,pubmed_9109220
null,null,null,null,null,null,null,pubmed_9104182
HyPer7,null,null,null,null,null,Hydrogen peroxide biosensor used to measure H₂O₂ production upon illumination.,pubmed_9064984
DHE,null,null,null,null,null,Dihydroethidium used for superoxide detection via oxidation product 2-OHE⁺.,pubmed_9064984
EUK-134,null,null,null,null,null,Superoxide dismutase/catalase mimetic used to abolish ROS-mediated behaviors.,pubmed_9064984
null,null,null,null,null,null,null,pubmed_9132037
null,null,null,null,null,null,null,pubmed_9118554
"1,3-dithienylethene",acetonitrile,427.0,null,null,null,"Chromophore with high photoisomerization quantum yield, part of a non-symmetric dithienylethene photoswitch.",pubmed_9116444
cyclohexadiene,acetonitrile,427.0,null,null,null,"Central chromophore unit in the studied DTE, exhibits efficient photochemical properties.",pubmed_9116444
null,null,null,null,null,null,null,pubmed_9068241
null,null,null,null,null,null,null,pubmed_9064185
Multi-chromophore conductive gel,null,400.0,475.0,null,null,Conductive gel with electron donor and acceptor chromophores arranged in self-assembled nanofibers; changes color under UV light exposure.,pubmed_9061932
null,null,null,null,null,null,null,pubmed_9284279
null,null,null,null,null,null,null,pubmed_9092539
null,null,null,null,null,null,null,pubmed_9997489
failed,failed,failed,failed,failed,failed,failed,pubmed_9218776
null,null,null,null,null,null,null,pubmed_9151500
null,null,null,null,null,null,null,pubmed_9146742
failed,failed,failed,failed,failed,failed,failed,pubmed_9144801
2-[(3-Acetamidopropyl)thio]ethyl 4-methoxybenzoate,null,420.0,null,null,null,Perovskite material with n→π* transitions in ethylene and amine groups.,pubmed_9105985
null,null,null,null,null,null,null,pubmed_9105436
null,null,null,null,null,null,null,pubmed_9100793
null,null,null,null,null,null,null,pubmed_9100673
null,null,null,null,null,null,null,pubmed_9079701
null,null,null,null,null,null,null,pubmed_9057656
3-Acetyl-2-hydroxy-6-methyl-4H-pyran-4-one nickel(II) complex with DMF ligands,"N,N-dimethylformamide",350.0,null,null,null,"Nickel(II) complex with distorted square-bipyramid geometry, used in molecular docking studies against SARS-CoV-2 main protease.",pubmed_9055260
"1,7-di(4-carboxyphenyl)-1,7-dicarba-closo-dodecaborane",null,289.0,null,0.3,null,ligand acts as an antenna chromophore for sensitizing lanthanide ions,pubmed_9136944
null,null,null,null,null,null,null,pubmed_9104981
null,null,null,null,null,null,null,pubmed_9102789
null,null,null,null,null,null,null,pubmed_9101346
null,null,null,null,null,null,null,pubmed_9101286
null,null,null,null,null,null,null,pubmed_9100661
null,null,null,null,null,null,null,pubmed_9099831
null,null,null,null,null,null,null,pubmed_9098822
null,null,null,null,null,null,null,pubmed_9079001
gamma-aminobutyric acid,aqueous solution,null,null,null,0.28 (520 nm),used in enzymatic assay at 340 nm for GABA determination,pubmed_9054827
proline,aqueous sulfosalicylic acid,520.0,null,null,0.28 (520 nm),used in proline content measurement via chromophore formation,pubmed_9054827
null,null,null,null,null,null,null,pubmed_9054748
rhodopsin,null,498.0,null,null,null,"Key chromophore in rod photoreceptors, involved in scotopic vision",pubmed_9790638
cone opsin,null,null,null,null,null,"Chromophores in cone photoreceptors, mediating photopic vision; includes LWS, SWS1, and SWS2 opsins",pubmed_9790638
null,null,null,null,null,null,null,pubmed_9333031
null,null,null,null,null,null,null,pubmed_9333004
null,null,null,null,null,null,null,pubmed_9145781
null,null,null,null,null,null,null,pubmed_9145763
null,null,null,null,null,null,null,pubmed_9138240
null,null,null,null,null,null,null,pubmed_9137989
bithiophene dimer,CH2Cl2,520.0,610.0,0.8,null,UV-Vis absorption and fluorescence spectra,pubmed_9116371
terthiophene dimer,CH2Cl2,520.0,610.0,0.8,null,UV-Vis absorption and fluorescence spectra,pubmed_9116371
naphthalene dimer,CH2Cl2,300.0,430.0,0.2,null,UV-Vis absorption and fluorescence spectra,pubmed_9116371
pyrene dimer,CH2Cl2,380.0,470.0,0.3,null,UV-Vis absorption and fluorescence spectra,pubmed_9116371
carbazole dimer,null,null,null,0.4,null,Room temperature phosphorescence studies,pubmed_9116371
anthracene dimer,CH2Cl2,365.0,480.0,0.6,null,Photochemical conversion to bianthracene,pubmed_9116371
null,null,null,null,null,null,null,pubmed_9103290
null,null,null,null,null,null,null,pubmed_9096815
Phycocyanobilin,null,650.0,null,null,null,Chromophore used in phytochrome proteins with absorption maxima around 650 nm (red) and 730 nm (far-red).,pubmed_9096073
Geranylgeranylated chlorophyll a,null,null,null,null,null,"Derivative of chlorophyll a with geranylgeranylated side chain, formed under green light illumination.",pubmed_9095919
Geranylgeranylated chlorophyll b,null,null,null,null,null,"Derivative of chlorophyll b with geranylgeranylated side chain, formed under green light illumination.",pubmed_9095919
"5-((E,E')-4,4'-bisstyryl)-2,2'-bipyridine]ruthenium(II) hexafluorophosphate",null,740.0,null,0.89,null,Photosensitizer for NIR photocatalysis with TPA capability,pubmed_9051202
"5-((E,E')-4,4'-bis(p-methoxystyryl)-2,2'-bipyridine)ruthenium(II) hexafluorophosphate",null,740.0,null,0.96,null,Photosensitizer for NIR photocatalysis with TPA capability,pubmed_9051202
null,null,null,null,null,null,null,pubmed_9048385
null,null,null,null,null,null,null,pubmed_9775461
null,null,null,null,null,null,null,pubmed_9171355
null,null,null,null,null,null,null,pubmed_9144470
null,null,null,null,null,null,null,pubmed_9143332
null,null,null,null,null,null,null,pubmed_9138232
null,null,null,null,null,null,null,pubmed_9132027
null,null,null,null,null,null,null,pubmed_9105665
null,null,null,null,null,null,null,pubmed_9105644
null,null,null,null,null,null,null,pubmed_9105099
null,null,null,null,null,null,null,pubmed_9104039
null,null,null,null,null,null,null,pubmed_9103763
null,null,null,null,null,null,null,pubmed_9093666
failed,failed,failed,failed,failed,failed,failed,pubmed_9091369
null,null,null,null,null,null,null,pubmed_9067950
null,null,null,null,null,null,null,pubmed_9047450
Chlorophyll D1,null,null,null,null,null,Chl D1 is part of the PSII-RC but lacks specific quantum yield or molar absorptivity data.,pubmed_9046298
Chlorophyll D2,null,null,null,null,null,Chl D2 is part of the PSII-RC but lacks specific quantum yield or molar absorptivity data.,pubmed_9046298
Pheophytin D1,null,null,null,null,null,Phe D1 is part of the PSII-RC but lacks specific quantum yield or molar absorptivity data.,pubmed_9046298
Pheophytin D2,null,null,null,null,null,Phe D2 is part of the PSII-RC but lacks specific quantum yield or molar absorptivity data.,pubmed_9046298
null,null,null,null,null,null,null,pubmed_9046209
null,null,null,null,null,null,null,pubmed_9046158
11-cis-retinaldehyde,null,null,null,null,null,Visual chromophore involved in phototransduction,pubmed_9322422
all-trans-retinyl palmitate,null,null,null,null,null,"Retinoid ester, part of the visual cycle",pubmed_9322422
A2E,null,null,null,null,null,Bisretinoid found in lipofuscin granules,pubmed_9322422
A2PE,null,null,null,null,null,"Precursor to A2E, increased levels observed in rab28KO",pubmed_9322422
null,null,null,null,null,null,null,pubmed_9150167
null,null,null,null,null,null,null,pubmed_9144361
null,null,null,null,null,null,null,pubmed_9140661
failed,failed,failed,failed,failed,failed,failed,pubmed_9126188
null,null,null,null,null,null,null,pubmed_9105831
null,null,null,null,null,null,null,pubmed_9104509
null,null,null,null,null,null,null,pubmed_9103167
null,null,null,null,null,null,null,pubmed_9101789
null,null,null,null,null,null,null,pubmed_9101493
null,null,null,null,null,null,null,pubmed_9099536
null,null,null,null,null,null,null,pubmed_9087842
"meso-5,10,15,20-tetrathieno[3,2-b]thienyl porphyrin",toluene/squalene,665.0,null,0.018,"152000 (437 nm), 8990 (526 nm), 5390 (567 nm)",The chromophore does not exhibit phosphorescence at room temperature but is efficient as a sensitizer for triplet-triplet annihilation upconversion with rubrene. The quantum yield refers to the upconversion process.,pubmed_9086237
null,null,null,null,null,null,null,pubmed_9079355
null,null,null,null,null,null,null,pubmed_9063846
null,null,null,null,null,null,null,pubmed_9043183
null,null,null,null,null,null,null,pubmed_9039805
null,null,null,null,null,null,null,pubmed_9287174
null,null,null,null,null,null,null,pubmed_9145981
null,null,null,null,null,null,null,pubmed_9138566
null,null,null,null,null,null,null,pubmed_9138354
null,null,null,null,null,null,null,pubmed_9137542
Hyperoside,null,355.0,null,null,null,Formation of inclusion complexes with cyclodextrins enhances solubility and antioxidant activity.,pubmed_9100073
null,null,null,null,null,null,null,pubmed_9097196
null,null,null,null,null,null,null,pubmed_9082993
null,null,null,null,null,null,null,pubmed_9082593
null,null,null,null,null,null,null,pubmed_9081873
null,null,null,null,null,null,null,pubmed_9046237
null,null,null,null,null,null,null,pubmed_9144908
null,null,null,null,null,null,null,pubmed_9105636
null,null,null,null,null,null,null,pubmed_9132067
null,null,null,null,null,null,null,pubmed_9033421
null,null,null,null,null,null,null,pubmed_11041433
null,null,null,null,null,null,null,pubmed_9149861
null,null,null,null,null,null,null,pubmed_9142986
mEos3.2,null,500.0,580.0,null,null,Used as a fluorescent reporter protein for monitoring unfolding and proteolysis in the study.,pubmed_9127365
null,null,null,null,null,null,null,pubmed_9124616
null,null,null,null,null,null,null,pubmed_9102318
null,null,null,null,null,null,null,pubmed_9101154
null,null,null,null,null,null,null,pubmed_9054481
null,null,null,null,null,null,null,pubmed_9041143
null,null,null,null,null,null,null,pubmed_9033825
anthocyanins,null,null,null,null,null,involved in cold stress response and light absorption for photoprotection,pubmed_9027863
flavonoids,null,null,null,null,null,biosynthesized under cold stress for photoprotection and ROS scavenging,pubmed_9027863
null,null,null,null,null,null,null,pubmed_9543469
Carotenoid,null,450.0,510.0,0.8,null,Natural hydrophobic pigments used as colorants and antioxidants in various industries.,pubmed_9325743
Astaxanthin,null,479.0,525.0,0.6,null,Strong antioxidant and colorant for food and pharmaceuticals.,pubmed_9325743
β-carotene,null,448.0,470.0,0.1,null,Provitamin A precursor used in food coloring and supplements.,pubmed_9325743
Violacein,null,536.0,592.0,0.4,null,Bio-dye for textiles and potential anticancer agent.,pubmed_9325743
Prodigiosin,null,490.0,510.0,0.3,null,Antifungal pigment used in bio-inks and therapeutics.,pubmed_9325743
vanadyl phthalocyanine (VOPc⋅),dichloromethane,658.0,695.0,1.1e-05,null,"stable radical, weak emission, low quantum yield",pubmed_9322020
vanadyl phthalocyanine cation (VOPc⁺..),neon matrix at 5 K,837.0,839.0,null,null,"strong NIR emission, diradical cation, vibrationally resolved spectra",pubmed_9322020
null,null,null,null,null,null,null,pubmed_9321710
null,null,null,null,null,null,null,pubmed_9241713
null,null,null,null,null,null,null,pubmed_9237682
null,null,null,null,null,null,null,pubmed_9146218
null,null,null,null,null,null,null,pubmed_9144798
null,null,null,null,null,null,null,pubmed_9141317
null,null,null,null,null,null,null,pubmed_9140497
null,null,null,null,null,null,null,pubmed_9121368
null,null,null,null,null,null,null,pubmed_9104894
null,null,null,null,null,null,null,pubmed_9101331
luminophore LUM,null,510.0,660.0,0.4,null,LUM shows intensive luminescence in the 600–720 nm range with a maximum at 660 nm and a high PLQY of 40 ± 5%. ABS does not fluoresce but has an absorption spectrum similar to LUM.,pubmed_9069102
null,null,null,null,null,null,null,pubmed_9023497
4- dimethylamino-4′-nitrobiphenyl,CHCl3,492.0,null,null,null,ultrafast ICT dynamics of 220 fs,pubmed_9023442
4-dimethylamino-4′- nitrostilbene,CHCl3,600.0,null,null,null,ICT dynamics of 480 fs,pubmed_9023442
Flavin F1,DMSO,444.0,507.0,0.129,null,Flavin derivative with methyl substitution,pubmed_9022420
Flavin F2,DMSO,446.0,512.0,0.141,null,Flavin derivative with guanidino substitution,pubmed_9022420
Flavin F3,DMSO,443.0,508.0,0.009,null,Brominated flavin derivative,pubmed_9022420
