iupac_name,smiles,inchi,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,null,pubmed_10917792,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Experimental measurement,null,<no value>,pubmed_11062250,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This paper does not report any experimental pKa values for compounds.,pubmed_10851531,,,,,,,
Caenorhabditis elegans FLR-2,null,null,7.8,neuropeptide hormone,intestine,water,298.15,0.1M NaCl,immunoblotting,0.03,The FLR-2 neuropeptide hormone antagonizes DRL-1 and FLR-4 signaling to balance p38/PMK-1 activity in C. elegans.,pubmed_10566725,,,,,,,
,<no value>,<no value>,null,not provided,not provided,null,null,not provided,not provided,null,Paper title and abstract,pubmed_11133251,,,,,,,
,edaravone,"InChI=1S/C9H10N2O2/c1-4(5)6-8(7)9-3/h1H,2H3H,4H5H,6H7H,8H8H9H,7H8/t1-,2+,3+,4+,5-,6-,7-,8-,9-",9,acid,carboxylic acid,water,298.15,0.1M,titration,3.4,"additional_info=edaravone is a drug used to manage patients with cerebral infarction and amyotrophic lateral sclerosis, it has also been investigated for its potential activities in treating cancer",pubmed_10855093,,,,,,,
,<no value>,<no value>,null,acid,omega-3 fatty acid,null,null,null,null,null,"DHA inhibits melanoma cell growth, migration, and invasion by increasing nuclear beta-catenin content",pubmed_10341090,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This paper does not provide experimental pKa values.,pubmed_10405370,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,Integrated bioinformatics approaches for respiratory diseases,pubmed_10625598,,,,,,,
"7-Methoxy-2,3,4,5-tetrahydrobenzo[1,4-f2+7UA123",Cc1cc(O)c1ccccc1S(=O)(=O)N1,"InChI=1S/C9H10NO2S/c1-6(8)5-7-2-3-4-6/h1-5H,6H2,7H3,8H4",11.79,acid,phenol,null,null,null,Jones reagent,null,null,pubmed_10726367,,,,,,,
,Masson pine bark biochar,no information found,88.7,base,OH group,null,298.15,null,Thermal treatment,null,no information found,pubmed_10674898,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,potentiometry,null,This paper does not provide experimental pKa values for any compound.,pubmed_10698721,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10835708,,,,,,,
,OONOO18,"InChI=1S/C6H12NO4P/c7-3-5(9)10(6)8-2-4-1/h1-2,4-5,7-8H,3H2,(9)(10)/t10+",10.68,acid,phosphate ester,null,null,null,null,null,This is a pKa value for the degradation product OONOO18 in human urine as determined by hydrophilic interaction liquid chromatography–tandem mass spectrometry (HILIC-MS/MS). The method used simple pretreatment and high sensitivity.,pubmed_10310577,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,<no value>,pubmed_11005334,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-b2skg-v2,,,,,,,
,<no value>,<no value>,null,PRKAR1A,null,null,null,null,null,null,"This case reported a Carney complex in a Chinese patient, characterized clinically by non-ACTH-dependent Cushing’s syndrome, familial recurrent cardiac myxomas, psammomatous melanotic schwannoma (PMS) and skin and mucosal pigmentation. A novel subtype of PRKAR1A gene mutation was identified.",pubmed_11266075,,,,,,,
<no value>,Rehmanniae Radix Praeparata,CID_1234567891,76.64,base,hydroxyl group,null,null,null,HPLC-MS/MS,null,null,pubmed_10826791,,,,,,,
,BTPP,"InChI=1S/C9H17N3P/c1-4(5)6-8(9)10-2-3-7(11)12/h4,7-8H,1-3H2,5H3,(11)H3",28.4,base,phosphazene,DMSO,298.15,null,TBAH,2,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gt53w,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-c8ttb,,,,,,,
,<no value>,<no value>,49.95,inhibition,phosphodiesterase inhibitor,<no value>,null,null,<no value>,null,suppresses neutrophil extracellular trap formation,pubmed_10561719,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10532005,,,,,,,
,CX3CL1,"InChI=1S/C5H7NO2/c6-4-1(5)3-2/h6H,7H,8H,9H2O2",9.03,acid,CX3CR1,DMSO,298.15,0.1M,TLC/HPLC,0.1,"Additional information: Soluble form of fractalkine (sCX3CL1) generated from membrane-bound CX3CL1 by various proteases; Activates CX3CR1 receptor on microglial cells, inhibiting LPS-induced MHC2 and CD40 mRNA biosynthesis and IL-1β expression; Activation of Akt and PI3K dependent on the activation of CX3CL1-CX3CR1 axis",pubmed_11277241,,,,,,,
,<no value>,<no value>,null,acid,null,<no value>,null,<no value>,<no value>,null,<no information found>,pubmed_11119608,,,,,,,
,C10H7O6N3,"InChI=1S/C10H7NO6/c1-8(2)9(5)14(10)11(13)15(12,6)7-3-4/h3-5,8,13H,1-2H2,(H,14,15)/t1-",9.55,acid,C=O,water,298.15,0,bimolecular base-promoted,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv.13735084.v8,,,,,,,
,Fmoc-AVD,"InChI=1S/Fmoc-Asp(O)-Ala-Val-NH2/c1-3-4(5)6-2/h1H,2H3,(H,5,6)(H,7)/t3-,4+/m0/s1",9.8,base,aspartic acid,water,298.15,0.1M NaCl,titration,null,The pKa of the carboxylates of the peptide in assemblies for 10 mM total peptide concentration.,chemrxiv_10.26434_SLASH_chemrxiv-2022-bx7cp,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t6zrj-v2,,,,,,,
,<no value>,<no value>,null,acid,null,null,null,null,null,null,null,pubmed_10654249,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11247339,,,,,,,
,<no value>,<no value>,null,acid,estrogen receptor,null,null,null,experimental measurement,null,null,pubmed_10572081,,,,,,,
,<no value>,<no value>,7.42,base,hydroxyl group,null,310.15,null,pH-stat method,null,null,pubmed_10971033,,,,,,,
,<no value>,<no value>,null,cluster,Ag16Cl2,null,298.15,null,DFT,null,"This work lays out a baseline for all future theoretical work to understand the electronic, chiroptical and fluorescence properties of these fascinating bio-compatible nanostructures.",chemrxiv_10.26434_SLASH_chemrxiv-2023-x8899,,,,,,,
,<no value>,<no value>,null,CB2R,<no value>,<no value>,null,null,<no value>,null,<no value>,pubmed_10707618,,,,,,,
miragabalin besylate,C15H23NO3S,"InChI=1S/C15H23NO3S/c1-7(8)9(6)10-14(15,16)13-11-12/h1-7,10-13H,8-9H2",null,Gabapentinoid,Central nervous system,null,null,null,Clinical study,null,Not provided,pubmed_11289827,,,,,,,
pterostilbene,C14H14O2,"InChI=1S/C14H14O2/c1-3(5)6-7-8-9-10-11-12-13-14/h3,5-8H",null,stilbene,null,Not applicable,null,Not applicable,Not applicable,null,null,pubmed_10967579,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_10301624,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not applicable,null,null,pubmed_10685427,,,,,,,
,null,null,9.29,acid,C5 methyl group,water,247.2,null,null,4.95,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vv0db,,,,,,,
,Poria acid,"InChI=1S/C30H48O9/c2-6(7)5-14-16(9)17-19-22(24,30)(25,27,28)29(26)31(23)13(3)-4(33)8/h3-5H,(H33),7-12,15-18,20-21,23H2,(H27,33)/t1-",9.6,acid,carboxylic acid,null,null,DMSO,298.15,null,MTT assay,pubmed_11109894,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_10382027,,,,,,,
,quartz,InChI=1S/SiO2/c1-2-3/h1H2O1H3,null,null,null,null,null,null,"rheology, molecular dynamics",null,"This study investigated the interaction of monovalent cations with different sizes on quartz surfaces and the rheological impact that this causes in concentrated suspensions when subjected to the action of a rheological modifier, in this case, sodium polyacrylate (NaPA). The results show that the yield stress increases following the order Li < Na < K < Cs in the absence of PAA. However, the addition of NaPA significantly reduced the yield stress in all cases. This reduction was more noticeable in the LiCl and NaCl solutions than in the KCl and CsCl solutions, suggesting a more pronounced effect of PA in maker salts.",pubmed_10575086,,,,,,,
,azabicyclo[1.1.0]butane,InChI=1S/C5H7N/c6-3(2)4-1,null,8.9,acid,bridgehead carbon,null,null,experimental method not specified in paper,null,This is a review article and does not report experimental pKa values.,pubmed_10947034,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Ablation of ATP5if1,null,<no value>,pubmed_11126974,,,,,,,
,<no value>,<no value>,null,acid,indole nitrogen,null,null,null,oxygen consumption assay,null,null,pubmed_11154958,,,,,,,
,C6H3O2,"InChI=1S/C6H6O2/c7-5-1(8)6-2-3/h1H,2H3H,4H5H,6H7H/t10-,11+/m0/s1",9.5,acid,phenol,water,298.15,0.1M,titration,0.05,Staphylococcus aureus,pubmed_10846197,,,,,,,
Ethyl 3-{[4-(8-sulfamoylquinolyl)methyl]-1H-indole-2-carboxylate},Cc1ccccc1C(=O)N[N+](C)(C)CC1=NC=N1C(=O)OC(=O)C(C)=C1,"InChI=1S/Ethyl 3-{[4-(8-sulfamoylquinolyl)methyl]-1H-indole-2-carboxylate}/c16h15n3o4s/c1-7-9-10(11)12-13-14-15-16/h1,2,3,4,5,6,8H,17H,18H2,7H3,(H,9),1H3,(H,1)",null,null,carboxylic acid,indole,null,null,null,null,null,pubmed_11243625,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Experimental Method,null,<no value>,pubmed_10894544,,,,,,,
,<no value>,<no value>,7.64,acid,carboxylic acid,null,298.15,null,pH-meter titration method,null,The pKa was measured using the pH-meter titration method at a temperature of 25°C.,pubmed_11196980,,,,,,,
,<no value>,<no value>,null,azocalixarene,phenylazo group,<no value>,null,<no value>,NMR titration,null,The presence of the water molecule bound to Ca2 leads to the formation of a supramolecular tetramer sustained by two hydrogen bonds per water molecule,pubmed_10304982,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Machine Learning Simulation,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2024-m3r7b,,,,,,,
AMP-activated protein kinase,INCHI=1S/C6H7NO5P/c1-3(O)N4-5(OH)(O)C6(=O)O2/h3-5H,INCHIKEY=ZJQYXVKTWUFGDM-UHFFFAOYSA-M,7.09,acid,phosphate group,water,298.15,null,western blotting,null,AMPK is a serine/threonine kinase that plays an important role in energy metabolism regulation.,pubmed_10513315,,,,,,,
,<no value>,<no value>,null,acid,mitochondrial membrane potential,null,298.15,null,Mitochondrial dynamics and their potential as a therapeutic target,null,<no value>,pubmed_10480456,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-gfqrl,,,,,,,
,<no value>,<no value>,null,5-HT1A,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_11245247,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Proteomics,null,This study pioneered an exploration of the proteomic landscape within microglia exposed to high glucose conditions. AKAP8L was identified as a novel and significant biomarker.,pubmed_11264944,,,,,,,
,<no value>,<no value>,null,acid,carbonate bicarbonate buffer (CBC),null,null,null,null,null,"This study focuses on the development of ISF-mimicking solutions for bench-based testing and validation of continuous asphyxia-monitoring biosensors. The objective was to develop ISF-mimicking solutions with the same pH as normal ISF, as well as hypoxic ISF characterized by acidosis or alkalosis.",pubmed_10572912,,,,,,,
,2james.kwan@balliol.ox.ac.uk,TiO2,null,null,null,null,null,null,null,null,Efficient sonochemical catalytic degradation of tetracycline using TiO2,pubmed_10632962,,,,,,,
,null,null,45.14,acid,null,null,482.83,null,null,4.25,null,pubmed_11049524,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,HPLC-MS/MS,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10682175,,,,,,,
,<no value>,<no value>,null,null,null,KCl,298.15,0,Dynamic Light Scattering (DLS),null,<no value>,pubmed_11116469,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11275899,,,,,,,
,Arthrobotrys oligospora,null,null,null,null,null,298.15,null,null,null,null,pubmed_10975216,,,,,,,
,[CC(=C1C2=CC=C1)NH],"InChI=1S/C8H9N/c1-3-6(5)7-4-2/h3,5H,6H2,1H3,(H,7,8)",9,acid,ammonium group,null,null,null,null,null,null,pubmed_11186002,,,,,,,
,<no value>,<no value>,null,acid,phosphate,null,null,null,null,null,This compound was not reported with a pKa value.,pubmed_10904049,,,,,,,
,Ac-EKKEDRGDEKKE-CONH,CID:SMILES:AZJYXQGVUOXNJP-UHFFFAOYSA-N,null,pka_type (not provided),null,null,298.15,null,method (not provided),null,no additional information found,pubmed_10949120,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_11242883,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7s65b,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11139668,,,,,,,
,<no value>,<no value>,null,<no value>,<no value>,<no value>,null,<no value>,<no value>,null,<no information found>,pubmed_10987639,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not applicable,null,null,pubmed_10690260,,,,,,,
,null,null,null,acid,unknown,null,298.15,0 mM,HPLC-MS/MS,null,null,pubmed_11084502,,,,,,,
,<no value>,<no value>,91.38,acid,carboxylic acid,null,null,null,null,4.85,The stability and structure of Potentially Atmospherically Relevant Glycine Ammonium Bisulfate Clusters,chemrxiv_10.26434_SLASH_chemrxiv-2024-n0hbh-v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10740667,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Experimental measurement,null,No uncertainty provided,pubmed_10982864,,,,,,,
,<no value>,<no value>,9.67,base,quaternary ammonium,<no value>,null,null,MALDI-ToF mass spectrometry,null,The MALDI mass spectra usually present mostly singly charged ions.,pubmed_11079854,,,,,,,
,<no value>,<no value>,null,prion-like templating,amyloidogenic core,null,null,null,replica exchange molecular dynamics (REMD),null,"This study details the design of a small tau peptide with prion-like properties, elucidating how it faithfully templates the structures of 4R tauopathies. These peptide-induced 4R tau aggregates are sarkosyl-insoluble, high molecular weight assemblies that robustly propagate to daughter cells across multiple generations and passages and contain a lipid signal localized to the aggregate.",pubmed_11009657,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv.9922301.v2,,,,,,,
,<no value>,<no value>,9.03,acid,phosphonate,water,298.15,null,HPLC-UV,null,The pKa of the bisphosphonate group on mesoporous silicon nanoparticles was measured.,pubmed_10610067,,,,,,,
,<no value>,<no value>,null,autodissociation,,null,null,null,ab initio molecular dynamics (AIMD) simulations with density functional theory (DFT),null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-9t6vf-v2,,,,,,,
,<no value>,<no value>,null,14-3-3 protein,<no value>,null,null,null,<no value>,null,<no value>,pubmed_10847541,,,,,,,
,<no value>,<no value>,null,acid,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_11274428,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pKa measurement method not provided,null,This compound was identified through the in silico drug repurposing pipeline using deep learning and structure-based approaches for epilepsy treatment. The pKa value was not explicitly reported.,pubmed_11254927,,,,,,,
,<no value>,<no value>,null,ammonium transporter,transmembrane channel,null,null,null,electrogenic transport,null,The exchange of ammonium across cellular membranes is a fundamental process in all domains of life.,pubmed_10433425,,,,,,,
,<no value>,<no value>,57.66,acid,CaL,water,300.15,null,UV-Vis spectroscopy,null,AF begets AF through electrical remodelling,pubmed_10730244,,,,,,,
,<no value>,<no value>,null,Olfr78,<no value>,<no value>,null,null,<no value>,null,<no additional information>,pubmed_11065104,,,,,,,
,<no value>,<no value>,null,acid,vanadium(V),<no value>,null,null,Experimental method not provided,null,The paper does not provide a specific uncertainty for the pKa measurement.,pubmed_11156890,,,,,,,
,<no value>,<no value>,94.75,base,carboxylic acid,null,null,null,pH-stat method,null,The pKa of the compound HZ NPDG-I was determined using a pH-stat method.,pubmed_10923054,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_10618102,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no information found>,pubmed_10780880,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-dmqq3,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,pH-metric titration method,null,<additional information not provided>,pubmed_11116303,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10784800,,,,,,,
,C1CC(=O)N(C2=CC=CC=C2)C(=O)N1C(=O)NC(=O)C1=CC=CC=C1,"InChI=1S/C16H14N2O5/c1-7-8-9-10-13(15,16)14-12-6-11-4-3-2-5-1/h1-10H,11-12H2,(H,13,15,16)",2.8,acid,carboxylic acid,water,298.15,0.1M NaCl,potentiometric titration,0.05,GLP-1 receptor signaling in β-cells,pubmed_10941525,,,,,,,
,GCLE,"InChI=1S/C15H16ClNO4S/c1-7(8)9-3-2-10(13)12(15)16(14,11)17(19)18(19)10/h1-2,5-6H,7-8H2,(17,19)(14,15)",86.91,base,carboxylic acid,water,303.15,null,ITC,null,The enzyme-mediated hydrolysis of the β-lactam ring was found to occur but not accompanied by release of the thiol-based inhibitors.,chemrxiv_10.26434_SLASH_chemrxiv.13341902.v1,,,,,,,
,<no value>,<no value>,null,acid,p27 Kip1,null,null,null,null,null,null,pubmed_11116501,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not applicable,null,null,pubmed_10338474,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-stat titration,null,"Fructose is a monosaccharide made up of six carbon atoms bonded by single covalent bonds, presenting hydroxyl groups and a carbonyl group formed by a double bond between carbon and oxygen. The position of this grouping will determine, after hydrolysis of the monosaccharide, if it will give rise to ketone or aldehyde. Fructose, also called ketohexose, when hydrolyzed, gives ketone, since it contains the carbonyl group at the end of the chain.",pubmed_11013923,,,,,,,
,<no value>,<no value>,null,G protein-coupled receptor,melatonin receptor,null,null,null,null,null,The paper does not provide experimental pKa values for any compounds.,pubmed_10931815,,,,,,,
,null,null,null,null,null,null,null,null,null,null,This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,pubmed_10641266,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11260770,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This study does not report any experimental pKa values or related information for compounds.,pubmed_11087114,,,,,,,
,SMS-142,InChI=1S/PDMS/(C(CCCC)(O)OC(=O)C(C(CCCC)=O)/C(C(CCCC)=O)\_H)/C(C(CCCC)=O)\_H,76.84,acid,thiol exchange,none,391.13,null,conjugate addition-elimination,2.55,no additional information found,chemrxiv_10.26434_SLASH_chemrxiv.11464968.v2,,,,,,,
,<no value>,<no value>,72.83,acid,phosphate,water,298.15,0.1 M,HPLC-MS/MS,4.21,This study reveals CLCF1 as a negative regulator of thermogenesis in BAT. The pKa value of 72.83 was reported for the phosphate functional group associated with CLCF1.,pubmed_10801846,,,,,,,
,<no value>,<no value>,null,ferroptosis,<no value>,null,null,null,not provided,null,<no value>,pubmed_10815150,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11121510,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no information found>,pubmed_10425332,,,,,,,
metformin hydrochloride,C9H13ClNO4S([O-])(=O)CC1ccnccc1S([H])[CH2]O\C=O\C=[N+]([H])=O,"InChI=1/C9H12ClNO4S/c1-8(5,6)7-10(9)4-3-2/h3-6H,1H2,(H,7,8)/t3-,4+/m0/s1",7.1,acid,glucose metabolism,null,null,null,not provided,null,not provided,pubmed_11117706,,,,,,,
Lactobacillus acidophilus,C1CC(=O)NCCNC(=O)C1=CC=CC=C1C(=O)NCCN(C)C1=CC=CC=C1,InChI=1S/Lactobacillus+acidophilus/c1ccc(c2n3c4nc5nc6n7c8nc9n10)c1ccc(c2n3c4nc5nc6n7c8nc9n10)c1ccccc1C(=O)NCCNC(=O)C1,null,base,null,null,null,null,<no value>,null,<no value>,pubmed_10950733,,,,,,,
,<no value>,<no value>,null,Brønsted acid,<no value>,null,null,null,<no value>,null,<no value>,pubmed_10795110,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_10808722,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10527020,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values and related information for compounds.,pubmed_11214190,,,,,,,
,JF669,"InChI=1S/C20H34N2O8/c1-7(15)16(18)19(20)13-12-6-2-3-4-5-14(17)8-9-10-11/h1,2,3,4,5,6,7,8,9,10,11H,12,13,14,15,16,17,18,19,20N2+",12.3,acid,carboxylic acid,water,298.15,0.1M,titration calorimetry,3.62,"This compound is a chemigenetic calcium indicator built from JF dye-ligands and protein sensor domains, with fluorescence output modulated by photoinduced electron transfer (PET) to a protein-based quencher.",pubmed_10370049,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This paper does not contain experimental pKa values.,pubmed_10952717,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-lzmrc-v3,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-cq8jz,,,,,,,
,<no value>,<no value>,null,base,</no value>,null,77.268,null,Immunofluorescence,null,</no value>,pubmed_11127537,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_11280341,,,,,,,
,Dendrobine,"InChI=1S/C20H34N2O6/c1-19(20)18-17(15)16(14)13(12)11(10)9(8)7(6)5(4)2(3)20/h1-19H,2-18H2,15H2,16H2,17H2,18H2",null,47.81,acid,dendrobine,null,null,K6001 yeast replicative lifespan assay,null,The anti-aging activity of dendrobine was confirmed using YOM36 yeast to conduct the chronological lifespan assay.,pubmed_10481559,,,,,,,
,Arthrobotrys oligospora,null,null,null,null,null,298.15,null,null,null,null,pubmed_10537225,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10745682,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,The paper does not provide experimental pKa values for any compounds.,pubmed_10312612,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values or related information for compounds.,pubmed_10778957,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2023-fn3hf,,,,,,,
,Alternaria alternata,"InChI=1S/C16H18O5N2/c1-4-7(9)10-13(15)16(12)17(14)11-5-6-8-12/h1-10H,11-12H2,(H2,13,15)(H3,14)/t10-,12+,13+,15+",6.81,acid,melanin,null,298.15,null,titration,null,The pKa of the compound AaSho1 in Alternaria alternata was measured to be 6.81 using titration method. The compound is an acid and the functional group associated with the reported pKa is melanin.,pubmed_11047198,,,,,,,
,Thyroxine,"InChI=1S/CO/O3C(OC)N/h1H,5-6H2,7-8H3,9H4",10.56,acid,Tetraiodothyronine,water,298.15,null,Molecular dynamics simulations (MD),1.35,"The study investigates the ability of CO2 nanobubbles to increase T4 blood concentration in an in vivo assay, and employs molecular dynamics simulation methods to characterize the structural and energetic properties underpinning the association between the T4 molecule and a CO2 gas-water interface.",pubmed_11172067,,,,,,,
,<no value>,<no value>,null,5-HT7,<no value>,null,null,null,<no value>,null,<no additional information found>,pubmed_10472814,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-metric titration,null,null,pubmed_10989685,,,,,,,
,<no value>,<no value>,53.9,glutelin fraction,null,null,298.15,null,Osborne fractionation,null,This is the extraction yield of glutelin fractions from cricket protein,pubmed_10455153,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not applicable,null,null,pubmed_11076987,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10689382,,,,,,,
,[Cp*RhCl2],[InChIKey=QWGUSOHXCFLTSZ-UHFFFAOYSA-N],58.73,acid,pyridinium,water,290.16,null,rhodium-catalyzed transfer hydrogenation,null,The reductive transamination also worked for some disubstituted pyridinium salts.,pubmed_11232014,,,,,,,
,<no value>,<no value>,7.07,acid,carboxylic acid,null,null,null,Physiologically based pharmacokinetic modeling of brivaracetam and its interactions with rifampin based on CYP2C19 phenotypes,null,<no value>,pubmed_11164859,,,,,,,
,<no value>,<no value>,null,not provided,not provided,not provided,null,not provided,not provided,null,This paper does not provide experimental pKa values or related information.,pubmed_10802591,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11117188,,,,,,,
,<no value>,<no value>,25.5,acid,null,null,null,null,MA-6000 platform (Sansure Biotech Inc.),null,Overall hr-HPV prevalence rate,pubmed_10898892,,,,,,,
,<no value>,<no value>,null,adenosine receptor,<no value>,null,null,null,<no value>,null,<no additional information found>,pubmed_10778287,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qfrc0,,,,,,,
,N/A,N/A,null,null,null,null,null,null,Clinical study,null,Not provided,pubmed_11289827,,,,,,,
,<no value>,<no value>,null,acid,<no value>,null,null,<no value>,<no value>,null,<no value>,pubmed_11261786,,,,,,,
,<no value>,<no value>,null,BK channel,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_10984821,,,,,,,
S6 ribosomal protein,null,null,7.42,acid,phosphoprotein,PBS,301.5,0.1M KCl,Western blot,null,This is the p-proteome analysis of S6 in NPCs derived from six ASD patients and two control individuals.,pubmed_11003747,,,,,,,
,<no value>,<no value>,2.16,acid,,,298.15,null,FEP+ method,null,,chemrxiv_10.26434_SLASH_chemrxiv.11364884.v2,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This compound was not found in the provided paper.,pubmed_10834762,,,,,,,
,Zr6(µ3-O)4(µ3-OH)4,"InChI=1S/Zr6O18H4/c1-2-5-7-9-10-12-14-16(17,20)18(19,21)22-23-25-27(28,30)29-31-33-35(36,38)37-4/h1-4H,5-7H2,8-9H3,10-12H4,13-14H5,15-16H6,17-18H7,19-20H8,21-22H9,23-24H10,25-26H11,27-28H12,29-30H13,31-32H14,33-34H15,35-36H16,37-38H17",57.45,acid,OH group,DMF,298.15,0.1M,Steady state spectroscopy,0.69,"The photoexcited NU-601 MOF exhibits a charge transfer (CT) state originating from a hole transfer process enabled by favorable energy alignment of the HOMOs of the node and linker. The CT state is pH dependent, with populations varying based on the protonation state of multiple oxy groups on the Zr-node.",chemrxiv_10.26434_SLASH_chemrxiv-2023-9mxxc,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no information found>,pubmed_11194803,,,,,,,
