iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,"TP, TN, FP, FN",Human Notes,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v9841-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10789292,,,,,,,
null,null,null,null,null,null,null,pubmed_10797687,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zcqnq-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xljnc,,,,,,,
null,null,null,null,null,null,null,pubmed_11034599,,,,,,,
null,null,null,null,null,null,null,pubmed_10672028,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hzpnm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z9qcn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qpzx3,,,,,,,
null,null,null,null,null,null,null,pubmed_10532005,,,,,,,
null,null,null,null,null,null,null,pubmed_10598797,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8tqvn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wr3kj,,,,,,,
null,null,null,null,null,null,null,pubmed_11468125,,,,,,,
null,null,null,null,null,null,null,pubmed_10834661,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6grrn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-09rcb,,,,,,,
null,null,null,null,null,null,null,pubmed_10778990,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pp22n,,,,,,,
null,null,null,null,null,null,null,pubmed_10706118,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g5hkm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qp7pq,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jqmbg,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p5822,,,,,,,
null,null,null,null,null,null,null,pubmed_10626586,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q9cg5-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1q1jw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qskp0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3m9mk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r5l4k,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t785c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mfrm5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8bmjg-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10510653,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cw81p,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0pcrj,,,,,,,
null,null,null,null,null,null,null,pubmed_10831937,,,,,,,
null,null,null,null,null,null,null,pubmed_10526061,,,,,,,
null,null,null,null,null,null,null,pubmed_10361602,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jgjc3,,,,,,,
null,null,null,null,null,null,null,pubmed_10731140,,,,,,,
null,null,null,null,null,null,null,pubmed_10733194,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bhprr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-31b3x,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l7gf5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-tgp4d-v4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z657t,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sgj70-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11059135,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v0r6h,,,,,,,
null,null,null,null,null,null,null,pubmed_10588359,,,,,,,
null,null,null,null,null,null,null,pubmed_11173721,,,,,,,
null,null,null,null,null,null,null,pubmed_10915568,,,,,,,
null,null,null,null,null,null,null,pubmed_11340743,,,,,,,
null,null,null,null,null,null,null,pubmed_11199598,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8w3vf-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2c6bb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6mrfn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dp30s-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f8rq5,,,,,,,
null,null,null,null,null,null,null,pubmed_10380268,,,,,,,
null,null,null,null,null,null,null,pubmed_10755851,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zf7bz-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-40z1t,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pc5qz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nr314,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kbcr5,,,,,,,
null,null,null,null,null,null,null,pubmed_10373214,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lqj0v,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cg5dg,,,,,,,
null,null,null,null,null,null,null,pubmed_11207763,,,,,,,
null,null,null,null,null,null,null,pubmed_10914792,,,,,,,
null,null,null,null,null,null,null,pubmed_11450869,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nq2p3,,,,,,,
null,null,null,null,null,null,null,pubmed_11382278,,,,,,,
null,null,null,null,null,null,null,pubmed_10344962,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vskk8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5lkjg,,,,,,,
null,null,null,null,null,null,null,pubmed_10475008,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dt7vk-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6vk3c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-43db8-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-knzkq-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10818943,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rz1j4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0ckx8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m65b5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-476c7-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10374982,,,,,,,
null,null,null,null,null,null,null,pubmed_10671046,,,,,,,
null,null,null,null,null,null,null,pubmed_10674314,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mvsqs,,,,,,,
null,null,null,null,null,null,null,pubmed_10671013,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l7lhp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wgl32-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10879173,,,,,,,
null,null,null,null,null,null,null,pubmed_11015081,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-dct7l-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qdjfn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5lbjg,,,,,,,
null,null,null,null,null,null,null,pubmed_10575883,,,,,,,
null,null,null,null,null,null,null,pubmed_11398916,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m9d1z-v4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h3kvt,,,,,,,
null,null,null,null,null,null,null,pubmed_10754629,,,,,,,
null,null,null,null,null,null,null,pubmed_11152944,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mdj7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t8n3w-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c5dvr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5sfvf,,,,,,,
null,null,null,null,null,null,null,pubmed_10981688,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tvns0,,,,,,,
null,null,null,null,null,null,null,pubmed_10581177,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-10jnh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0cdr1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cn8g7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1zd0b,,,,,,,
null,null,null,null,null,null,null,pubmed_10942634,,,,,,,
null,null,null,null,null,null,null,pubmed_10794146,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tvsb6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nlqqz-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_11148040,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mjmj8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-k335p,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j6mvr-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r4z5c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t1sqg,,,,,,,
null,null,null,null,null,null,null,pubmed_10915798,,,,,,,
null,null,null,null,null,null,null,pubmed_10935155,,,,,,,
null,null,null,null,null,null,null,pubmed_11425960,,,,,,,
null,null,null,null,null,null,null,pubmed_10419046,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1t8rk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nd20j,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jt42x,,,,,,,
null,null,null,null,null,null,null,pubmed_10410737,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2m7jh,,,,,,,
null,null,null,null,null,null,null,pubmed_10563088,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1vw27-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10674880,,,,,,,
null,null,null,null,null,null,null,pubmed_11362012,,,,,,,
null,null,null,null,null,null,null,pubmed_11019021,,,,,,,
null,null,null,null,null,null,null,pubmed_10495731,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h3c60-v5,,,,,,,
null,null,null,null,null,null,null,pubmed_10746766,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zf1k8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kmhbg,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2tfdv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-80dsg,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-95c09,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2smhk,,,,,,,
null,null,null,null,null,null,null,pubmed_10570294,,,,,,,
null,null,null,null,null,null,null,pubmed_11052724,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l3sjk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-78sb1,,,,,,,
null,null,null,null,null,null,null,pubmed_11017254,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h8m4l,,,,,,,
null,null,null,null,null,null,null,pubmed_11143536,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k8ld5,,,,,,,
null,null,null,null,null,null,null,pubmed_11191119,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7btwh-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4052q,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qsh4c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-13rlh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rzdk0,,,,,,,
null,null,null,null,null,null,null,pubmed_10625518,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-326fj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2dnhh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dl0cz,,,,,,,
null,null,null,null,null,null,null,pubmed_11019730,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9msp2,,,,,,,
null,null,null,null,null,null,null,pubmed_11204327,,,,,,,
null,null,null,null,null,null,null,pubmed_10720286,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qc8sp,,,,,,,
null,null,null,null,null,null,null,pubmed_11466811,,,,,,,
null,null,null,null,null,null,null,pubmed_11487760,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-th0d9-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-k8jwn-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10934901,,,,,,,
null,null,null,null,null,null,null,pubmed_10339569,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d9tgl,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cm4p3,,,,,,,
null,null,null,null,null,null,null,pubmed_10572691,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-83hjj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-35sv7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z3dlp-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11144202,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-bzlvv-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11148253,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tj3p3,,,,,,,
null,null,null,null,null,null,null,pubmed_11052194,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d4lvc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pvn9p-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_11166837,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-clcrj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mhs6s,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3wp9f,,,,,,,
null,null,null,null,null,null,null,pubmed_10962844,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h5pfc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7mz2c-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2tt9k,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ksfb4-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10719313,,,,,,,
null,null,null,null,null,null,null,pubmed_11354579,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-np0sd,,,,,,,
null,null,null,null,null,null,null,pubmed_10967648,,,,,,,
null,null,null,null,null,null,null,pubmed_11090035,,,,,,,
null,null,null,null,null,null,null,pubmed_11408865,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f47tv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kp2cw,,,,,,,
null,null,null,null,null,null,null,pubmed_10962329,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-56h5h,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9g3fn,,,,,,,
null,null,null,null,null,null,null,pubmed_11394402,,,,,,,
null,null,null,null,null,null,null,pubmed_10881162,,,,,,,
null,null,null,null,null,null,null,pubmed_11140865,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gs41m,,,,,,,
null,null,null,null,null,null,null,pubmed_10747663,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rrpfv,,,,,,,
null,null,null,null,null,null,null,pubmed_11411766,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r6t15-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-86stv-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10935470,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wmgwn,,,,,,,
null,null,null,null,null,null,null,pubmed_10976385,,,,,,,
null,null,null,null,null,null,null,pubmed_10663571,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fmrnw-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9vrz0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hvfgp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5cc4t,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dmd4w,,,,,,,
null,null,null,null,null,null,null,pubmed_11396937,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nrgnw,,,,,,,
null,null,null,null,null,null,null,pubmed_10576133,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-28mwt,,,,,,,
null,null,null,null,null,null,null,pubmed_10599993,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k7kn2-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10450791,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n62vd-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11120697,,,,,,,
null,null,null,null,null,null,null,pubmed_11419164,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-23d4q,,,,,,,
null,null,null,null,null,null,null,pubmed_11209534,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fl90t,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qn9rc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1n77x,,,,,,,
null,null,null,null,null,null,null,pubmed_11010918,,,,,,,
null,null,null,null,null,null,null,pubmed_10537783,,,,,,,
null,null,null,null,null,null,null,pubmed_11224465,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-w1s3m-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10468944,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qzcd5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lnhbv,,,,,,,
null,null,null,null,null,null,null,pubmed_10965081,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-4ppf0-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10531529,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h9qdj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k1zl2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9g2w2,,,,,,,
null,null,null,null,null,null,null,pubmed_10568689,,,,,,,
null,null,null,null,null,null,null,pubmed_11331336,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-300bk,,,,,,,
null,null,null,null,null,null,null,pubmed_11449735,,,,,,,
null,null,null,null,null,null,null,pubmed_10453421,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nmcb0,,,,,,,
null,null,null,null,null,null,null,pubmed_10529959,,,,,,,
null,null,null,null,null,null,null,pubmed_11066974,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kx6gp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j34k5,,,,,,,
null,null,null,null,null,null,null,pubmed_11100622,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l579r,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tp7mj-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dk5dx,,,,,,,
null,null,null,null,null,null,null,pubmed_10874037,,,,,,,
null,null,null,null,null,null,null,pubmed_10494213,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2dlcl-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10850759,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mktsd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kxck8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4fbw,,,,,,,
null,null,null,null,null,null,null,pubmed_10467613,,,,,,,
null,null,null,null,null,null,null,pubmed_11428277,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wb8xd,,,,,,,
null,null,null,null,null,null,null,pubmed_10715448,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jl2jr,,,,,,,
null,null,null,null,null,null,null,pubmed_10577132,,,,,,,
null,null,null,null,null,null,null,pubmed_10573509,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r3r50,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cpvp6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xvn92-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5pssn,,,,,,,
null,null,null,null,null,null,null,pubmed_11233762,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6xlj9,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-55vmx-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4px5b-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mc54v,,,,,,,
null,null,null,null,null,null,null,pubmed_10384061,,,,,,,
null,null,null,null,null,null,null,pubmed_11166794,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q1tmf-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10851378,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kdx9r,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mm5pz,,,,,,,
null,null,null,null,null,null,null,pubmed_11019490,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tlj9z-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ncn19,,,,,,,
null,null,null,null,null,null,null,pubmed_10471774,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2gm54,,,,,,,
null,null,null,null,null,null,null,pubmed_10465533,,,,,,,
null,null,null,null,null,null,null,pubmed_10463530,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vj4lt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rfzjm-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k62t5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-558kt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0wf3l-v2,,,,,,,
