iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,f1,Notes,rand
null,null,null,null,null,null,null,pubmed_11196280,,,0.9041649026
donepezil,null,null,310,anti-cholinesterase inhibitor,null,Electrochemical biosensor for donepezil determination,pubmed_10886970,,,0.3585653529
null,null,null,null,null,null,null,pubmed_11734547,,,0.6257839857
null,null,null,null,null,null,null,pubmed_10943177,,,0.1742946876
null,null,null,null,null,null,null,pubmed_11780868,,,0.9182138816
null,null,null,null,null,null,null,pubmed_11687127,,,0.3899515278
null,null,null,null,null,null,null,pubmed_11134510,,,0.5392272417
IκBα,null,"Tris-HCl buffer, HEPES buffer",310.15,Binding motif (YDDΦxΦ),null,IKK substrate interaction study,pubmed_11371828,,,0.0141685791
null,null,null,null,null,null,null,pubmed_11362828,,,0.60789269
null,null,null,null,null,null,null,pubmed_11510160,,,0.8628562889
null,null,null,null,null,null,null,pubmed_11185258,,,0.6082406547
titanium(IV) phosphate,null,null,null,null,null,null,pubmed_11679748,,,0.6767536325
null,null,null,null,null,null,null,pubmed_11431078,,,0.9235534319
null,null,null,null,null,null,null,pubmed_11425532,,,0.82023204
null,null,null,null,null,null,null,pubmed_11657116,,,0.5329323693
null,null,null,null,null,null,null,pubmed_11069310,,,0.5365323357
null,null,null,null,null,null,null,pubmed_11634602,,,0.2012321616
null,null,null,null,null,null,null,pubmed_11119693,,,0.2845833127
null,null,null,null,null,null,null,pubmed_11260461,,,0.9886820973
null,null,null,null,null,null,null,pubmed_11141875,,,0.9101878915
null,null,null,null,null,null,null,pubmed_10971675,,,0.674216347
cpl304110,null,"dimethyl sulfoxide (dmsO), 2% nmp/33% peg300/65% h2o",null,fgfr kinase inhibitor,null,preclinical development and phase i clinical trial for fgfr-dependent cancers,pubmed_10811212,,,0.3733830363
ciprofloxacin,2.724,DNA + Pf,298,neutral charge interaction,null,FRAP and ITC studies on CIP binding to DNA and Pf,pubmed_11141622,,,0.204300876
null,null,null,null,null,null,null,pubmed_11658121,,,0.992894588
null,null,null,null,null,null,null,pubmed_11214080,,,0.4126857964
null,null,null,null,null,null,null,pubmed_11387829,,,0.0313792189
null,null,null,null,null,null,null,pubmed_11187536,,,0.1298358927
null,null,null,null,null,null,null,pubmed_11448837,,,0.0356844882
null,null,null,null,null,null,null,pubmed_11136974,,,0.3975747775
null,null,null,null,null,null,null,pubmed_11873919,,,0.2672420496
null,null,null,null,null,null,null,pubmed_11277886,,,0.301666887
4-phenoxy-3-(pyrrolidine-1-yl)-5-sulfamoyl benzoic acid,3.85,null,null,carboxylic acid,null,"piretanide is a poorly water-soluble diuretic with a pKa of 3.85, and its dissolution rate was improved by hydroxyapatite-based hybrids.",pubmed_11597431,,,0.5683696533
null,null,null,null,null,null,null,pubmed_10988361,,,0.557604637
null,null,null,null,null,null,null,pubmed_11854274,,,0.5439699716
null,null,null,null,null,null,null,pubmed_11342835,,,0.2282390522
null,null,null,null,null,null,null,pubmed_11200884,,,0.0963593915
null,null,null,null,null,null,null,pubmed_11408824,,,0.7861552397
null,null,null,null,null,null,null,pubmed_11177181,,,0.5513959066
null,null,null,null,null,null,null,pubmed_11010918,,,0.111711533
null,null,null,null,null,null,null,pubmed_11462379,,,0.3537710391
null,null,null,null,null,null,null,pubmed_11762855,,,0.6962082409
null,null,null,null,null,null,null,pubmed_11137917,,,0.5642639797
null,null,null,null,null,null,null,pubmed_10945272,,,0.5234953014
5-methoxyquinoline,15.1,null,298,photobase/ aromatic system,null,ESPT solvation requirements for photobases in nonacidic alcohol solvents,pubmed_11299183,,,0.536828693
null,null,null,null,null,null,null,pubmed_11061648,,,0.0301167106
null,null,null,null,null,null,null,pubmed_10801762,,,0.1619513093
null,null,null,null,null,null,null,pubmed_11341701,,,0.2932564805
null,null,null,null,null,null,null,pubmed_11173270,,,0.377765103
null,null,null,null,null,null,null,pubmed_11761615,,,0.7084648295
null,null,null,null,null,null,null,pubmed_11088351,,,0.6693639567
null,null,null,null,null,null,null,pubmed_11321253,,,0.1454841951
null,null,null,null,null,null,null,pubmed_11816611,,,0.1472622589
null,null,null,null,null,null,null,pubmed_10975959,,,0.389109672
null,null,null,null,null,null,null,pubmed_11858211,,,0.1523046144
"2,2,4-tribromo-5-hydroxycyclopent-4-ene-1,3-dione",null,mixed-mode anion-exchange RPLC with acetonitrile:water,293.15,hydroxyl and carbonyl functional groups,null,"Synthesis, stability, mutagenicity, and quantification methods of 2,2,4-tribromo-5-hydroxycyclopent-4-ene-1,3-dione",pubmed_11564736,,,0.0719129364
null,null,"potassium phosphate buffer, pH 8.0",303.15,ester,null,"The study describes the use of potassium phosphate buffer (pH 8.0) with 10% DMSO as solvents for enzymatic degradation assays of PEF. The temperature was maintained at 30°C, which converts to 303.15 K. The functional group involved is likely ester bonds in the polymer structure.",pubmed_11561765,,,0.0606129894
null,null,null,null,null,null,null,pubmed_11227161,,,0.5425944233
null,null,null,null,null,null,null,pubmed_11123821,,,0.1245365138
null,null,null,null,null,null,null,pubmed_11606958,,,0.7962874023
null,null,null,null,null,null,null,pubmed_11654701,,,0.3510886128
null,null,null,null,null,null,null,pubmed_11410402,,,0.5892104649
null,null,null,null,null,null,null,pubmed_11823406,,,0.2042651786
null,null,null,null,null,null,null,pubmed_11007837,,,0.1993934223
null,null,null,null,null,null,null,pubmed_11397307,,,0.5335623603
null,null,null,null,null,null,null,pubmed_11272129,,,0.3901209994
null,null,null,null,null,null,null,pubmed_11628856,,,0.6901134667
null,null,null,null,null,null,null,pubmed_10881042,,,0.6992956286
null,null,null,null,null,null,null,pubmed_11773237,,,0.6070955398
null,null,null,null,null,null,null,pubmed_11074533,,,0.4110372432
null,null,null,null,null,null,null,pubmed_11310473,,,0.5890580562
null,null,null,null,null,null,null,pubmed_11597698,,,0.9109091149
null,null,null,null,null,null,null,pubmed_11503677,,,0.5692541644
null,null,null,null,null,null,null,pubmed_11134501,,,0.8184224712
null,null,null,null,null,null,null,pubmed_11428588,,,0.3743286121
null,null,null,null,null,null,null,pubmed_10877731,,,0.6243135594
null,null,null,null,null,null,null,pubmed_11425711,,,0.890523039
failed,failed,failed,failed,failed,failed,failed,pubmed_11054681,,,0.5777066827
null,null,null,null,null,null,null,pubmed_11832130,,,0.0613745414
null,null,null,null,null,null,null,pubmed_10941793,,,0.0132141039
abiraterone,null,null,null,CYP17A1_inhibitor,null,No specific pKa information provided in this paper.,pubmed_11597628,,,0.2449144598
null,null,null,null,null,null,null,pubmed_10918833,,,0.5260860051
null,null,null,null,null,null,null,pubmed_11310321,,,0.1000245002
pka_value,null,null,null,null,1.645,Unclear if any pKa was measured,pubmed_11851886,,,0.8146095718
bion@rspaa,null,buffer solution/aqueous,298.15,iron oxide surface/ligand binding,null,null,pubmed_11190986,,,0.2968416249
null,null,null,null,null,null,null,pubmed_10865347,,,0.0767495455
EM-221,null,0.5% methylcellulose,298.15,phosphodiesterase enzyme,null,No pKa information is provided; data focuses on enzyme inhibition and pharmacokinetics,pubmed_11274801,,,0.7742439015
null,null,null,null,null,null,null,pubmed_11741329,,,0.5094972632
null,null,null,null,null,null,null,pubmed_11860254,,,0.8674737618
null,null,null,null,null,null,null,pubmed_11672508,,,0.4636017154
null,null,null,null,null,null,null,pubmed_11675353,,,0.1657787166
null,null,null,null,null,null,null,pubmed_11648079,,,0.3151532074
null,null,null,null,null,null,null,pubmed_11224418,,,0.5166402834
null,null,null,null,null,null,null,pubmed_11395105,,,0.1565280575
null,null,null,null,null,null,null,pubmed_11370553,,,0.7548417789
null,null,null,null,null,null,null,pubmed_11322137,,,0.6607004649
null,null,null,null,null,null,null,pubmed_10859961,,,0.6353422999
null,null,null,null,null,null,null,pubmed_11744436,,,0.9792533845
MI-2415,7.1,Williams’ Medium E,310.15,furin inhibitor,null,Amplex Red and DCFH-DA assays,pubmed_11444200,,,0.6036880494
null,null,null,null,null,null,null,pubmed_11726667,,,0.369990547
null,null,null,null,null,null,null,pubmed_10918817,,,0.0122556705
null,null,null,null,null,null,null,pubmed_11590009,,,0.4234079602
null,null,null,null,null,null,null,pubmed_11821240,,,0.9524659738
null,null,null,null,null,null,null,pubmed_11045846,,,0.8598038403
null,null,null,null,null,null,null,pubmed_11377208,,,0.3376517305
null,null,null,null,null,null,null,pubmed_11477390,,,0.9425704398
null,null,null,null,null,null,null,pubmed_11294868,,,0.4160153617
null,null,Tris buffer,292.15,null,null,Buffer system used for stability studies,pubmed_11597533,,,0.5340484739
null,null,null,null,null,null,null,pubmed_11375035,,,0.6194456888
Indomethacin,null,artificial tear fluid,310.15,null,null,The study focuses on the impact of physiological factors like tear fluid and lysozyme on drug release from lipid microparticles.,pubmed_11054813,,,0.5568049874
null,null,null,null,null,null,null,pubmed_11309106,,,0.4324819299
null,null,null,null,null,null,null,pubmed_11126775,,,0.7476688095
HCN4,null,unknown,303.15,cation channel,0.1,Pacemaker activity regulation in the sinoatrial node.,pubmed_11081487,,,0.287947197
4-nitrophenyl-methanesulfonate,9,2% DMSO/borate buffer,298.15,ester hydrolysis,null,"Catalytic hydrolysis of 4-nitrophenyl-methanesulfonate in a coordination cage, pH-dependent reaction monitored via 4-nitrophenolate formation.",pubmed_11331485,,,0.7582972001
null,null,null,null,null,null,null,pubmed_11386465,,,0.0978760999
null,null,null,null,null,null,null,pubmed_11681833,,,0.4615229247
null,null,null,null,null,null,null,pubmed_11821473,,,0.0700112134
null,null,null,null,null,null,null,pubmed_10969934,,,0.4006713452
null,null,null,null,null,null,null,pubmed_11677874,,,0.9948527217
null,null,null,null,null,null,null,pubmed_11673110,,,0.6302106818
Ru nitrosyl pyridine complex,null,phosphate buffer solution (pH 7.4),298,nitrosyl,null,one-electron reduction mechanism and formation of isomers upon reduction,pubmed_11558665,,,0.4843447604
null,null,null,null,null,null,null,pubmed_11437953,,,0.8228630032
null,null,null,null,null,null,null,pubmed_10830855,,,0.6742856186
null,null,null,null,null,null,null,pubmed_11800174,,,0.076403422
boldine,null,null,null,tertiary amine group,null,predicted pKa range for conjugate acid (9.7–10.8),pubmed_11427365,,,0.484095549
null,null,null,null,null,null,null,pubmed_11064926,,,0.6051024727
null,null,null,null,null,null,null,pubmed_10914487,,,0.1324242339
null,null,null,null,null,null,null,pubmed_11892272,,,0.0821030107
null,null,null,null,null,null,null,pubmed_11734941,,,0.28420868
null,null,null,null,null,null,null,pubmed_10900885,,,0.3357085432
benzoic acid,10.5,water,298.15,carboxylic acid,0,reference pKa in water,pubmed_11633825,,,0.9783855064
propafenone,9.27,null,309.75,class i antiarrhythmic agent,null,standard addition method using GC-MS/MS; tissue distribution study in fatal poisoning case,pubmed_11120697,,,0.9847883608
null,null,null,null,null,null,null,pubmed_11666954,,,0.7695768382
null,null,null,null,null,null,null,pubmed_10886814,,,0.8829814042
null,null,null,null,null,null,null,pubmed_11855312,,,0.0926350239
null,null,null,null,null,null,null,pubmed_11247110,,,0.1540580434
null,null,null,null,null,null,null,pubmed_11354695,,,0.1775514013
null,null,null,null,null,null,null,pubmed_11551959,,,0.5591718729
pka_value,null,null,null,null,0,null,pubmed_11849638,,,0.3839255928
null,null,null,null,null,null,null,pubmed_11522905,,,0.3635757833
4-Fluorobenzoic Acid,1.56,null,null,carboxylic acid,null,"Uncaging efficiency of 4-fluorobenzoic acid from Cy7 photocage under O2-free conditions, estimated quantum yield of ∼1.5 × 10⁻⁶.",pubmed_11575602,,,0.3529775613
null,null,null,null,null,null,null,pubmed_11011351,,,0.8047280039
null,null,null,null,null,null,null,pubmed_11166371,,,0.9138573864
null,null,null,null,null,null,null,pubmed_10990152,,,0.8855801781
phage Y,85.89,simulated gastric fluid (SGF),37,hydrogen bonding,null,"ELISA assay for binding affinity, competitive inhibition with anti-EtCab antisera",pubmed_11752993,,,0.0459046201
hexadecane,null,298,null,null,null,null,pubmed_11857954,,,0.7553451962
null,null,null,null,null,null,null,pubmed_11559117,,,0.266986955
null,null,null,null,null,null,null,pubmed_11224321,,,0.0040886782
null,null,null,null,null,null,null,pubmed_11526716,,,0.3234259689
null,null,null,null,null,null,null,pubmed_11480350,,,0.7180509369
null,null,null,null,null,null,null,pubmed_10863211,,,0.5661530881
null,null,null,null,null,null,null,pubmed_11477293,,,0.0679575873
null,null,null,null,null,null,null,pubmed_11677928,,,0.6977976903
null,null,null,null,null,null,null,pubmed_11551566,,,0.564340655
acetaminophen,null,methanol,298.15,null,null,The paper discusses the removal efficiency of acetaminophen using NF and RO membranes.,pubmed_11677348,,,0.8104080965
Dimethylamine,null,null,null,null,null,null,pubmed_11643484,,,0.0504350606
alpha-MnO 2,null,1 M KOH,298.15,null,null,Proton coupling and redox transition analysis in alpha-MnO 2 for oxygen evolution reaction (OER) using external electric field assistance.,pubmed_11026508,,,0.1806191294
null,null,null,null,null,null,null,pubmed_11518803,,,0.8675662335
null,null,null,null,null,null,null,pubmed_10938167,,,0.0215258559
clove essential oil,null,aqueous solution (calcium chloride),302.15,null,null,Encapsulation using ionic gelation followed by freeze-drying to preserve clove essential oil.,pubmed_11124181,,,0.8421098194
null,null,null,null,null,null,null,pubmed_11714188,,,0.02550124
null,null,null,null,null,null,null,pubmed_11872718,,,0.4127572509
null,null,null,null,null,null,null,pubmed_11228576,,,0.5252670369
null,null,null,null,null,null,null,pubmed_11352881,,,0.6897278347
null,null,null,null,null,null,null,pubmed_11279091,,,0.527784609
null,null,null,null,null,null,null,pubmed_11156564,,,0.9999909129
null,null,null,null,null,null,null,pubmed_11240404,,,0.0481713959
pyridoxal 5'-phosphate,null,null,298.15,null,null,PLP inhibits adenylosuccinate synthetase (AdSS) from Helicobacter pylori by forming a Schiff base with Lys322 in the GTP binding site. The inhibition is potentiated by vitamin C and results in reduced bacterial growth.,pubmed_11571797,,,0.380184127
null,null,null,null,null,null,null,pubmed_11186008,,,0.2648931399
null,null,null,null,null,null,null,pubmed_11100694,,,0.9635520538
null,null,null,null,null,null,null,pubmed_11118449,,,0.2608381885
null,null,null,null,null,null,null,pubmed_11171788,,,0.1054561373
polysulfone (PSU),null,DMAc,150,sulfur-containing functional group,null,decomposition of aromatic ethers,pubmed_10879179,,,0.1283966729
tannic acid,8.5,null,null,hydroxyl group,null,pKa of tannic acid used in hydrogen bonding and affecting degradation rates,pubmed_10889497,,,0.0062360081
null,null,null,null,null,null,null,pubmed_11761271,,,0.9508537876
methyl selenoxide,null,null,null,selenoxide,null,Computational study of heteroatom analogues of selenoxide and selenone,pubmed_11510669,,,0.869996323
null,null,null,null,null,null,null,pubmed_11719954,,,0.0505882893
null,null,null,null,null,null,null,pubmed_11209577,,,0.9890257234
null,null,null,null,null,null,null,pubmed_11547567,,,0.1593380219
null,null,null,null,null,null,null,pubmed_11276211,,,0.7808684341
null,null,null,null,null,null,null,pubmed_11212049,,,0.1802138828
null,null,null,null,null,null,null,pubmed_11577755,,,0.094458689
null,null,null,null,null,null,null,pubmed_11109894,,,0.276441369
null,null,null,null,null,null,null,pubmed_11094727,,,0.5519284711
null,null,null,null,null,null,null,pubmed_11116206,,,0.7376168496
null,null,null,null,null,null,null,pubmed_10929215,,,0.4802099317
null,null,null,null,null,null,null,pubmed_10866560,,,0.0339654773
null,null,null,null,null,null,null,pubmed_11507314,,,0.1934051269
null,null,null,null,null,null,null,pubmed_11219925,,,0.1897093321
null,null,null,null,null,null,null,pubmed_11238534,,,0.6710391387
null,null,null,null,null,null,null,pubmed_11408574,,,0.0966961803
arabinoxylan,null,potassium phosphate buffer,310.85,arabinose substitution,null,enzymatic activity of GH43 family enzymes; growth profiles show Bifidobacterium longum strains with axu cluster can utilize AXR and AXW,pubmed_11318964,,,0.2925632913
null,null,null,null,null,null,null,pubmed_11190223,,,0.818401247
null,null,null,null,null,null,null,pubmed_11457141,,,0.125321564
null,null,null,null,null,null,null,pubmed_11745047,,,0.2397993479
null,null,null,null,null,null,null,pubmed_11280314,,,0.4941827154
null,null,null,null,null,null,null,pubmed_11787962,,,0.9519847005
doxorubicin,null,PBS buffer solution,null,pH-sensitive functional group (amino groups of chitosan),0,Micelles based on pH-responsive polymers for doxorubicin delivery.,pubmed_10970284,,,0.7206371326
null,null,null,null,null,null,null,pubmed_11266938,,,0.8361657364
null,null,null,null,null,null,null,pubmed_11145332,,,0.5511237485
null,null,null,null,null,null,null,pubmed_10951314,,,0.3098263745
null,null,null,null,null,null,null,pubmed_11259431,,,0.0463537578
null,null,null,null,null,null,null,pubmed_11568304,,,0.883894335
null,null,null,null,null,null,null,pubmed_10973029,,,0.8734307683
bis(monoacylglycerol)phosphate (BMP),null,chloroform,310.15,glycerophospholipid,null,null,pubmed_11277439,,,0.3700211581
hpv_vax-1,null,null,null,multi-epitope vaccine,null,TLR4 molecular docking and structural analysis,pubmed_11616865,,,0.821465537
null,null,null,null,null,null,null,pubmed_11684763,,,0.9735092327
null,null,null,null,null,null,null,pubmed_11352016,,,0.8250430562
null,null,null,null,null,null,null,pubmed_11612016,,,0.0040360019
null,null,null,null,null,null,null,pubmed_11550036,,,0.3728362799
null,null,null,null,null,null,null,pubmed_10878393,,,0.5264408274
null,null,null,null,null,null,null,pubmed_11256209,,,0.8530168573
null,null,null,null,null,null,null,pubmed_10892921,,,0.6091857608
null,null,null,null,null,null,null,pubmed_11103442,,,0.257325534
null,null,null,null,null,null,null,pubmed_10907242,,,0.9097145663
null,null,null,null,null,null,null,pubmed_11357267,,,0.7075326471
acetic acid,3,drinking water,289.15,organic acid,null,pH of acetic acid solutions used in the study,pubmed_11311063,,,0.8052011842
null,null,null,null,null,null,null,pubmed_11719120,,,0.8735521941
null,null,null,null,null,null,null,pubmed_11415585,,,0.0249147112
PC2,null,buffer solution,298.15,thiol-based,null,Spectroscopic and potentiometric studies on Zn(II)-PC2 complexes at neutral pH.,pubmed_11191002,,,0.8889561486
null,null,null,null,null,null,null,pubmed_11408589,,,0.3657038424
etodolac,4.65,null,298.15,carboxylic acid,null,pKa of 4.65 is mentioned in the context of pH-dependent solubility for etodolac.,pubmed_11355714,,,0.9423081924
null,null,null,null,null,null,null,pubmed_11676180,,,0.1395749056
null,null,null,null,null,null,null,pubmed_10825629,,,0.4576625067
null,null,null,null,null,null,null,pubmed_10771505,,,0.8724998094
null,null,null,null,null,null,null,pubmed_11376193,,,0.4768710346
null,null,null,null,null,null,null,pubmed_11562841,,,0.4488709508
null,null,null,null,null,null,null,pubmed_11456489,,,0.2499486592
null,null,null,null,null,null,null,pubmed_10935038,,,0.5620950004
null,null,null,null,null,null,null,pubmed_11506574,,,0.4358933719
failed,failed,failed,failed,failed,failed,failed,pubmed_11757262,,,0.0846781447
null,null,null,null,null,null,null,pubmed_11597496,,,0.7384950363
null,null,null,null,null,null,null,pubmed_11504543,,,0.2515481832
failed,failed,failed,failed,failed,failed,failed,pubmed_11000227,,,0.313141779
null,null,null,null,null,null,null,pubmed_11736272,,,0.6389859845
fucoidan,null,water,298.15,sulfate ester,null,null,pubmed_11861794,,,0.0312290303
null,null,null,null,null,null,null,pubmed_11048615,,,0.5008061766
null,null,null,null,null,null,null,pubmed_10915131,,,0.6711043715
null,null,null,null,null,null,null,pubmed_11279428,,,0.9350393713
null,null,null,null,null,null,null,pubmed_10836803,,,0.3473903979
null,null,null,null,null,null,null,pubmed_11822080,,,0.6985531319
null,null,null,null,null,null,null,pubmed_11554360,,,0.609843238
null,null,null,null,null,null,null,pubmed_11467498,,,0.053345843
gentamicin,7.4,null,310,acidic group (enol),null,passive permeation through porins,pubmed_11558678,,,0.8650129028
null,null,null,null,null,null,null,pubmed_11764660,,,0.189305051
null,null,null,null,null,null,null,pubmed_11848126,,,0.3166106588
null,null,null,null,null,null,null,pubmed_11877946,,,0.2846676575
null,null,null,null,null,null,null,pubmed_11140181,,,0.6811296456
levodropropizine,null,null,null,null,null,The study explores how Levodropropizine's pharmacokinetics vary with factors like eosinophil levels and body surface area.,pubmed_10892118,,,0.7492130229
"2,3,3′,4′,5,7-pentahydroxyflavone",8.7,methanol,null,phenolic hydroxyl,null,Deprotonation of OH groups in methanol upon addition of NaOCH3,pubmed_10825817,,,0.0421737826
null,null,null,null,null,null,null,pubmed_11604346,,,0.9984618602
null,null,null,null,null,null,null,pubmed_11288675,,,0.3982551615
urease,null,"HEPES, Imidazole, NaCl",298.15,NTA-His complex,null,The paper discusses how urease-loaded stomatocytes alter pH and cause clustering through NTA (nitrilotriacetic acid) and histidine interactions.,pubmed_11469296,,,0.6502564289
null,null,null,null,null,null,null,pubmed_10823863,,,0.521451656
null,null,null,null,null,null,null,pubmed_11901365,,,0.7604565818
null,null,null,null,null,null,null,pubmed_11879692,,,0.6280900508
null,null,null,null,null,null,null,pubmed_11886637,,,0.6512915667
null,null,null,null,null,null,null,pubmed_11734767,,,0.4424733617
null,null,null,null,null,null,null,pubmed_10819804,,,0.0261295156
null,null,null,null,null,null,null,pubmed_11095722,,,0.5714943113
null,null,null,null,null,null,null,pubmed_11234382,,,0.4865773357
null,null,null,null,null,null,null,pubmed_11883394,,,0.5786610036
null,null,null,null,null,null,null,pubmed_10969824,,,0.7500213669
null,null,null,null,null,null,null,pubmed_10923651,,,0.3766929188
null,null,null,null,null,null,null,pubmed_11847629,,,0.6308050575
null,null,null,null,null,null,null,pubmed_11852977,,,0.1512546639
11-acryloylamino undecanoic acid,3.3,null,298.15,carboxylic acid,null,null,pubmed_11425958,,,0.375424881
null,null,null,null,null,null,null,pubmed_11597315,,,0.9933177093
null,null,null,null,null,null,null,pubmed_11510892,,,0.0243842716
null,null,null,null,null,null,null,pubmed_11094157,,,0.4729935601
null,null,null,null,null,null,null,pubmed_11612226,,,0.3458036506
mAb COE3,86.49,no solvent,300.15,"hydrophobic residues (LEU, VAL, PRO)",4.48,Adsorption behavior influenced by thermal stress leading to local unfolding,pubmed_10848294,,,0.1011935933
null,null,null,null,null,null,null,pubmed_11256357,,,0.8608802063
null,null,null,null,null,null,null,pubmed_11848925,,,0.0470959959
Garccinia atroviridis fruit extract,null,ethanol,null,null,null,Ethanol was used as the solvent in the extraction process.,pubmed_11200473,,,0.1114287672
null,null,null,null,null,null,null,pubmed_11508645,,,0.8843717396
null,null,null,null,null,null,null,pubmed_11504661,,,0.6913330643
null,null,null,null,null,null,null,pubmed_11428123,,,0.4002725778
null,null,null,null,null,null,null,pubmed_10927844,,,0.8290311766
null,null,null,null,null,null,null,pubmed_11156319,,,0.5330632443
null,null,null,null,null,null,null,pubmed_11621307,,,0.3892287684
null,null,null,null,null,null,null,pubmed_10964410,,,0.7156191864
null,null,null,null,null,null,null,pubmed_11117753,,,0.966709059
null,null,null,null,null,null,null,pubmed_11176836,,,0.8051318754
null,null,null,null,null,null,null,pubmed_11388732,,,0.3546190234
null,null,null,null,null,null,null,pubmed_11740104,,,0.3294746219
null,null,null,null,null,null,null,pubmed_11832506,,,0.5887193731
null,null,null,null,null,null,null,pubmed_11097753,,,0.1117841594
null,null,null,null,null,null,null,pubmed_10834693,,,0.9361064546
null,null,null,null,null,null,null,pubmed_11883416,,,0.9534468735
null,null,null,null,null,null,null,pubmed_10932547,,,0.1410609786
null,null,null,null,null,null,null,pubmed_11011030,,,0.9876529693
null,null,null,null,null,null,null,pubmed_11464748,,,0.1848429106
null,null,null,null,null,null,null,pubmed_10855675,,,0.5937621493
null,null,null,null,null,null,null,pubmed_11095373,,,0.0330905933
null,null,null,null,null,null,null,pubmed_10984206,,,0.646451172
null,null,null,null,null,null,null,pubmed_11201950,,,0.4089116151
null,null,null,null,null,null,null,pubmed_10891077,,,0.8420845242
null,null,null,null,null,null,null,pubmed_11695860,,,0.4388446289
null,null,null,null,null,null,null,pubmed_10996003,,,0.923977762
null,null,null,null,null,null,null,pubmed_11754491,,,0.9077563989
null,null,null,null,null,null,null,pubmed_10515777,,,0.5925872696
null,null,null,null,null,null,null,pubmed_10882457,,,0.3163467024
null,null,null,null,null,null,null,pubmed_11788729,,,0.771250278
null,null,null,null,null,null,null,pubmed_11878086,,,0.1729164736
null,null,null,null,null,null,null,pubmed_11592108,,,0.5124584397
null,null,null,null,null,null,null,pubmed_11790405,,,0.6872780633
null,null,null,null,null,null,null,pubmed_11829781,,,0.9148359292
null,null,null,null,null,null,null,pubmed_11820533,,,0.2298769122
hypochlorous acid,7.6,null,310,hypochlorous acid,null,"pKa of hypochlorous acid is 7.6, which affects its equilibrium with hypochlorite ions (OCl⁻) depending on pH.",pubmed_11370599,,,0.260691704
null,null,null,null,null,null,null,pubmed_11379286,,,0.0236913587
null,null,null,null,null,null,null,pubmed_11433448,,,0.0009460889
null,null,null,null,null,null,null,pubmed_11904032,,,0.4272132295
null,null,null,null,null,null,null,pubmed_11636816,,,0.7906506213
null,null,null,null,null,null,null,pubmed_10943039,,,0.0027752437
null,null,null,null,null,null,null,pubmed_11728977,,,0.6543544959
null,null,null,null,null,null,null,pubmed_11858446,,,0.1949955605
null,null,null,null,null,null,null,pubmed_11688542,,,0.1152849938
null,null,null,null,null,null,null,pubmed_11622236,,,0.7354369026
polyethylene glycol,null,no solvent specified,null,no functional group specified,null,no additional information provided,pubmed_11036406,,,0.7978182063
bis(2-methoxyethyl carbonate),16,null,323.15,carbamate,null,Bis(2-methoxyethyl carbonate) produced under mild conditions with high yield and catalyst recyclability.,pubmed_10955696,,,0.9569088782
null,null,null,null,null,null,null,pubmed_11818624,,,0.4974567324
null,null,null,null,null,null,null,pubmed_11324814,,,0.4686782768
null,null,null,null,null,null,null,pubmed_11311852,,,0.5982440272
null,null,null,null,null,null,null,pubmed_11185559,,,0.9001252877
null,null,null,null,null,null,null,pubmed_11213884,,,0.3542465928
2-Butenone,null,null,310,azole,null,null,pubmed_11196289,,,0.9539214338
null,null,null,null,null,null,null,pubmed_11323740,,,0.1642775491
null,null,null,null,null,null,null,pubmed_11403330,,,0.3646466117
null,null,null,null,null,null,null,pubmed_11024353,,,0.9188230163
null,null,null,null,null,null,null,pubmed_11093613,,,0.3519815151
null,null,null,null,null,null,null,pubmed_11289622,,,0.8718893582
null,null,null,null,null,null,null,pubmed_11447816,,,0.9131702054
null,null,null,null,null,null,null,pubmed_10808695,,,0.6433847409
null,null,null,null,null,null,null,pubmed_11107464,,,0.6716704252
null,null,null,null,null,null,null,pubmed_10839027,,,0.4314207514
null,null,null,null,null,null,null,pubmed_10894261,,,0.460205544
null,null,null,null,null,null,null,pubmed_11845772,,,0.6651291451
anthopleura_sola_neon,null,unknown,298.15,fluorescent protein,null,neon color polymorphism associated with anthoYFP allele,pubmed_10945830,,,0.1418766954
null,null,null,null,null,null,null,pubmed_11901381,,,0.3712963781
null,null,null,null,null,null,null,pubmed_11323243,,,0.307480827
null,null,null,null,null,null,null,pubmed_11401224,,,0.3060945475
Glutamic acid at position 73,2.67,null,null,acidic residue,0.06,Simulation results for glutamic acid residue pKa prediction.,pubmed_11603612,,,0.2152578637
null,null,null,null,null,null,null,pubmed_11901890,,,0.1558318704
null,null,null,null,null,null,null,pubmed_11838749,,,0.4090030533
null,null,null,null,null,null,null,pubmed_11015519,,,0.2651962813
null,null,null,null,null,null,null,pubmed_11397304,,,0.1848514536
null,null,null,null,null,null,null,pubmed_10884281,,,0.6760491268
null,null,null,null,null,null,null,pubmed_11529878,,,0.9593934242
null,null,null,null,null,null,null,pubmed_11684173,,,0.9529100584
null,null,null,null,null,null,null,pubmed_11573313,,,0.8064306227
null,null,null,null,null,null,null,pubmed_11599384,,,0.74409426
failed,failed,failed,failed,failed,failed,failed,pubmed_11702864,,,0.4215102578
null,null,null,null,null,null,null,pubmed_11060146,,,0.7241152618
null,null,null,null,null,null,null,pubmed_10948231,,,0.5493884396
