iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z03kg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-slfxc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hd20d
dioctylfluorene-benzothiadiazole trimer,toluene,380.0,420.0,null,null,null,"High photoluminescence quantum yield, amplified spontaneous emission",chemrxiv_10.26434_SLASH_chemrxiv-2024-ljtxr
dioctylfluorene-benzothiadiazole pentamer,toluene,380.0,420.0,null,null,null,"High photoluminescence quantum yield, amplified spontaneous emission",chemrxiv_10.26434_SLASH_chemrxiv-2024-ljtxr
dioctylfluorene-benzothiadiazole heptamer,toluene,380.0,420.0,null,null,null,"High photoluminescence quantum yield, amplified spontaneous emission",chemrxiv_10.26434_SLASH_chemrxiv-2024-ljtxr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2tbwv
"bis(hexamethyldisilylamido)copper(II) complex with N,N-dimethylaminopyridine ligands",THF,508.0,null,null,1231 (508 nm),null,"Copper(II) bis-silylamide complex stabilized by DMAP ligands, isolated using cobotic methods",chemrxiv_10.26434_SLASH_chemrxiv-2024-t24pz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l2lht
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0n73z-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bst3p-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0x4t-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nqqbn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5ss7j
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-n3np0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-04r36-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ks826-v2
HN2Ni(p-tolyl)Cl,THF,349.0,null,0.00028,null,null,"High buried volume, decreased reactivity",chemrxiv_10.26434_SLASH_chemrxiv-2024-d6sj9
HN2Ni(o-tolyl)Cl,THF,352.0,null,0.00075,null,null,Increased quantum yield compared to para-tolyl version,chemrxiv_10.26434_SLASH_chemrxiv-2024-d6sj9
tBubpyNi(p-tolyl)Cl,THF,475.0,null,0.00067,null,null,"Most stable under O2, forms C-O coupled products",chemrxiv_10.26434_SLASH_chemrxiv-2024-d6sj9
tBubpyNi(o-tolyl)Cl,THF,460.0,null,0.00111,null,null,High quantum yield and reactivity under O2,chemrxiv_10.26434_SLASH_chemrxiv-2024-d6sj9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7w6g6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0df8q
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0npdl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qf2nx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-31vk9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-47m1r
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-9fds6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m0xw7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4s0dn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d2cb2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rpf17-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hl427-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lk8q5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dnkbx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1r6z6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-98nc1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4hh1z
Rose Bengal,null,null,null,null,null,null,Photocatalyst used to generate singlet oxygen,chemrxiv_10.26434_SLASH_chemrxiv-2024-7m8fx
Eosin Y,null,null,null,null,null,null,Photocatalyst used to generate singlet oxygen,chemrxiv_10.26434_SLASH_chemrxiv-2024-7m8fx
Ruthenium tris(bipyridine) complex,null,null,null,null,null,null,Photocatalyst used to generate singlet oxygen,chemrxiv_10.26434_SLASH_chemrxiv-2024-7m8fx
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-9cjzc-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tkjr1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mjgbr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-69zhl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-69rxt
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3w2np
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mlcss-v2
caffeoyl-quinic acid,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin hexosyl-pentoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin-hexosyl-deoxyhexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin acetyl-hexosyl-deoxyhexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin-trihexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin-hexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
kaempferol acetyl-pentopyranoside- hexopyranoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
kaempferol-pentosyl-deoxyhexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
caffeoyl-hydroxy-methylbutyryl-pentoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
caffeoyl-loganic acid,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin acetyl-ethyl-hexuronide-O-pentoside isomer 1,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin-malonyl-hexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin acetyl-ethyl-hexuronide-O-pentoside isomer 2,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
quercetin hexopyranosyl-O-p-coumaroyl-pentopyranoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
dihydroquercetin-hexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
coumaroyl hexoside derivatives,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
p-coumaroyl-loganic acid isomer 1,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
phenylbytil-O-dihydrocoumaroyl-hexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
p-coumaroyl-loganic acid isomer 2,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
ferulic acid derivatives,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
geranyl pentosyl-hexoside,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
hexopyranosyl-hexanoyl-hexapyranose,null,null,null,null,null,null,no photophysical data available,chemrxiv_10.26434_SLASH_chemrxiv-2024-q1w8k
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5wh98
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bhcdp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r98bn
NH2-NO2-C18-H,null,559.0,null,null,null,null,This molecule exhibits excellent optical nonlinearity and has a significant first hyperpolarizability.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8hxsh
H-CH2-C18-H,null,208.9,null,null,null,null,This molecule has a small dipole moment and serves as a reference for comparison.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8hxsh
H-NO2-C18-H,null,354.7,null,null,null,null,This molecule shows moderate optical properties with slight red-shift in absorption.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8hxsh
NH2-CH2-C18-H,null,559.0,null,null,null,null,This molecule demonstrates increased first hyperpolarizability compared to H-CH2-C18-H.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8hxsh
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5vwn0
402 nm,water,402.0,null,null,null,null,Hagg(1) with blue-shifted Soret band,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
450 nm,water,450.0,null,null,null,null,Jagg(1) with red-shifted Soret band and enhanced excitonic coupling,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
415 nm,acetonitrile,415.0,null,null,null,null,Monomeric porphyrin 1 in acetonitrile,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
434 nm,water,434.0,null,null,null,null,Denaturation of Hagg(1) monitored at 434 nm,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
405 nm,water,null,405.0,null,null,null,Excitation wavelength for Hagg fluorescence measurements,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
458 nm,water,null,458.0,null,null,null,Excitation wavelength for Jagg fluorescence measurements,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
10.74 ns,water,null,null,null,null,10.74,Fluorescence lifetime of monomeric porphyrin 1 in acetonitrile,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
9.60 ns,acetonitrile,null,null,null,null,9.6,Fluorescence lifetime of Hagg(1) compared to monomer,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
480 ps,water,null,null,null,null,480.0,Singlet excited state lifetime of Jagg(1),chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
10 ps,water,null,null,null,null,10.0,Charge-separation state lifetime in Jagg(1),chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
354 ps,water,null,null,null,null,354.0,Charge-separated state lifetime in Jagg(1),chemrxiv_10.26434_SLASH_chemrxiv-2024-t0lhz
Na2CO3,aqueous solution,null,null,null,null,null,"Kosmotropic anion, increases BL thickness",chemrxiv_10.26434_SLASH_chemrxiv-2024-z046h
NaH2PO4,aqueous solution,null,null,null,null,null,"Kosmotropic anion, affects growth profiles",chemrxiv_10.26434_SLASH_chemrxiv-2024-z046h
NaNO3,aqueous solution,null,null,null,null,null,"Chaotropic anion, decreases BL thickness",chemrxiv_10.26434_SLASH_chemrxiv-2024-z046h
NaSCN,aqueous solution,null,null,null,null,null,"Most chaotropic, significant effect on pH stability",chemrxiv_10.26434_SLASH_chemrxiv-2024-z046h
Silicon Pyronine (SiP),N/A,634.0,654.0,0.39,null,null,Fluorophore used in probes for GFP and EpCAM antigens with absorption-dependent fluorescence activation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-3pplw
Silicon Pyronine (SiP) - GFP Probe,N/A,634.0,654.0,0.39,null,null,Shows a 25-fold fluorescence increase upon binding to GFP after DTT pretreatment.,chemrxiv_10.26434_SLASH_chemrxiv-2024-3pplw
Silicon Pyronine (SiP) - EpCAM Probe,N/A,634.0,654.0,0.39,null,null,Shows a 12-fold fluorescence increase upon binding to EpCAM after DTT pretreatment.,chemrxiv_10.26434_SLASH_chemrxiv-2024-3pplw
4DMAC-TPPQ,toluene,650.0,null,0.137,70500 (315 nm),20.2,"emission in toluene, degassed conditions",chemrxiv_10.26434_SLASH_chemrxiv-2024-trlwc
4PXZ-TPPQ,toluene,762.0,null,0.008,86900 (315 nm),1.98,"emission in toluene, degassed conditions",chemrxiv_10.26434_SLASH_chemrxiv-2024-trlwc
"1,1,2,3,3-pentacyanopropenide",aqueous THF,280.0,null,null,null,null,Fluorescence emission attributed to aggregates of pentacyanopropenide.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r0r1z
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lq6sg
Valerenic acid,null,253.0,null,null,null,null,Valerenic acid showed activity on TRPV1 ion channels.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
isovaltrate isovaleroyloxyisohydrin,null,253.0,null,null,null,null,Previously undescribed compound with neuroprotective potential.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
isovaltrate α-(isovaleroxy)isovaleroxyhydrin,null,252.0,null,null,null,null,Previously undescribed compound with minimal neuroprotective effect.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
iridoidvol A,null,null,null,null,null,null,Known compound with inhibitory effects on platelet activation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
isovaltrate isovaleroyloxyhydrin,null,null,null,null,null,null,Known compound with potentiating effect on platelet activation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
valtrate hydrine B1,null,null,null,null,null,null,Known compound with strong potentiating effect on platelet activation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
hydroxyvalerenic acid,null,243.0,null,null,null,null,Showed moderate neuroprotective effects.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
acetoxyvalerenic acid,null,null,null,null,null,null,Known compound with inhibitory effects on platelet activation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
2-oxovalerenic acid,null,243.0,null,null,null,null,Previously undescribed compound with pronounced neuroprotective potential.,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlfsk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bv03m
5-(Perylen-3-yl)-2-hydroxymethyl-thiophene,dichloromethane,490.0,666.0,null,null,176.0,Stokes shift of 176 nm,chemrxiv_10.26434_SLASH_chemrxiv-2024-jt6ld
3-Formyl-5-(perylen-3-yl)thiophene,dichloromethane,457.0,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jt6ld
2-(Perylen-3-ylmethylene)malononitrile,dichloromethane,518.0,null,null,null,null,Dark-red solid,chemrxiv_10.26434_SLASH_chemrxiv-2024-jt6ld
(E)-3-(2-Nitrovinyl)perylene,dichloromethane,null,null,null,null,null,Dark-red solid,chemrxiv_10.26434_SLASH_chemrxiv-2024-jt6ld
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gtpfm
probe 1,MeCN,525.0,541.5,0.13,3.41e4 (525 nm),1.19,"High singlet oxygen quantum yield (~80%), dual targeting to mitochondria and lysosomes, enhanced phototoxicity",chemrxiv_10.26434_SLASH_chemrxiv-2024-38npb
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3r8sf-v2
carbon monoxide,null,null,null,null,null,null,No photophysical data provided for CO in this paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-bt323
benzene,null,256.7,null,null,null,null,CSD Reference: BENZEN,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
anthracene,null,384.9,null,null,null,null,CSD Reference: ANTCEN,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
pentacene,null,719.0,null,null,null,null,CSD Reference: PENCEN,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
hexacene,null,1062.5,null,null,null,null,CSD Reference: ZZZDKE01,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
rubrene (orthorhombic),null,543.7,null,null,null,null,CSD Reference: QQQCIG04,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
rubrene (monoclinic),null,472.8,null,null,null,null,CSD Reference: QQQCIG13,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
rubrene (triclinic),null,539.6,null,null,null,null,CSD Reference: QQQCIG14,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
perylenes,null,472.8,null,null,null,null,"CSD References: PERLEN05, PERLEN07",chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
"diindeno[1,2,3-cd:1',2',3'-lm]perylene",null,null,null,null,null,null,CSD Reference: POBPIG,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
quaterrylene,null,null,null,null,null,null,CSD Reference: QUATER10,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
coronene,null,null,null,null,null,null,"CSD References: CORONE01, HBZCOR",chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
"hexabenzo[bc,ef,hi,kl,no,qr]coronene",null,null,null,null,null,null,CSD Reference: HBZCOR,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
biphenyl,null,null,null,null,null,null,CSD Reference: BIPHEN,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
chrysene,null,null,null,null,null,null,CSD Reference: CRYSEN01,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
p-terphenyl,null,null,null,null,null,null,CSD Reference: TERPHE02,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
"1,12-benzoperylene",null,null,null,null,null,null,CSD Reference: BNPERY,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
"10,10'-diphenyl-9,9'-bianthryl",null,null,null,null,null,null,CSD Reference: KUBVUY,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
"9,9'-bianthracenyl",null,null,null,null,null,null,CSD Reference: KUBWAF01,chemrxiv_10.26434_SLASH_chemrxiv-2024-ms8x6-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v2d9h
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1hrrp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g2bt9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-964md
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rzqmh
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-ftq9n
Na0.745(6)Li0.164(4)Ni0.238(1)Mn0.599(3)O2,null,null,null,null,null,null,"The paper focuses on structural and electrochemical properties of Li-substituted P2-type sodium layered oxides for Na-ion batteries, rather than photophysical data.",chemrxiv_10.26434_SLASH_chemrxiv-2024-7x9sm
Na2/3Ni1/3Mn2/3O2,null,null,null,null,null,null,"The paper focuses on structural and electrochemical properties of Li-substituted P2-type sodium layered oxides for Na-ion batteries, rather than photophysical data.",chemrxiv_10.26434_SLASH_chemrxiv-2024-7x9sm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4qn97
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-v9565
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0z9l6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gz0vj
GreenPt,DMSO,527.0,543.0,0.17,73200 (527 nm),416.0,Dual-action Pt(IV) prodrug with high PDT activity,chemrxiv_10.26434_SLASH_chemrxiv-2024-bgzv3
BODIPY 5,DMSO,527.0,543.0,0.25,null,390.0,High singlet oxygen quantum yield of 0.69,chemrxiv_10.26434_SLASH_chemrxiv-2024-bgzv3
BODIPY 8,DMSO,527.0,543.0,0.25,95400 (527 nm),null,High singlet oxygen quantum yield of 0.69,chemrxiv_10.26434_SLASH_chemrxiv-2024-bgzv3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cpv8t
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hxdbt
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qwh3w-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j1rq5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b8x26
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dtt68
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r6t15-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-383sc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-17kvm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-143h3
Glutathione (protonated),null,560.0,null,null,null,null,"Studied in gas phase, cryogenically cooled, and ionized; experiments conducted using 2D IR spectroscopy to observe coherent vibrational dynamics without solvent effects.",chemrxiv_10.26434_SLASH_chemrxiv-2024-sr8sl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wpr4m-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5m8m7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-slrc0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bz4cj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sc8jv
hexachloroauric acid,ethanol,null,null,null,null,null,"Surfactant-free gold nanoparticles synthesized in alkaline water-ethanol mixtures, used for catalysis in alcohol oxidation reactions.",chemrxiv_10.26434_SLASH_chemrxiv-2024-qqbpj-v2
trichloroauric acid,methanol,null,null,null,null,null,"Larger gold nanoparticles synthesized using methanol as reducing agent, comparable activity to smaller ethanol-derived particles.",chemrxiv_10.26434_SLASH_chemrxiv-2024-qqbpj-v2
triethanolamine,null,null,null,null,null,null,No photophysical data provided for triethanolamine in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-5dcf2
triethylamine,null,null,null,null,null,null,No photophysical data provided for triethylamine in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-5dcf2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w6kxl-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-42pt6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f13l1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xsgmm
gold nanorods,none provided,null,null,null,none provided,null,Plasmonic properties discussed but no specific photophysical data for small molecules.,chemrxiv_10.26434_SLASH_chemrxiv-2024-rmdqj
au@pd nanorods,none provided,null,null,null,none provided,null,Plasmonic properties discussed but no specific photophysical data for small molecules.,chemrxiv_10.26434_SLASH_chemrxiv-2024-rmdqj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gtxv4
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-54chr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kgnbp
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-s75wv-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-547lt-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1w0d2-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kvhzf-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0q272
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4rlmq
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cbwhd
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j03jp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8bkp0
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-bvdw5
"4-(2-Aminoethoxy)-N-[(perylene-3,4,9,10-tetracarboxylic acid tetraoctylester-1-yl)methyl]butanamide","HEPES:CH3CN (3:7, v/v, pH 7.3)",536.0,520.0,null,null,null,Probe for Cu²⁺ detection via ICT and a-PET mechanisms,chemrxiv_10.26434_SLASH_chemrxiv-2024-4kjsx-v2
Mono-bromo perylene tetracarboxylic tetraoctylester,null,null,null,null,null,null,Used for solid-state fluorescence in latent fingerprint visualization,chemrxiv_10.26434_SLASH_chemrxiv-2024-4kjsx-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5xltt-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w7cc1-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7q5jg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-smnj3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x94rm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z9sfs
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vm2dc
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-blth5-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x89jw-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-thmt9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qc57p
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rnh83
1-Eu·0.5MeCN,MeCN,null,679.0,null,null,null,Emission spectrum at room temperature with excitation wavelength at 280 nm.,chemrxiv_10.26434_SLASH_chemrxiv-2024-cfz3l
1-Yb·0.5MeCN,MeCN,null,1017.0,null,null,null,Emission spectrum at room temperature and 77 K with excitation wavelength at 280 nm.,chemrxiv_10.26434_SLASH_chemrxiv-2024-cfz3l
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6150s
