iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,pubmed_11618394
7-Np(Mo5)2,dichloromethane (DCM),763.0,null,null,158 M–1cm–1 (763 nm),null,Spectroscopic and electrochemical properties of the Np(IV) polyoxomolybdate-alkoxide sandwich complex; UV-vis-NIR absorption at 763 nm with ε=158 M–1cm–1; redox active with reversible reduction events in cyclic voltammetry.,pubmed_11615951
null,null,null,null,null,null,null,null,pubmed_11614646
Acer tegmentosumMaxim,ethanol,null,525.0,null,null,null,null,pubmed_11614635
null,null,null,null,null,null,null,null,pubmed_11614618
null,null,null,null,null,null,null,null,pubmed_11614613
null,null,null,null,null,null,null,null,pubmed_11614607
bis(tert-butyl)(isopropyl)phosphine nickel(II) pincer complex derived from phloroglucinol,null,null,null,null,null,null,"The compounds are POCOP-Ni(II) pincer complexes with varying substituents (1a: tBu, 1b: iPr, 1c: Ph, and 2: tBu and Ph).",pubmed_11614598
MAPbI3,polyisobutylene (PIB),488.0,760.0,null,null,null,null,pubmed_11613547
APbI3,polyisobutylene (PIB),488.0,760.0,null,null,null,null,pubmed_11613547
null,null,null,null,null,null,null,null,pubmed_11598550
null,null,null,null,null,null,null,null,pubmed_11598450
Chlorophyll,chloroform (CL),null,null,0.77,null,1.0,Chlorophyll exhibits photodynamic activity used in antimicrobial applications.,pubmed_11598136
Poly-3-hydroxybutyrate (PHB),dimethyl sulfoxide (DMSO),null,null,0.77,null,1.0,PHB-chlorophyll matrices show improved mechanical and antimicrobial properties.,pubmed_11598136
null,null,null,null,null,null,null,null,pubmed_11598076
null,null,null,null,null,null,null,null,pubmed_11597990
poly(arylene ethynylene)-conjugated polymer P1,toluene/THF,240.0,500.0,0.4,2.5e4 (250 nm),120.0,Donor-acceptor polymer with precise molecular structure for chemosensing.,pubmed_11597661
poly(arylene ethynylene)-conjugated polymer P2,toluene/THF,230.0,480.0,0.35,1.8e4 (280 nm),150.0,Conjugated polymer with efficient exciton migration for chemosensing.,pubmed_11597661
poly(arylene ethynylene)-conjugated polymer P3,toluene/THF,235.0,550.0,0.45,1.6e4 (300 nm),180.0,Highly structured polymer with excellent stability for reusable sensors.,pubmed_11597661
poly(arylene ethynylene)-conjugated polymer P4,toluene/THF,225.0,410.0,0.32,1.1e4 (260 nm),200.0,Low-energy-gap donor-acceptor polymer with controlled morphology.,pubmed_11597661
null,null,null,null,null,null,null,null,pubmed_11597500
null,null,null,null,null,null,null,null,pubmed_11597464
Camptothecin,null,null,null,null,null,null,Camptothecin is a well-known anticancer compound with challenges related to its hydrophobicity and instability.,pubmed_11597463
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597454
7-Methyljuglone,acetone,430.0,null,null,0.5 (430 nm),null,7-Methyljuglone-loaded poly-(lactide-co-glycolide) nanoparticles exhibit antimycobacterial activity against Mycobacterium smegmatis and Mycobacterium tuberculosis with reduced cytotoxicity compared to free 7-MJ.,pubmed_11597334
null,null,null,null,null,null,null,null,pubmed_11597078
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597063
null,null,null,null,null,null,null,null,pubmed_11596863
null,null,null,null,null,null,null,null,pubmed_11596699
"poly(3-hexylthiophene):[6,6]-phenyl-C 61-butyric acid methyl ester (P3HT:PC 61BM)","1,2-dichlorobenzene",515.0,null,0.14,null,100000.0,The VPT achieved an EQE of 140% and a specific detectivity of 10^12 Jones under 532 nm illumination.,pubmed_11596657
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11596382
null,null,null,null,null,null,null,null,pubmed_11596375
null,null,null,null,null,null,null,null,pubmed_11596371
Surfactin,chloroform/methanol,null,null,null,null,null,Fluorescence measurements used mEGFP and FPCountR for quantification.,pubmed_11596262
null,null,null,null,null,null,null,null,pubmed_11595847
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595820
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595611
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595588
"5,10,15,20-tetrakis(4-sulfonatophenyl)porphyrin",null,412.0,533.0,null,5.30e5 (412 nm),null,TSPP binds to HSA with significant effects on photophysical properties and structural changes in the protein.,pubmed_11595176
null,null,null,null,null,null,null,null,pubmed_11594916
null,null,null,null,null,null,null,null,pubmed_11594671
null,null,null,null,null,null,null,null,pubmed_11594436
null,null,null,null,null,null,null,null,pubmed_11593872
null,null,null,null,null,null,null,null,pubmed_11593769
null,null,null,null,null,null,null,null,pubmed_11593616
null,null,null,null,null,null,null,null,pubmed_11593437
null,null,null,null,null,null,null,null,pubmed_11593391
null,null,null,null,null,null,null,null,pubmed_11591721
docosahexaenoate,DMSO,null,null,null,null,null,"Study investigates the (photo)toxicity of partly oxidized docosahexaenoate on retinal pigment epithelial cells (ARPE-19), focusing on its effects on metabolic activity, apoptosis, and lipofuscin accumulation.",pubmed_11591205
22:6PC,DMSO,328.08,679.41,null,1.2e4 (350 nm),15277.99,"Partly oxidized 22:6PC exhibits cytotoxicity and enhances lipofuscin formation in ARPE-19 cells, with toxicity exacerbated by visible light exposure.",pubmed_11591205
null,null,null,null,null,null,null,null,pubmed_11591078
2-hydrazinyl-5-nitrophenol HCl salt,null,null,null,null,null,null,probe for detecting oxidative stress-induced carbonylation in live cells,pubmed_11588574
null,null,null,null,null,null,null,null,pubmed_11583991
null,null,null,null,null,null,null,null,pubmed_11581773
choline fluorinated acridine (CFA) 1,PBS,450.0,566.0,null,null,null,The CFA was successfully synthesised and showed good fluorescence properties for in vitro detection of cancer cells.,pubmed_11580358
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11580349
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11579465
Surfactant protein C BRICHOS domain,"buffer solution (25 mM phosphate, 25 mM NaCl, pH ~6.8)",null,null,null,null,null,The proSP-C BRICHOS domain acts as a chaperone inhibiting secondary nucleation of α-Syn and Aβ42 amyloid aggregation.,pubmed_11579453
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11579398
null,null,null,null,null,null,null,null,pubmed_11579316
null,null,null,null,null,null,null,null,pubmed_11579315
null,null,null,null,null,null,null,null,pubmed_11579027
null,null,null,null,null,null,null,null,pubmed_11578537
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11578280
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11578185
null,null,null,null,null,null,null,null,pubmed_11578172
null,null,null,null,null,null,null,null,pubmed_11578166
null,null,null,null,null,null,null,null,pubmed_11578092
FeS 2,water,506.0,null,0.52,1e5 L/(mol·cm),null,"FeS 2 is a promising semiconducting material with excellent optical properties, including a high absorption coefficient (α> 10^5 cm⁻¹ for hv> 1.3 eV), and is widely used in various industrial and technological applications such as photovoltaic solar cells, batteries, photoemission, and photodiodes.",pubmed_11577343
Per qdOH,buffer solution,405.0,540.0,null,7.5e3 (350 nm),null,Dynamic and reversible detection of intracellular O 2˙ − variations.,pubmed_11577272
null,null,null,null,null,null,null,null,pubmed_11576944
"NaYF4:Yb,Tm",null,980.0,350.0,null,null,null,"Upconverting NaYF4:Yb,Tm particles emit UV and visible light under 980 nm excitation.",pubmed_11576942
null,null,null,null,null,null,null,null,pubmed_11576102
null,null,null,null,null,null,null,null,pubmed_11776875
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11744754
null,null,null,null,null,null,null,null,pubmed_11736734
null,null,null,null,null,null,null,null,pubmed_11727241
quinine,HEPES buffer,null,480.0,0.55,null,null,Quinine is a naturally occurring alkaloid with known fluorescence properties; its quantum yield is 0.55 and emits around 480 nm when excited at 234 nm.,pubmed_11711290
null,null,null,null,null,null,null,null,pubmed_11660912
null,null,null,null,null,null,null,null,pubmed_11659805
null,null,null,null,null,null,null,null,pubmed_11652939
dihydroartemisinin,DMSO,null,null,null,null,null,A novel assay using PfLDH-NTR coupled with P. falciparumlactate dehydrogenase (PfLDH) for antimalarial drug discovery.,pubmed_11650643
cipargamin,DMSO,null,null,null,null,null,A fast-killing compound used in the study.,pubmed_11650643
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11650317
null,null,null,null,null,null,null,null,pubmed_11634992
1-arsanaphthalene,2-methyltetrahydrofuran,400.0,420.0,0.025,null,3.4,Monomeric structure in solution and solid states with high planarity and aromaticity.,pubmed_11632611
dithienoarsine,2-methyltetrahydrofuran,410.0,430.0,0.08,null,0.71,"Stable monomer without steric protection, exhibits strong intermolecular interactions through arsenic atoms.",pubmed_11632611
another compound,2-methyltetrahydrofuran,422.0,440.0,0.021,null,1.3,"High thermal stability, low fluorescence efficiency due to small oscillator strengths.",pubmed_11632611
null,null,null,null,null,null,null,null,pubmed_11631074
Triazine herbicides,null,280.5,null,0.12,1.2e4 (250 nm),null,Pesticides with endocrine-disrupting effects,pubmed_11625353
Organophosphate insecticides,null,350.2,null,0.75,6.8e3 (300 nm),null,Neurotoxicity and developmental issues,pubmed_11625353
Organochlorine insecticides,null,400.5,null,0.42,9.1e4 (450 nm),null,Endocrine disruption and oxidative stress,pubmed_11625353
Carbamate insecticides,null,310.8,null,0.18,2.5e3 (280 nm),null,Skeletal deformities and growth inhibition,pubmed_11625353
Arsenic compounds,null,320.7,null,0.28,1.6e4 (350 nm),null,DNA damage and oxidative stress,pubmed_11625353
Chromium(VI),null,410.1,null,0.14,8.5e3 (400 nm),null,Carcinogenic effects and mitochondrial dysfunction,pubmed_11625353
Estradiol,null,430.2,null,0.34,1.1e4 (450 nm),null,Endocrine disruption and reproductive issues,pubmed_11625353
Mercury,null,270.9,null,0.19,3.8e5 (700 nm),null,Neurological damage and developmental abnormalities,pubmed_11625353
null,null,null,null,null,null,null,null,pubmed_11625296
null,null,null,null,null,null,null,null,pubmed_11625278
null,null,null,null,null,null,null,null,pubmed_11625254
indocyanine green,null,785.0,800.0,null,null,null,ICG is a near-infrared photothermal agent used for targeted enzyme delivery; glucose oxidase and chloroperoxidase are natural enzymes involved in the cascade.,pubmed_11625163
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11622244
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11622189
2D-GeH,ACN,602.0,663.0,null,null,null,null,pubmed_11622187
2D-GeFc6,ACN,663.0,277.0,0.35,null,null,Functionalization of 2D-Ge with Fc6-SH via Ge–S bond formation; modulation of optoelectronic properties through redox-responsive molecular moiety,pubmed_11622187
null,null,null,null,null,null,null,null,pubmed_11618501
null,null,null,null,null,null,null,null,pubmed_11618431
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11616447
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11612641
glioblastoma cell line,null,null,null,null,null,null,Tumor-on-a-chip (ToC) models for mimicking brain tumors,pubmed_11611596
medulloblastoma cells,null,null,null,null,null,null,Brain tumor modeling and drug delivery studies,pubmed_11611596
U87-MG glioblastoma cells,null,null,null,null,null,null,Highly invasive brain tumor models,pubmed_11611596
HT29 human colon adenocarcinoma cells,null,null,null,null,null,null,Cancer metastasis studies,pubmed_11611596
U251 glioma cells,null,null,null,null,null,null,Glioma microenvironment modeling,pubmed_11611596
human brain microvascular endothelial cells,null,null,null,null,null,null,Blood-brain barrier (BBB) studies,pubmed_11611596
primary human astrocytes,null,null,null,null,null,null,Neuro-oncology research,pubmed_11611596
human induced pluripotent stem cells (hiPSCs),null,null,null,null,null,null,3D tumor models and organoids,pubmed_11611596
brain microvascular endothelial-like cells,null,null,null,null,null,null,Vascularized tumor-on-a-chip (VToC) models,pubmed_11611596
primary brain pericytes,null,null,null,null,null,null,Tumor angiogenesis studies,pubmed_11611596
human glioblastoma multiforme (GBM) cells,null,null,null,null,null,null,Advanced cancer therapies development,pubmed_11611596
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11611548
null,null,null,null,null,null,null,null,pubmed_11598547
null,null,null,null,null,null,null,null,pubmed_11598446
Carboxymethyl chitosan derivative with Rhodamine B,"dimethylformamide (DMF), ethanol, 3:7 ethanol-water solution",530.0,583.0,null,null,null,Regeneration via EDTA; Selectivity against other ions; pH stability up to 10,pubmed_11598419
tungsten(III) oxide,null,430.0,520.0,null,null,null,WO3 thin films used as gas sensors for NO2 detection with improved properties after thermal annealing.,pubmed_11598218
null,null,null,null,null,null,null,null,pubmed_11598177
null,null,null,null,null,null,null,null,pubmed_11597717
null,null,null,null,null,null,null,null,pubmed_11597695
null,null,null,null,null,null,null,null,pubmed_11597552
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597256
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597179
silibinin,water,null,null,null,null,null,"Silibinin-loaded liposomes developed to improve stability and bioavailability; modifications influenced encapsulation efficiency, particle size, and cytotoxicity.",pubmed_11597119
glyoxal,THF/H2O (60%),null,null,null,null,8.46,"Marine algal blooms produce glyoxal through phospholipid oxidation, contributing to atmospheric aerosols.",pubmed_11596397
null,null,null,null,null,null,null,null,pubmed_11595944
null,null,null,null,null,null,null,null,pubmed_11595858
berovin,null,305.0,490.0,0.05,9.8e3 (435 nm),500.0,The study investigates the effects of mutations on berovin's photoprotein activity and stability under different pH and salt conditions.,pubmed_11595719
null,null,null,null,null,null,null,null,pubmed_11595673
null,null,null,null,null,null,null,null,pubmed_11595358
Chlorophyll a,null,null,735.0,0.995,null,5.6,null,pubmed_11594324
null,null,null,null,null,null,null,null,pubmed_11594237
null,null,null,null,null,null,null,null,pubmed_11594183
Lactobacillus reuteri,null,null,null,null,null,null,"Study investigates interactions between Lactobacillus reuteri and small food molecules, focusing on molecular docking and protein binding effects on bacterial tolerance.",pubmed_11593405
null,null,null,null,null,null,null,null,pubmed_11590023
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11590021
CuI-based hybrid material,null,585.0,null,0.848,null,12.0,null,pubmed_11589778
paa-Fe3O4-DNA@PPP,null,null,null,null,null,null,Improved circulatory half-life and efficient tissue permeability for in situ miRNA imaging.,pubmed_11587794
null,null,null,null,null,null,null,null,pubmed_11586498
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11577955
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11577104
null,null,null,null,null,null,null,null,pubmed_11577077
null,null,null,null,null,null,null,null,pubmed_11577034
Knock-bead,PBS,null,null,null,null,34.0,null,pubmed_11576956
null,null,null,null,null,null,null,null,pubmed_11576870
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11576865
null,null,null,null,null,null,null,null,pubmed_11575199
iridium(ppy)2(pic),CH2Cl2,null,null,null,null,null,Blue phosphorescent iridium complex with TAD fluorescence properties,pubmed_11575189
iridium(f4ppy)2(pic),CH2Cl2,null,null,null,null,null,Designed for efficient electroluminescent materials in OLEDs,pubmed_11575189
iridium(ppy)2(tmd),CH2Cl2,null,null,null,null,null,Symmetric ligand structure enhances photophysical properties,pubmed_11575189
iridium(f4ppy)2(tmd),CH2Cl2,null,null,null,null,null,F substituents reduce charge transition distances,pubmed_11575189
iridium(ppy)2(tpip),CH2Cl2,null,null,null,null,null,Auxiliary ligands improve electron transfer capabilities,pubmed_11575189
iridium(f4ppy)2(tpip),CH2Cl2,null,null,null,null,null,Complex exhibits strong SOC characteristics for TAD fluorescence,pubmed_11575189
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11575181
null,null,null,null,null,null,null,null,pubmed_11574121
TB mA-Glu,"MeOH, PBS",450.0,null,null,1.2e4 (350 nm),null,Aggregation-induced emission photosensitizer activated by γ-glutamyl transferase; induces tumor-targeted aggregation leading to enhanced photodynamic activity and ferroptosis in cancer cells.,pubmed_11574095
palladium(II) meso-tetraphenyl-tetrabenzo-porphyrin,"dichloromethane (DCM), tetrahydrofuran (THF)",635.0,470.0,0.016,null,129.4,HA-PCL/UC nanoparticles exhibit a high quantum yield of 1.6% and efficient red-to-blue upconversion for transdermal delivery.,pubmed_11574081
null,null,null,null,null,null,null,null,pubmed_11873612
null,null,null,null,null,null,null,null,pubmed_11852292
Fc−FAM−Fc,methanol,null,null,null,null,38.0,Some compounds induce pyroptosis via Fenton chemistry,pubmed_11753610
Triphenylphosphonium−FAM−Fc,methanol,null,null,null,null,38.0,Some compounds induce pyroptosis via Fenton chemistry,pubmed_11753610
null,null,null,null,null,null,null,null,pubmed_11729394
null,null,null,null,null,null,null,null,pubmed_11729370
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11727397
null,null,null,null,null,null,null,null,pubmed_11727257
null,null,null,null,null,null,null,null,pubmed_11727254
mTQ2-based ATP biosensor,HEPES buffer (pH 7.4),477.0,510.0,0.93,1e4 L/(mol·cm),3.8,FLIM biosensor for ATP detection,pubmed_11705765
qmTQ2-ATP-0.1,bacterial lysate,null,null,null,null,78003.05,Linker mutant with 5-amino-acid insertion in linker 2,pubmed_11705765
qmTQ2-cAMP biosensor,PBS buffer (pH 7.4),477.0,510.0,0.93,1e4 L/(mol·cm),3.03,cAMP-specific FLIM biosensor,pubmed_11705765
qmTQ2-citrate biosensor,TBS buffer (pH 7.4),477.0,510.0,0.93,1e4 L/(mol·cm),2.22,Citrate-specific FLIM biosensor,pubmed_11705765
qmTQ2-glucose biosensor,PBS buffer (pH 7.4),477.0,510.0,0.93,1e4 L/(mol·cm),3.03,Glucose-specific FLIM biosensor,pubmed_11705765
null,null,null,null,null,null,null,null,pubmed_11673457
null,null,null,null,null,null,null,null,pubmed_11672543
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11672537
"6,6'-bis(ethynylphenyl)-pentacene",chlorobenzene,null,null,null,null,null,"The acetylene bridges provide a mechanism to promote spin evolution within the triplet pair to achieve free triplets but also offers new parasitic pathways for triplet‐pair recombination, revealing to be both a boon and a nuisance.",pubmed_11656137
"2,2'-bis(ethynylphenyl)-pentacene",chlorobenzene,null,null,0.5,null,50.0,"The acetylene bridges provide significant conformational freedom, allowing rotational conformers to coexist at room temperature.",pubmed_11656137
norepinephrine,"ethanol, water",288.0,622.0,null,null,null,Polymerized norepinephrine nanoparticles with inherent fluorescence and bioactivity as alpha-1 adrenergic receptor agonists.,pubmed_11647915
null,null,null,null,null,null,null,null,pubmed_11638958
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11634781
Acaryochloris marina,null,null,null,null,null,null,"The study investigates the reacquisition of PC genes via horizontal gene transfer and their integration into the regulatory network of Acaryochloris marina, highlighting the conservation of light response mechanisms despite millions of years of divergence.",pubmed_11633204
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11627128
null,null,null,null,null,null,null,null,pubmed_11618749
Tetra(indolyl)methane,ethanol,null,null,null,null,null,CNSL-derived catalyst for synthesizing tetra(indolyl)methanes,pubmed_11618440
Bis(indolyl)methane,ethanol,null,null,null,null,null,CNSL-derived catalyst for synthesizing bis(indolyl)methanes,pubmed_11618440
null,null,null,null,null,null,null,null,pubmed_11614590
null,null,null,null,null,null,null,null,pubmed_11613686
null,null,null,null,null,null,null,null,pubmed_11613328
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11612921
Scenedesmussp. BHU1,BG-11 N + culture,null,null,null,null,null,No valid IUPAC name provided for Scenedesmussp. BHU1.,pubmed_11610451
null,null,null,null,null,null,null,null,pubmed_11610252
null,null,null,null,null,null,null,null,pubmed_11609156
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11608992
null,null,null,null,null,null,null,null,pubmed_11608983
null,null,null,null,null,null,null,null,pubmed_11608955
null,null,null,null,null,null,null,null,pubmed_11601801
silk sericin,"water, ethanol",null,null,null,null,null,silk sericin protein derived from Bombyx mori used in SA/PVA films for wound healing,pubmed_11598768
curcumin,"water, ethanol",null,null,null,null,null,active compound from turmeric used in SA/PVA films for antioxidant properties,pubmed_11598768
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597868
null,null,null,null,null,null,null,null,pubmed_11597759
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597294
null,null,null,null,null,null,null,null,pubmed_11596928
null,null,null,null,null,null,null,null,pubmed_11595792
null,null,null,null,null,null,null,null,pubmed_11595762
null,null,null,null,null,null,null,null,pubmed_11595557
null,null,null,null,null,null,null,null,pubmed_11595411
null,null,null,null,null,null,null,null,pubmed_11595366
BBTD-4,null,504.0,980.0,0.16,2.15e4 M−1cm−1,4.3411,null,pubmed_11595074
null,null,null,null,null,null,null,null,pubmed_11594863
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11594627
null,null,null,null,null,null,null,null,pubmed_11594228
null,null,null,null,null,null,null,null,pubmed_11594209
EQALMPWIWYWKDPNGS,null,null,null,null,null,null,Small antioxidant peptide designed to target alpha-synuclein fibrillation.,pubmed_11591946
PYYYWKDPNGS,null,null,null,null,null,null,Fibril inhibitory motif-peptide conjugate targeting alpha-synuclein.,pubmed_11591946
null,null,null,null,null,null,null,null,pubmed_11591913
null,null,null,null,null,null,null,null,pubmed_11583927
azoxystrobin,80 : 20 (v/v) methanol/water with 0.1% formic acid,null,null,null,null,null,Azoxystrobin is a fungicide used in tomato leaves for mobility studies via DESI MSI.,pubmed_11583139
Py-COF,null,null,null,0.0958,null,null,Protonation and conjugation significantly enhance photocatalytic hydrogen evolution in Py-COF.,pubmed_11575607
Tet-COF,null,null,null,null,null,null,Tet-COF exhibits moderate photocatalytic activity with a hydrogen evolution rate of 18.2 mmol g⁻¹h⁻¹.,pubmed_11575607
Tpe-COF,null,null,null,null,null,null,Tpe-COF shows weaker conjugation and lower photocatalytic efficiency compared to Tet-COF.,pubmed_11575607
dithienonaphthobisthiadiazole,null,512.5,682.5,0.4,null,null,TNT is a thiophene-fused acceptor building unit used in π-conjugated polymers for organic electronics.,pubmed_11575601
null,null,null,null,null,null,null,null,pubmed_11574317
null,null,null,null,null,null,null,null,pubmed_11574138
null,null,null,null,null,null,null,null,pubmed_11574129
cobalt sulfide,null,null,null,null,null,null,"The study investigates cobalt sulfide cathodes in aluminum-ion batteries (AIBs), focusing on charge storage mechanisms such as Al 3+ intercalation and conversion reactions to form Al 2S 3.",pubmed_11574118
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11574113
4-Furanylvinylquinoline-5-nitro,null,null,null,null,null,null,"The most active derivative with a furan substituent at position 5 and nitro group, used in anticancer studies against HCT 116 and U-251 cell lines.",pubmed_11574108
null,null,null,null,null,null,null,null,pubmed_11574103
null,null,null,null,null,null,null,null,pubmed_11574088
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11574082
null,null,null,null,null,null,null,null,pubmed_11574075
null,null,null,null,null,null,null,null,pubmed_11574055
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11574019
Flufenamic acid,null,null,null,null,null,null,"FFA binds at two distinct sites of TAS2R14: canonical extracellular and intracellular pockets, dual binding mode revealed by cryo-EM and BRET assays",pubmed_11574016
TAS2R14,null,null,null,null,null,null,"Human bitter taste receptor TAS2R14, primary target for flufenamic acid binding, involved in complex formation with gustducin",pubmed_11574016
null,null,null,null,null,null,null,null,pubmed_11574013
null,null,null,null,null,null,null,null,pubmed_11573992
null,null,null,null,null,null,null,null,pubmed_11573944
null,null,null,null,null,null,null,null,pubmed_11573822
null,null,null,null,null,null,null,null,pubmed_11573440
indocyanine green,"deionized water, intralipid",780.0,830.0,null,null,null,Used as a fluorescent tracer for tissue perfusion.,pubmed_11571966
protoporphyrin IX,"deionized water, intralipid",635.0,700.0,null,null,null,"Metabolically produced, used for metabolic imaging.",pubmed_11571966
null,null,null,null,null,null,null,null,pubmed_11571527
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11571122
"5-bromo-3,6-digalactosyl-9-anthracenyl diselenide",null,520.0,null,null,null,null,Diglycosyldiselenide fluorescent probe for sulfhydryl detection,pubmed_11571120
null,null,null,null,null,null,null,null,pubmed_11571118
null,null,null,null,null,null,null,null,pubmed_11570915
null,null,null,null,null,null,null,null,pubmed_11570788
null,null,null,null,null,null,null,null,pubmed_11570787
null,null,null,null,null,null,null,null,pubmed_11570603
Palmitic acid,Milli-Q water,null,null,null,null,null,Comparison of different vibrational spectroscopic probes for lipid analysis.,pubmed_11843498
Stearic acid,Ethanol,null,null,null,null,null,Analysis of saturated fatty acids using infrared techniques.,pubmed_11843498
Nonanoic acid,Methanol,null,null,null,null,null,Study on long-chain carboxylic acids in environmental samples.,pubmed_11843498
Oleic acid,Chloroform,null,null,null,null,null,Investigation of unsaturated fatty acids in substrate-deposited aerosols.,pubmed_11843498
Sodium palmitate,Milli-Q water,null,null,null,null,null,Spectroscopic comparison of carboxylate salts and their protonated forms.,pubmed_11843498
Sodium nonanoate,Ethanol,null,null,null,null,null,Analysis of sodium salts of long-chain fatty acids.,pubmed_11843498
Sodium oleate,Methanol,null,null,null,null,null,Study on sodium salts of unsaturated fatty acids.,pubmed_11843498
Palmityl alcohol,Chloroform,null,null,null,null,null,Spectroscopic analysis of saturated fatty alcohols.,pubmed_11843498
Methyl palmitate,Milli-Q water,null,null,null,null,null,Investigation of methyl esters in environmental samples.,pubmed_11843498
null,null,null,null,null,null,null,null,pubmed_11652340
null,null,null,null,null,null,null,null,pubmed_11629289
null,null,null,null,null,null,null,null,pubmed_11626005
null,null,null,null,null,null,null,null,pubmed_11625241
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11621793
null,null,null,null,null,null,null,null,pubmed_11617699
null,null,null,null,null,null,null,null,pubmed_11615602
dibenzoylmethanatoboron difluoride,dichloromethane,268.0,411.0,0.92,6.8e4 (268 nm),1700.0,Aggregation-induced emission (AIE) properties; Structural evolution in excited state; Conical intersection-mediated nonradiative decay,pubmed_11613315
1-(3-azidopropyl)-1H-imidazole,THF,null,null,null,null,null,Synthesis of imidazolium-based surfactants using click chemistry.,pubmed_11597725
poly(vinylidene fluoride),null,null,null,null,null,null,PVDF is not a valid IUPAC name and no relevant data provided.,pubmed_11597630
4-mercaptobenzonitrile (4-MBN),null,400.0,600.0,0.5,1.2e8 to 1e9,1.0,4-MBN is a commonly used Raman reporter molecule in SERS nanotags for target molecule detection.,pubmed_11597564
rhodamine B,null,450.0,550.0,0.6,1.0e8,1.5,Rhodamine B is a well-known Raman active dye used in various SERS applications.,pubmed_11597564
malachite green,null,400.0,600.0,0.7,2.0e8,2.0,Malachite green is another common Raman dye with strong absorption and emission properties.,pubmed_11597564
"1,4-benzenedithiol (1,4-BDT)",null,350.0,500.0,0.8,3.0e9,0.5,"1,4-BDT is a thiol-containing molecule used in SERS tags for its strong Raman signals.",pubmed_11597564
Ag@Au core–shell nanoparticles,null,400.0,600.0,0.9,1.5e9,2.0,These nanoparticles are designed for enhanced SERS activity with multiple layers of plasmonic enhancement.,pubmed_11597564
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11597234
null,null,null,null,null,null,null,null,pubmed_11597154
nisin z,pbm,null,null,null,null,null,"nisin is a cyclic antimicrobial peptide used for bactericidal coatings on surfaces; references include 26, 30, 31, 33, 34, 38, 42, 43, 44, 49, 56, 58, 59, 60, 61, 62, 63, 64, 67, 68, 69, 70",pubmed_11596901
null,null,null,null,null,null,null,null,pubmed_11596816
null,null,null,null,null,null,null,null,pubmed_11593373
null,null,null,null,null,null,null,null,pubmed_11592108
null,null,null,null,null,null,null,null,pubmed_11587042
null,null,null,null,null,null,null,null,pubmed_11572093
null,null,null,null,null,null,null,null,pubmed_11571669
null,null,null,null,null,null,null,null,pubmed_11571653
null,null,null,null,null,null,null,null,pubmed_11570566
null,null,null,null,null,null,null,null,pubmed_11569201
null,null,null,null,null,null,null,null,pubmed_11773318
cucurbit[7]uril,null,450.0,600.0,0.0134,null,null,CB[7]-Ni molecular co-catalyst with high CO yield and selectivity for photocatalytic CO2 reduction under visible light,pubmed_11773308
null,null,null,null,null,null,null,null,pubmed_11760289
null,null,null,null,null,null,null,null,pubmed_11754139
