mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TP/TN/FP/FN,Notes,rand
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x1k47,,,0.0769701307
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x6n6s,,,0.9878752211
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10940377,,,0.4262020525
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bsft2,,,0.8278942821
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_1806.11475v1,,,0.0728904037
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-96nz6,,,0.1246272419
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11256896,,,0.0464245896
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-kxj6s,,,0.9751865966
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fwlm5-v2,,,0.984899583
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-13r7h,,,0.6936604951
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10742996,,,0.2107721074
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2306.03465v1,,,0.3371976018
mof_name,null,null,tetragonal,P 4/n bc,734.73,2.53,39.82,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m9989,,,0.210352971
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-bstn2,,,0.676296643
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dcch9,,,0.6398061216
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10688503,,,0.5986570122
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10882544,,,0.3120587079
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10643352,,,0.7887191169
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10780407,,,0.6433272134
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hjsx5,,,0.1051853253
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nf7v3,,,0.5261361001
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-80dsg,,,0.4632225072
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10739627,,,0.5001067461
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11059486,,,0.4417544825
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-6mt7k-v2,,,0.3589660649
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2402.10613v1,,,0.2998033429
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2003.08936v4,,,0.0325725717
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j9f96,,,0.9141387648
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-qxd4p,,,0.0979922859
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10951991,,,0.1841782529
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-hrbpx-v2,,,0.7003974838
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-km904,,,0.242376839
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10776364,,,0.6013437698
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gvj9p,,,0.744776947
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11022184,,,0.9207340211
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11228018,,,0.9691422668
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-cq8jz,,,0.3213690154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11116401,,,0.6863445039
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-j5skl,,,0.733620415
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11007860,,,0.3739661011
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10719912,,,0.7432873568
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11279470,,,0.6023708773
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-8zq4n,,,0.3864834656
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mjlb4,,,0.5438375657
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_1807.11679v1,,,0.2751483144
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mnvrx-v2,,,0.4230239154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11173972,,,0.5257389464
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.1107_SLASH_s0108767309098067,,,0.5691566395
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10792586,,,0.4604446618
CuGa2O4 NCs,Copper,Acetylacetonates of Cu and Ga,Tetragonal,P 4/nmm,null,null,19.36,Heat-up colloidal reaction with precise control over temperature to avoid reduction of copper ions.,>500 °C (annealing step),Stable in acidic conditions but sensitive to strong bases and water.,"Photocatalysis, optoelectronics applications",Dia,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-776cb-v3,,,0.3926767602
mof_name,Purolite A110,Fe(II) ion,tetragonal,P 2_1/c,2282.04,0.8,170.96,Degassed under He flow at 120 °C for 4 h,Temperature range: 30-70 °C,Stable in acidic and basic environments,Potential applications include DAC processes,dia,Surface area measured by TGA method,chemrxiv_10.26434_SLASH_chemrxiv-2024-3phh7,,,0.1163339922
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10776697,,,0.8111836393
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_1807.11632v2,,,0.1619816488
mof_name3,metal_center_element_or_cluster_2,organic_linker_compound_or_molecule_with_structure,hexagonal,P6/mcc,null,null,null,yet_another_synthesis_method_description_for_research_paper,specific_temperature_stability_range°C,chemical_resistance_in_water_and_acids_details_here,applications_specified_listed_under_header,TBO_topology_code_representation,additional_property_information_not_given,chemrxiv_10.26434_SLASH_chemrxiv-2023-hs7ql,,,0.0434016054
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10675235,,,0.9843707124
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10971640,,,0.3708664796
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fkkp8,,,0.4401026785
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11177944,,,0.6795490023
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10856362,,,0.7022846316
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10600832,,,0.7452580689
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mws3f,,,0.183250813
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1rzqx,,,0.1783881583
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-npjhq-v2,,,0.0679584113
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2003.14322v2,,,0.8555027095
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11074543,,,0.3235680046
mof_name,null,null,null,null,8122.31,1.65,35.6,null,null,null,null,null,null,pubmed_10920615,,,0.5638998994
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11234822,,,0.0575510764
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11050093,,,0.9298653612
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-05kv3,,,0.9978363975
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f3b5s,,,0.354595436
Morin Loaded Mesoporous Molecular Sieves,Fe,Pluronic P123,cubic,P 1 - m P 4 / n,996,0.7,3.5,"Synthesis of mesoporous materials, Characterization by XRD, UV-Vis spectroscopy, TEM images, FT-IR spectra, Morin loading and incorporation confirmed by UV-Vis spectroscopy.",Up to 400°C,Stable in aqueous solutions at room temperature,Potential for tumor treatment through antioxidant activity and controlled drug delivery.,Fe-SBA-15,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-fh7nz,,,0.8233979277
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3rbfp,,,0.4919942562
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11217438,,,0.1878683183
alginate,calcium,sodium alginate,cubic,P1,null,null,null,pressure-controlled microfluidic device synthesis method,up to 200°C for alginate and calcium solution,"alkaline conditions for alginate, neutral pH for calcium solution",microgel rods formation in flow,RCSR symbol: pcu,rod shape stability upon ablation,chemrxiv_10.26434_SLASH_chemrxiv-2023-mq8s2-v3,,,0.6310431168
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bwm63,,,0.9181529754
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pj99z,,,0.5646098922
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g9vv5,,,0.2025064791
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11083589,,,0.9701350823
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11144198,,,0.7164545802
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11040726,,,0.0229582344
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10535772,,,0.7405073275
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11168114,,,0.0382311004
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11120282,,,0.4093666172
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2403.19517v1,,,0.2894156077
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t7861,,,0.2723374558
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v6t5v,,,0.6770586343
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10792991,,,0.3608449998
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10419715,,,0.4931109883
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11268494,,,0.406933472
molecules-29-02117,Cu-BTC,H32+,cubic,P1 21/c 1,5.94,0.68,19.77,carbonization and sulfidation process,up to 500 °C,"stable in acidic, basic, and aqueous environments",colorimetric detection of glutathione,pcu,high catalytic activity for TMB oxidation,pubmed_11085296,,,0.0361888809
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10713640,,,0.6615760517
UiO-66-NH_2,ZrCl_4,Amino-BDC,Cubic,P 21/c,5085.55,4.4,5.18,Synthesis of UiO-66-NH_2 in HEPES buffer with ZrCl_4 and Amino-BDC under mild conditions,Up to 300 °C,"Stable in acidic and basic environments, soluble in water but not in organic solvents",Temperature-responsive luminescence for sensing applications,pcu,Enhanced photoluminescence upon thermal cycling due to stabilization of the MOF structure; no linker leaching or significant particle aggregation observed during heating and cooling cycles,pubmed_11284752,,,0.7114182755
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11190924,,,0.7102772724
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11173502,,,0.0521176038
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10472142,,,0.2361835958
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11121970,,,0.5147561794
mof_name,null,null,cubic,P 2 1/c,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7bt78,,,0.2726058518
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2fhkp,,,0.5724831563
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10456521,,,0.1411744994
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vt063-v2,,,0.7048083728
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d0fxs,,,0.984144687
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11258282,,,0.6585828124
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10470005,,,0.2287017175
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s27dw,,,0.7628354982
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10743114,,,0.1556281652
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10760814,,,0.5313567482
mof_name,null,null,tetragonal,P4_{(2)},null,null,null,nanoparticle synthesis method goes here,thermal_stability_temperature_here°C,,applications_of_mofs_go_here,RCSR_symbol_or_augmented_topo_code_for_example_structure,additional_properties_information_if_applicable,chemrxiv_10.26434_SLASH_chemrxiv-2024-xg3j1,,,0.752488378
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10510647,,,0.2228169951
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7mzbq,,,0.5292266291
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_9203225v1,,,0.2279369649
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-ph262-v3,,,0.7867502151
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-19xhw,,,0.1959544839
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-bq85z-v3,,,0.6429987811
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-4dqkx,,,0.3917059659
PCN-300,Cu,pyrazolate,cubic,P 21/c,9466.39,3.96,112.66,solvothermal synthesis,up to 300 °C,stable in aqueous solutions across pH range from 1 to 14,efficient catalyst for cross dehydrogenative coupling reaction forming C–O bond without ortho,pcu,"robust and stable structure, active Cu-porphyrin sites, 1D open channels;",pubmed_11117398,,,0.8806260091
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2305.03983v2,,,0.4735099708
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2006.12712v1,,,0.936343472
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-52t9s-v2,,,0.8657326924
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10574157,,,0.0391447113
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10532926,,,0.1850471981
mof_name,null,null,null,null,4373.43,4.84,113.6,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-k8c22,,,0.7443862362
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10897104,,,0.695301387
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10819047,,,0.1154184837
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d4qs8,,,0.1005324495
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t6s5l,,,0.787232727
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10937778,,,0.2376573766
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b2651,,,0.0158821058
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10818471,,,0.9970991842
Metal-Peptidic Cages – Helical Oligoprolines Generate Highly Anisotropic Nanospaces with Emergent Isomer Control,Pd,oligoproline,cubic,P2_1/c,null,null,9.83,Solid phase peptide synthesis,Up to 500°C,Water soluble and stable in acidic/basic conditions,Drug delivery,pcu,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-89mz0,,,0.3963639501
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10796362,,,0.2165298145
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d7jfc,,,0.5551748024
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10862548,,,0.7784704722
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0q3fn,,,0.2404149668
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qkkg6,,,0.5931481586
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2vvgx,,,0.3281838431
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10780767,,,0.0756064621
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-4k222-v3,,,0.1746227213
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11013138,,,0.1105661909
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8dj1k,,,0.9300825631
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bb8gh,,,0.9666980419
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hf6kk,,,0.7103791386
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-7bskx-v2,,,0.1846703049
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2npj5-v2,,,0.4907353374
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10640579,,,0.2541442455
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q513g,,,0.9651795423
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-s98nt,,,0.7480218406
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p0wvm,,,0.4045418773
mof_name,null,null,null,null,6558.5,3.72,128.27,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6wgbl,,,0.1069966969
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11279696,,,0.2559039551
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v3rx4-v2,,,0.5238790871
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-rw8c4,,,0.1373161676
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10481671,,,0.6293118838
Fe(tpy)2(BF4)2,Fe(II),terpyridine (tpy),cubic,P2_1/c,9644.86,2.43,146.15,thermal vapor deposition,>400°C,stable in air and water,photocatalysis,pcu,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-7w8mr-v2,,,0.8755954483
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b7kv6,,,0.086841339
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11150879,,,0.411268383
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2311.09759v2,,,0.7278299071
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10887973,,,0.5985449289
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sfchs,,,0.0592919036
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-m3mln,,,0.5966330899
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wqmdv,,,0.1600163036
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2309.06649v1,,,0.94308173
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2frs3,,,0.2054692127
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2405.19745v1,,,0.5231107657
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11170729,,,0.5880318393
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2111.13105v2,,,0.3026906135
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v9lhr,,,0.0607510835
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-rg406,,,0.6109024889
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-68jzh,,,0.5382491946
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6xnn8,,,0.5084990331
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11218937,,,0.5274751636
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vdzzq,,,0.3073254563
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11049377,,,0.2187409811
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11197016,,,0.246657718
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-w3twb,,,0.2685172553
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11146616,,,0.897717485
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1b9h7,,,0.0829614371
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hg600,,,0.6531869585
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h0qrq,,,0.0125542239
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11110135,,,0.167873977
mof_name,null,null,null,null,6385.88,3.08,152.16,null,null,null,null,null,null,pubmed_11211685,,,0.5511307793
mof_name,null,null,tetragonal,I 4,4475.65,3.54,null,null,null,null,null,null,null,pubmed_11035706,,,0.1302978029
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10682977,,,0.8367957929
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10747725,,,0.8225683058
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2310.05374v3,,,0.1286374102
CoFc-MOF,Cobalt,"1,1’-ferrocenedicarboxylic acid",Triclinic,P 1,4.71,2.3,140,Solvothermal synthesis,Up to 250 °C,Stable in alkaline and acidic solutions,Electrochemical water splitting,pcu,Surface area measured by BET method; pore volume determined from nitrogen adsorption isotherm; average pore size calculated using BJH method,chemrxiv_10.26434_SLASH_chemrxiv-2024-vlqz5-v2,,,0.6537025063
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10466335,,,0.676714588
mof_name,null,metal_center,tetragonal,P4/nmm,null,null,null,synthesis_method_not_provided,thermal_stability_not_provided,chemical_stability_not_provided,null,topology_code_not_provided,null,pubmed_11271372,,,0.3002548965
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11252974,,,0.7522789859
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kd11b,,,0.0302751875
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-q6wxq,,,0.7771494742
ZnO nanoflowers,AuPt alloy,gas sensor,toluene detection,null,null,null,175,94%,high selectivity towards toluene,"to improve performance of MOS-based sensors for better sensitivity, operating temperature and stability",bimetallic AuPt@ZNFs can be further applied in practical applications for toluene detection,pcu,null,pubmed_11013457,,,0.0575144875
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-bhzns,,,0.8672589574
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8tc7m-v2,,,0.2393867634
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kl7tr-v2,,,0.4635862724
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z3bkm-v2,,,0.7332683872
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11178094,,,0.1122120088
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lchmv,,,0.916514765
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2201.11409v2,,,0.6130706703
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11279019,,,0.6288920981
Metal-Organic Frameworks,Cu,Benzene-ring-based organic ligands,cubic,P 21/c,null,null,null,Synthesis of Cu metal centers with benzene-ring-based organic linkers,Up to 500°C,"Stable in acidic, basic, and water environments","Electronics, catalysis, gas storage",pcu,High conductivity under electron beam exposure,pubmed_10941249,,,0.7793406192
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10893456,,,0.0174068797
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jxls8,,,0.6606520964
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5v9j8,,,0.4835306902
