mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TFPN,Notes,rand
UiO-66-NH2,Zr,2-aminoterephthalic acid,cubic,null,707.38,0.676,null,Rapid aqueous synthesis at room temperature with acetic acid on graphitic substrates,null,"Exceptional chemical stability, stable in water",Ion–ion selectivity and molecular/ionic separation applications,null,"High crystallinity, low defect density, mechanically robust",pubmed_11887446,,,0.6294661406
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898470,,,0.6446416189
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910576,,,0.0204831597
MOF-derived,"Ni, Co, Fe",null,null,null,null,null,null,Thermal treatment of MOFs to form nanostructured composites,Excellent stability under test conditions,Stable in acidic and alkaline conditions,"Hydrogen evolution, oxygen evolution, urea oxidation",null,High surface area and tunable porosity,pubmed_11858572,,,0.4752295702
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912552,,,0.97069726
CoMC6*aa,cobalt,porphyrin-based mini-enzyme,null,null,null,null,null,electrochemical synthesis,null,stable in aqueous environments,CO₂ reduction,null,excellent oxygen tolerance,pubmed_11877352,,,0.5788129084
mof_1,In,"NH2-BDC, TCPP",null,null,1107,null,null,one-pot synthesis using competitive nucleation of two organic linkers with indium nodes,null,null,CO2 reduction and water oxidation to produce HCOOH and H2O2,null,"high surface area, good light absorption, efficient charge transfer in heterostructures",pubmed_11911404,,,0.5579273247
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11842515,,,0.9373671282
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901613,,,0.9173833618
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899132,,,0.453377655
Fe-PCL,Fe,pyridinic N-doped graphitic carbon,null,null,null,null,null,dopamine complexation followed by carbonization on CNT surface,null,protected against phase change to maintain catalytic activity,improved lithium-sulfur battery performance with higher energy and stability,null,protective layer inhibits metal sulfide formation,pubmed_11828906,,,0.1913807087
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11898878,,,0.1282776417
Ru XLPH,Ruthenium (Ru),Carbazolyl terpyridine (CTP) and Terpyridyl phosphonate (TPP),null,null,null,null,null,Self-assembly of organometallic complex molecules on ITO substrates,null,null,"High-density data storage, in-situ encryption of stored information",null,null,pubmed_11868525,,,0.7903249974
EC@N 6Fe 0.6-700,Fe (iron),"durian peel cellulose, urea",null,null,269.35,0.64,21.22,pyrolysis of durian peel with urea and ferric nitrate at 700°C,null,"stable in various pH conditions, low metal leaching (below 0.25 mg/L)",activating PMS for degradation of TEC and other pollutants,null,"high surface area, mesoporous structure, magnetic properties (saturation magnetization 39.23 emu/g)",pubmed_11901486,,,0.3734805624
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11890252,,,0.3871118906
example_1,example_2,example_3,example_4,example_5,null,null,null,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11853841,,,0.5879208362
UiO-66,zirconium (Zr⁴+),terephthalate,null,null,null,null,null,synthesized via solvothermal method,null,null,used as catalyst support in direct borohydride fuel cells,null,exhibits high thermal stability and tunable chemical properties,pubmed_11901833,,,0.8434634435
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11891996,,,0.6380784977
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858444,,,0.6773979117
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11868630,,,0.2904774926
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11861559,,,0.5580411635
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11893957,,,0.453358467
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11850124,,,0.6057781426
Ni-3HITP2,Ni,HITP (hexaaminotriphenylene),hexagonal,null,111,0.18,null,solvothermal synthesis,thermal stability up to 300°C,stable in acidic and basic conditions,"supercapacitors, energy storage",pcu,"high conductivity, abundant active sites",pubmed_11886991,,,0.0720698624
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11903938,,,0.0706434834
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857310,,,0.0055123107
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858323,,,0.6008354775
IL-Ti3C2,Titanium (Ti),1-octyl-3-methylimidazolium chloride ([OMIM]+Cl−),null,null,30.68,null,null,Intercalation of ionic liquid into Ti3C2 MXene via ultrasonication,null,Exceptional stability in aqueous solution,Electrochemical sensing of tryptophan,null,High surface area and improved electrocatalytic performance due to ionic liquid intercalation,pubmed_11861633,,,0.2979822136
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11888939,,,0.892706342
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11859562,,,0.513707533
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11850698,,,0.5359317982
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11846615,,,0.3320629855
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11874145,,,0.4911843708
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897375,,,0.427587688
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11851101,,,0.5205122265
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11856478,,,0.2257040581
Ti3C2MXene,Titanium (Ti),null,null,null,22,null,null,Chemical oxidation with hydrogen peroxide,null,null,Sodium-ion battery anode material for fast-charging and high-capacity storage,null,"Porous structure with enlarged interlayer spacing, enhanced rate capability, long-term cycling stability",pubmed_11901979,,,0.7336196406
Phthalocyanine-based MOF,Metal phthalocyanine,Phthalocyanine,null,null,null,null,null,Optical transduction method,null,null,Detection of CA-125 cancer biomarker,null,null,pubmed_11912004,,,0.0526990416
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11831914,,,0.1918349294
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11813179,,,0.2168124896
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902180,,,0.3312028646
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857650,,,0.0598177123
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11903808,,,0.808313862
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11855494,,,0.8461827983
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880836,,,0.5390004441
CaO2@ZIF8:CUR@PAA,Zn²⁺,imidazole derivative,cubic,Pm3n,null,null,null,solvothermal synthesis using zinc nitrate and imidazole,null,stable under acidic conditions,"tumor therapy, drug delivery",pcu,double-layer protective shell with pH-responsive properties,pubmed_11830942,,,0.2877613122
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858944,,,0.0431453753
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11868487,,,0.7174164779
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11822892,,,0.5886736554
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11821885,,,0.416037227
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11860279,,,0.1414946639
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11860438,,,0.0184501652
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11872640,,,0.4000436859
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11836409,,,0.9808484695
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902667,,,0.5625470346
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11859058,,,0.3294788653
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11862950,,,0.0934536369
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11808113,,,0.6201617562
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11832879,,,0.5907501057
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865196,,,0.4775463154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899245,,,0.2686777944
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897237,,,0.7725883359
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11905173,,,0.0260597304
example_organic_linker,example_metal_center,null,null,null,null,null,null,example_synthesis_method,null,null,null,null,null,pubmed_11878149,,,0.3083920933
zip-8/ag,zinc (zn),2-methylimidazole,null,null,null,null,null,solvothermal method with polyvinylpyrrolidone (pvp) as a modulator,null,null,"sers nanoplatform for ultrasensitive detection of urea, methylene blue, congo red, 4-nitrophenol, and chloramphenicol in various solutions",null,"high porosity, selective adsorption of small molecules",pubmed_11823638,,,0.8365709628
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865586,,,0.7514745963
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11855295,,,0.3783176783
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11823048,,,0.1466858184
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11911976,,,0.6700324544
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11883376,,,0.2156839948
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11910037,,,0.4194789506
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11903806,,,0.221537916
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11873946,,,0.9081346148
Au@Ni-MOF (Ni(CH3CO2)2),Nickel,"1,3,5-trimesic acid (H3BTC)",null,null,10.0816,null,null,In-situ growth methodology using solvothermal methods with ultrasonic treatment,null,null,Electrochemical detection of dopamine and uric acid,null,"High surface area, conductivity, catalytic activity",pubmed_11906810,,,0.857565325
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11811174,,,0.5161767232
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902060,,,0.2704676157
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898167,,,0.8248081934
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11871910,,,0.4919597104
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891875,,,0.0054903582
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901425,,,0.6876923114
tbo,Mg²⁺,"2,5-dioxido-1,4-benzenedicarboxylate (DOBDC)",null,null,null,null,null,Solvothermal synthesis,null,High thermal stability; susceptible to moisture-induced degradation,CO2 capture and separation in mixed matrix membranes (MMMs),null,null,pubmed_11833178,,,0.339254637
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902021,,,0.8666651002
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11823402,,,0.6470939766
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912554,,,0.5210731195
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11833443,,,0.9949500614
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857275,,,0.977972429
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11907635,,,0.8289107094
CEA2PbBr4,Lead (Pb),2-chloroethylammonium (CEA+),Orthorhombic,Pmnm,null,null,null,Hydrothermal synthesis,315 K phase transition,null,"Optoelectronic applications, photoluminescence",null,Two-dimensional perovskite structure with ordered CEA+ cations and PbBr6 octahedra,pubmed_11898175,,,0.9093641033
example_1,example_2,example_3,example_4,example_5,null,null,null,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11902386,,,0.5133436555
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11887456,,,0.0672958444
AFI-[Zn(Im) 1.68(bIm) 0.32],Zn,"imidazole (Im), benzimidazole (bIm)",null,null,1073,null,15.6,Solvothermal synthesis with DPF as SDA and mixed ligands,null,Generally stable but decomposes during melting,Gas separation membranes for CO₂ and CH₄ separation,AFI,null,pubmed_11825956,,,0.3789613103
CD-MOF,γ-Cyclodextrin (γ-CD) with alkali metal salts,γ-Cyclodextrin,cubic,null,1075.3,1.7,1.7,"Prepared by mixing γ-CD with potassium hydroxide and methanol, followed by cross-linking with PEG20,000",null,Stable in water after stearic acid modification,Drug delivery for hair follicle targeting and treatment of androgenetic alopecia (AGA),null,"Enhanced hydrophobicity after stearic acid modification, good biocompatibility, effective drug encapsulation capability",pubmed_11834556,,,0.4205238246
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11872905,,,0.0898778711
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899302,,,0.3574461313
IMA,"Zn²+, Mn²+","indole-3-carbaldehyde, 2,3-diaminomaleonitrile",null,null,null,null,null,"Schiff base condensation reaction between indole-3-carbaldehyde and 2,3-diaminomaleonitrile in ethanol with glacial acetic acid as catalyst",null,null,"detection of OCl⁻, Zn²+, Mn²+; practical applications including detection of bleaching powder and water analysis; bio-imaging studies",null,"selective dual-mode detection with high fluorescence enhancement for OCl⁻ (21-fold), Zn²+ (4-fold), and Mn²+ (3-fold); fast response kinetics (rate constant 3.237 s⁻¹)",pubmed_11869208,,,0.1084818107
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858536,,,0.0748949861
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11890744,,,0.5809451239
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11910018,,,0.3451068157
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11814225,,,0.3245884825
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11889143,,,0.6147869139
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858395,,,0.9076199816
ferrocene-P1,Fe,dimethoxymethane,null,null,401,0.539,48,Friedel-Crafts reaction,null,chemically stable in aqueous environments,photocatalytic degradation of organic dyes,null,"high surface area, good adsorption capacity",pubmed_11883355,,,0.8082191818
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11900408,,,0.8054731388
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11906645,,,0.0400678883
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858567,,,0.6508770357
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11829644,,,0.1974928651
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899463,,,0.9704639388
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11894603,,,0.9676320376
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858011,,,0.2847088717
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11872924,,,0.4261428742
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904649,,,0.385942806
Ru-salen-Cl-CO,Ru(II),"salen, Cl⁻, CO",null,null,null,null,null,DFT calculations,null,null,photoCORMs/theranostics,null,null,pubmed_11901629,,,0.6844962356
PSMA-617,null,null,null,null,null,null,null,solid-phase synthesis,null,null,prostate cancer targeted radionuclide therapy,null,null,pubmed_11865982,,,0.9742565623
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11869275,,,0.4326713316
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11870910,,,0.5565421609
UiO-66-NH2,Zr,2-Amino Terephthalic Acid,null,null,null,null,null,Solvothermal synthesis,null,null,Targeted Drug Delivery,pcu,"High Surface Area, High Entrapment Efficiency",pubmed_11904574,,,0.7240514359
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904191,,,0.7893023363
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11886664,,,0.0756548387
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857906,,,0.1776931107
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897339,,,0.4333089022
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902806,,,0.8166778751
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11859436,,,0.9807926496
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11871908,,,0.6088716006
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11903855,,,0.5198893775
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11843644,,,0.8651386073
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11906833,,,0.0251848258
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904473,,,0.4509240475
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11872635,,,0.2763141864
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11906748,,,0.7333702638
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901544,,,0.655370377
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857201,,,0.4495161877
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901949,,,0.6970422638
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902720,,,0.3088668929
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910638,,,0.7198665179
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11894190,,,0.9513726656
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11889115,,,0.8772585979
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901586,,,0.8172927406
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11854964,,,0.3820603455
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901953,,,0.5226797988
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11854313,,,0.9766989863
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11808295,,,0.9797162889
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858112,,,0.748588688
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11868026,,,0.1641637809
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11852424,,,0.2851487801
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11826413,,,0.2743143069
ZnCo-MOF,"Zn(II), Co(II)","4,4'-bipyridine",null,null,null,null,null,Solution-based synthesis,null,null,Detection of metronidazole in pharmaceutical samples,null,null,pubmed_11833170,,,0.0634675103
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902436,,,0.5778259181
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902153,,,0.7531460423
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858585,,,0.603976045
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11822766,,,0.8563462924
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904681,,,0.2294209755
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11836363,,,0.3728103321
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858023,,,0.3649256567
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11836438,,,0.4187120984
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902459,,,0.5966042147
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11852162,,,0.0735019795
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858498,,,0.3842582686
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11828777,,,0.1043650969
Cu-ZIF-gis,Cu,2-nitroimidazole,tetragonal,null,null,null,2.4,solvothermal reaction between Cu(NO3)2·3H2O and 2-nitroimidazole in DMF,null,stable in air,hydrogen isotope separation,null,"lattice-driven gating, high thermal stability, efficient hydrogen isotope separation at elevated temperatures",pubmed_11868644,,,0.8501530234
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858378,,,0.7776674761
MIL-125,Titanium (Ti),"Benzene-1,4-dicarboxylic acid (terephthalic acid)",Tetragonal,null,1452,0.61,10,"Solvothermal synthesis using DMF and MeOH as solvents, followed by heating and centrifugation",Up to 380 °C,Stable under tested conditions in DSSCs without degradation,Electrolyte additive in dye-sensitized solar cells (DSSCs) for enhanced stability and efficiency,null,"High porosity, large surface area, good chemical stability",pubmed_11836412,,,0.2239826235
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901854,,,0.3905441149
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11894331,,,0.6172278237
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11822117,,,0.5479424084
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11855028,,,0.2008707831
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858009,,,0.6040910073
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898197,,,0.2828895217
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11886759,,,0.5888378536
COF-300,null,triformylbenzene,hexagonal,P6/mmm,null,null,null,solution assembly,null,null,gas separation,null,"high surface area, high porosity",pubmed_11912198,,,0.4001043399
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904030,,,0.8546588838
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902555,,,0.1397392421
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857889,,,0.8654671432
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11907393,,,0.1301010095
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857972,,,0.2056939623
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11910822,,,0.702440558
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891888,,,0.6430517882
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11811343,,,0.9898465162
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901924,,,0.4836309953
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865986,,,0.3262425023
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912349,,,0.2040234464
Zn3[OAc]8[C2mim]2,Zinc (Zn),"1-ethyl-3-methylimidazolium (C2mim), Acetate (OAc)",null,null,null,null,null,Solvent-free synthesis via heating zinc acetate and [C2mim][OAc] at 90°C for 3 h,Up to approximately 185°C,null,SO2 sorption,null,Nanoporous structure with potential for gas sorption,pubmed_11865963,,,0.7042447219
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899758,,,0.3010229201
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11873943,,,0.9619669747
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865458,,,0.430884419
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897014,,,0.4254775627
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902144,,,0.4191513462
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11814237,,,0.6418243733
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11912130,,,0.0355960927
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901096,,,0.3692634103
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11819505,,,0.4367804208
CuHCF,Copper (Cu),Hexacyanoferrate,null,null,null,null,null,Electrode material for selective NH4+ removal,null,null,"Selective ion separation, heavy metal removal",null,Enhanced NH4+ removal efficiency through coordination and electrocatalytic reduction,pubmed_11902163,,,0.7954787822
CsPbF3,null,null,cubic,Pm3̅ m,null,null,null,first-principles calculations,null,null,"optoelectronics, photovoltaics",null,"wide band gap (3–5 eV), mechanical stability, pressure-induced phase transitions",pubmed_11904671,,,0.0735839994
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865435,,,0.3006485167
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11848434,,,0.0471106016
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11887204,,,0.2888053209
Co-N-C Catalyst,"Li, Na, K (sacrificial), Co",Aniline,null,null,null,null,null,"Heat treatment of alkali metals, aniline, and oxidized carbon black followed by Co coordination",null,null,Oxygen reduction reaction in AEMFCs,null,CoN4 sites with single-atom Co coordinated to four N atoms,pubmed_11864188,,,0.9734797094
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11876182,,,0.2020608678
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11889140,,,0.9995598872
example_1,AuNPs,null,null,null,null,null,null,synthesis using extracts with DESs,thermal stability up to 53°C,stable in biological environments,"drug delivery, antimicrobial activity",null,antioxidant capacity and enhanced antimicrobial activity against Escherichia coli and Bacillus subtilis,pubmed_11892449,,,0.3962883453
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11849500,,,0.378988829
Cu-DBC,Cu,DBC (dihydroxybenzocoronene),hexagonal,null,479,0.88,null,solvothermal synthesis,thermal stability up to 300°C,stable in acidic and basic conditions,"supercapacitors, energy storage",dia,"high conductivity, redox-active ligands",pubmed_11886991,,,0.925584021
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901555,,,0.960943369
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11903651,,,0.2342575141
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11881411,,,0.3879864463
UPC-96,Zn,"1,2,4,5-tetrakis(4-carboxyphenyl)-3,6-dimethylbenzene (TCPB-Me)",monoclinic,P2₁/c,220.2,0.19,6,solvothermal reaction with solvent regulation of pH values,stable up to 400 °C,null,gas separation for C₂H₂/CO₂ and CO₂/CH₄ separation,sql,good cycling stability and high adsorption enthalpy,pubmed_11901866,,,0.4818564146
Ni-decorated C12N12 nanoclusters,Ni,C12N12 framework,null,null,null,null,null,Ni-atom decoration on C12N12 clusters,null,Thermodynamically stable adsorption sites,Hydrogen storage,null,Up to eight H2 molecules per cluster,pubmed_11850393,,,0.2562521328
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11841621,,,0.0663752742
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857237,,,0.6887817299
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11827870,,,0.4769246972
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858466,,,0.8540764719
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11903686,,,0.730638267
CsCu2I3@UiO-66(CE)-NH2,"Copper(I), Cesium",2-Aminoterephthalic acid (BDC-NH2),null,null,200,0.07,9,In-situ growth within UiO-66(CE)-NH2 pores,Stable up to high temperatures,Exceptional thermal and chemical stability,Catalysis for three-component click reaction,null,"High surface area, good recyclability, size-selective catalysis",pubmed_11873247,,,0.7734073119
